temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
10.6,60.3,0,1,0,1,1,1,3
27.4,47.7,0,0,0,0,1,0,0
28.8,70.2,0,1,0,1,1,0,3
34.9,54.9,0,0,1,0,0,1,0
33.4,11.8,1,1,1,1,0,1,3
39.1,45.4,1,1,1,0,0,0,3
34.8,31.6,0,0,0,1,0,1,0
27.1,15.4,1,0,0,0,0,1,0
10.4,57.4,1,0,1,1,0,1,0
29.9,42.7,0,1,1,1,1,1,3
13.9,40.6,0,0,0,1,1,0,0
24.7,46.3,0,0,0,1,0,0,0
15.8,16.2,0,1,0,0,0,1,3
18.7,63.8,0,1,1,0,0,0,3
14.3,48.1,1,0,1,0,1,1,0
25.7,20.4,1,0,1,1,0,1,0
26.2,62.2,0,1,0,1,0,1,3
35.8,34.2,1,1,1,0,0,0,3
27.4,55.9,0,1,0,1,0,0,3
34.6,18.4,1,1,0,1,1,0,3
19.4,64.0,0,0,0,1,1,0,0
30.3,53.2,1,1,0,1,0,1,3
12.1,2.5,1,0,1,1,1,1,0
26.6,45.4,0,0,1,0,1,1,0
32.9,54.9,0,0,0,0,1,1,0
34.1,49.9,0,1,0,1,0,1,3
25.5,53.2,0,1,1,1,1,0,3
34.0,61.9,1,1,1,0,0,1,3
17.3,71.5,0,1,0,0,0,1,3
17.7,45.4,1,0,1,0,0,1,0
21.2,65.9,1,0,1,0,1,0,0
25.5,69.7,1,1,1,1,0,1,3
21.8,33.8,0,1,1,0,0,1,3
25.9,45.2,0,0,1,0,0,1,0
10.6,11.0,0,1,1,0,0,1,3
27.0,68.6,1,0,1,0,1,1,0
35.2,20.9,0,1,0,0,0,1,3
32.8,17.5,0,1,0,1,0,0,3
29.9,45.0,0,1,0,1,0,1,3
37.8,56.2,0,1,0,1,1,1,3
29.0,59.8,1,1,0,0,0,1,3
21.1,46.8,0,1,0,0,1,0,3
18.2,1.6,1,0,1,0,1,0,0
31.9,55.2,0,0,0,1,0,0,0
17.9,28.3,0,0,1,1,1,1,0
18.3,71.7,1,0,0,1,0,0,0
12.1,48.0,0,0,1,1,1,0,0
15.9,48.8,1,1,1,1,1,1,3
33.5,18.3,0,0,1,0,0,1,0
19.5,52.3,1,0,0,0,1,1,0
35.4,53.7,1,1,0,0,1,1,3
39.6,12.7,0,0,1,0,0,0,0
10.1,10.0,0,1,0,0,0,1,3
16.3,31.4,1,1,0,0,1,0,3
38.2,29.4,0,0,1,0,1,1,0
12.6,31.2,0,1,0,0,1,0,3
29.5,3.5,1,0,1,1,0,0,0
15.6,54.0,1,1,0,1,0,0,3
21.2,70.9,0,0,0,0,1,0,0
12.0,33.6,0,0,0,0,0,0,0
31.4,58.6,0,0,1,1,0,1,0
16.3,49.9,0,0,1,1,0,1,0
21.7,59.0,0,1,0,1,0,1,3
30.5,8.9,0,1,0,1,1,1,3
16.8,4.2,0,1,0,0,0,0,3
31.4,69.1,1,0,1,1,0,0,0
34.9,14.4,1,0,1,0,0,0,0
35.3,69.5,0,1,1,0,0,0,3
26.3,36.1,0,1,0,1,0,0,3
11.3,36.1,1,0,0,1,1,1,0
26.5,14.7,0,1,0,0,0,0,3
21.6,60.8,0,0,1,1,0,0,0
20.9,35.0,1,1,0,1,1,0,3
33.1,24.9,1,1,1,1,0,0,3
26.9,5.5,1,0,1,0,0,0,0
26.0,49.6,0,1,1,0,0,0,3
31.5,38.6,0,1,1,0,1,1,3
22.2,62.2,1,1,1,1,0,0,3
20.2,17.5,0,1,1,0,0,1,3
10.6,35.4,0,0,0,1,1,1,0
12.8,70.9,1,1,0,1,0,1,3
23.6,9.5,0,1,0,0,0,1,3
32.7,56.3,0,1,1,1,1,1,3
19.5,67.9,0,1,1,1,1,1,3
21.6,36.5,0,1,1,1,0,1,3
24.9,63.5,1,1,1,1,1,1,3
18.3,10.5,1,1,1,1,0,0,3
10.1,45.2,0,1,0,0,1,1,3
23.9,34.4,0,1,1,0,1,0,3
22.9,4.6,0,1,0,1,1,0,3
20.5,25.9,0,1,1,0,1,0,3
32.7,5.2,0,0,0,0,1,1,0
10.5,31.8,1,1,0,1,1,1,3
13.6,31.0,0,1,1,0,0,0,3
29.6,35.7,1,1,0,1,0,0,3
24.4,58.6,1,0,0,1,1,1,0
30.7,13.4,1,1,0,0,0,0,3
13.4,21.7,1,1,1,1,0,1,3
31.8,71.8,0,1,0,1,0,1,3
15.7,68.2,0,1,1,1,1,1,3
22.2,62.3,0,1,1,0,0,0,3
13.1,36.3,1,0,1,1,1,0,0
17.7,64.7,0,1,0,0,0,1,3
31.4,26.5,0,1,0,0,1,1,3
18.0,13.8,0,0,1,0,0,0,0
35.9,63.5,1,1,1,0,1,0,3
26.2,28.8,0,1,1,1,0,0,3
25.3,47.9,1,1,0,0,1,0,3
21.4,27.6,0,1,0,0,0,1,3
32.3,49.8,0,1,0,1,0,0,3
23.7,67.2,1,0,1,0,0,0,0
10.2,52.1,1,0,0,0,0,0,0
22.5,29.5,1,0,1,1,0,1,0
11.8,59.0,1,1,0,0,0,1,3
25.5,7.6,1,0,1,1,1,0,0
35.8,20.3,0,1,0,0,0,0,3
17.2,51.6,1,1,0,0,0,1,3
11.9,31.1,1,0,0,1,0,0,0
26.4,6.3,1,0,0,1,1,0,0
33.7,34.3,0,1,1,1,0,1,3
32.3,14.7,1,1,1,0,1,1,3
26.8,16.1,0,0,0,0,0,1,0
19.1,49.3,0,1,0,0,0,1,3
14.5,45.3,0,0,1,1,0,0,0
14.0,12.8,1,1,1,0,1,1,3
20.2,62.0,1,0,1,1,1,1,0
26.8,35.3,0,0,0,0,1,1,0
31.4,16.0,1,1,0,1,0,0,3
37.0,14.6,0,1,1,1,0,0,3
36.0,37.7,0,0,1,0,0,1,0
17.8,49.0,1,1,0,0,1,1,3
19.1,65.9,1,0,1,0,1,1,0
25.6,24.7,1,1,1,0,0,0,3
19.1,17.4,1,0,0,0,0,0,0
21.9,2.7,1,0,0,1,1,1,0
19.0,48.4,0,0,1,0,1,0,0
37.7,58.0,0,1,0,1,0,1,3
26.8,32.9,0,1,1,1,1,0,3
21.3,27.3,1,0,1,1,0,1,0
11.3,53.3,0,1,1,0,1,1,3
25.8,41.9,0,1,0,1,1,0,3
33.3,64.9,0,1,1,0,0,0,3
25.5,30.5,0,0,0,1,0,0,0
18.0,67.3,0,1,0,0,0,0,3
19.8,38.7,1,0,1,0,1,0,0
37.8,71.4,1,1,0,1,0,0,3
25.5,30.8,0,1,1,0,0,0,3
11.8,36.6,0,0,1,0,0,1,0
22.7,37.8,1,1,1,1,1,0,3
20.9,54.0,1,0,0,0,1,1,0
13.0,1.6,0,0,1,1,0,1,0
34.4,28.0,1,0,1,0,1,0,0
21.7,48.5,0,1,1,1,1,1,3
18.7,64.5,0,1,0,1,1,1,3
29.9,33.3,1,0,1,0,1,0,0
18.8,61.9,1,0,1,0,0,0,0
10.7,25.1,0,1,1,0,1,1,3
38.3,25.5,1,0,1,0,1,0,0
14.3,35.7,0,0,0,1,0,1,0
15.5,62.7,0,0,1,1,0,1,0
27.4,39.1,1,0,0,1,1,1,0
30.5,29.4,1,0,0,0,0,0,0
15.3,47.1,1,1,1,1,0,0,3
24.5,19.6,1,0,0,1,0,1,0
36.7,63.8,0,1,0,1,0,1,3
36.2,48.7,1,0,1,0,1,1,0
16.8,31.3,1,0,0,1,1,0,0
17.3,15.0,1,0,0,1,1,0,0
18.6,50.5,1,1,0,0,0,0,3
39.6,57.9,1,1,0,1,1,1,3
10.2,60.0,0,0,0,0,0,1,0
25.1,49.5,1,0,0,1,1,1,0
38.6,59.8,1,1,1,1,0,1,3
17.5,46.1,1,0,1,1,1,1,0
20.1,43.3,1,0,1,1,0,0,0
34.3,9.9,1,1,1,1,1,0,3
25.8,34.7,0,0,0,0,0,0,0
15.8,63.7,1,1,1,1,0,1,3
21.8,8.5,1,0,1,1,1,1,0
32.4,14.4,0,0,1,1,1,0,0
13.4,58.0,0,1,1,0,1,1,3
27.9,71.9,1,1,0,1,1,1,3
18.7,56.0,0,0,0,0,0,1,0
31.0,58.3,1,0,1,0,1,1,0
31.0,27.9,0,0,0,1,0,0,0
35.5,28.8,0,0,1,1,1,1,0
39.1,70.2,0,1,1,0,0,1,3
27.1,36.0,1,1,1,0,0,1,3
33.6,43.8,0,0,1,0,0,0,0
14.3,2.4,1,1,0,1,0,1,3
14.7,6.5,0,1,0,1,0,0,3
20.4,45.9,1,1,0,1,0,0,3
22.4,58.3,1,0,0,0,1,1,0
31.9,45.4,1,1,1,0,0,1,3
14.1,8.9,1,1,0,0,0,1,3
37.9,36.1,0,0,1,1,0,0,0
23.5,71.3,1,1,0,1,0,0,3
10.2,17.4,0,1,1,1,0,0,3
17.5,31.6,1,0,0,1,0,1,0
19.9,66.2,0,1,1,1,0,0,3
30.8,11.3,1,0,0,0,1,0,0
16.5,9.7,1,1,0,0,0,1,3
17.6,37.6,1,0,1,1,0,1,0
13.0,36.8,0,1,1,1,0,1,3
37.9,61.9,0,1,0,1,1,0,3
23.7,64.2,1,1,1,1,0,0,3
39.0,12.0,1,0,0,0,0,0,0
18.3,52.2,1,1,0,0,1,1,3
31.4,43.1,1,1,1,1,1,0,3
20.2,19.2,0,1,0,0,1,0,3
39.6,58.2,0,0,0,0,0,0,0
14.7,50.7,1,0,1,0,0,0,0
38.3,62.5,1,1,1,0,0,1,3
35.2,26.4,1,1,1,0,0,0,3
21.3,9.5,1,1,1,0,0,1,3
26.1,5.5,0,1,1,1,1,1,3
34.6,35.2,0,0,0,0,1,0,0
17.8,57.7,0,0,0,1,1,1,0
21.3,18.8,0,1,0,0,1,0,3
35.5,59.2,1,1,1,1,0,0,3
22.2,11.5,0,1,1,1,0,0,3
18.7,23.7,1,1,0,0,1,1,3
11.5,48.4,0,1,1,1,0,1,3
19.7,19.1,1,1,1,1,1,1,3
25.9,16.4,0,1,1,0,1,1,3
26.4,45.5,0,0,1,1,1,0,0
22.3,59.4,1,1,1,1,0,1,3
20.1,11.0,1,0,0,1,0,0,0
32.4,58.6,0,0,0,1,0,1,0
28.9,20.7,1,1,1,0,1,0,3
15.0,35.9,0,1,1,1,1,1,3
33.8,20.3,0,1,1,0,0,0,3
23.3,30.1,0,1,0,1,1,1,3
35.9,22.1,1,0,0,1,1,0,0
40.0,4.4,1,1,1,1,1,0,3
31.7,50.5,0,0,0,1,1,0,0
30.3,70.1,1,0,0,1,0,0,0
33.9,53.1,0,0,0,0,1,0,0
27.3,2.3,1,1,1,0,0,0,3
14.0,39.3,1,0,0,0,0,0,0
33.9,43.9,1,0,1,1,1,0,0
13.0,44.6,0,1,1,1,1,0,3
16.3,35.4,1,0,0,1,1,1,0
26.6,67.5,1,0,0,0,1,1,0
38.7,49.8,1,0,1,1,1,1,0
35.1,56.7,0,1,0,0,1,0,3
11.2,9.0,1,0,0,0,0,1,0
33.9,30.1,1,1,0,1,0,1,3
39.3,38.1,1,1,1,1,0,0,3
11.1,13.8,1,0,1,1,0,0,0
17.7,42.3,1,0,0,1,1,1,0
23.5,64.6,0,0,1,1,1,0,0
15.4,6.3,0,0,1,0,0,1,0
31.2,40.4,0,0,1,0,1,1,0
23.4,29.6,0,0,1,1,0,1,0
17.7,50.1,0,0,1,0,0,0,0
21.9,68.0,1,0,1,0,1,0,0
23.5,46.9,0,1,0,1,0,0,3
26.5,39.1,1,0,1,1,0,1,0
26.2,59.4,0,1,0,1,1,1,3
11.9,3.7,1,0,1,0,0,1,0
11.2,55.5,1,0,0,0,0,0,0
36.7,27.1,0,1,0,1,0,1,3
35.5,40.3,1,0,0,0,0,1,0
21.0,50.2,0,0,1,0,1,0,0
10.6,16.2,1,0,1,0,0,1,0
20.4,37.5,1,1,1,0,1,0,3
13.5,59.3,1,0,0,1,1,1,0
28.6,4.6,0,0,0,1,0,1,0
20.1,2.9,1,1,1,0,0,0,3
29.4,50.6,1,1,1,0,0,1,3
39.6,21.9,0,0,0,1,1,0,0
24.6,42.1,0,1,1,1,1,0,3
30.9,4.7,0,0,0,0,0,1,0
36.9,29.9,1,1,0,0,1,0,3
28.8,66.8,1,1,0,1,0,1,3
15.8,14.2,1,1,0,0,0,0,3
16.9,5.2,0,0,0,1,0,1,0
34.4,61.1,0,0,1,1,1,0,0
20.2,25.0,0,1,0,1,1,0,3
32.6,25.1,1,1,1,1,0,1,3
38.9,12.2,0,1,1,0,0,1,3
31.8,27.8,1,1,1,0,0,0,3
34.5,18.1,0,1,1,0,1,0,3
10.2,43.0,0,0,0,1,1,1,0
21.0,32.3,0,0,1,1,0,0,0
25.8,26.3,1,1,1,0,0,1,3
35.3,5.5,1,1,0,1,0,0,3
29.7,59.7,0,0,1,1,1,0,0
17.6,31.9,0,0,1,0,1,1,0
36.8,69.4,1,0,0,0,1,1,0
32.2,4.7,0,0,0,0,1,1,0
19.6,22.3,1,1,1,1,0,1,3
24.9,12.2,0,1,0,0,1,1,3
11.1,12.7,0,0,0,1,0,1,0
36.5,20.6,1,0,0,0,1,1,0
34.2,33.7,1,1,0,1,1,0,3
25.0,53.3,0,0,0,1,1,0,0
32.9,29.1,1,1,0,0,1,1,3
35.8,50.0,1,0,0,1,0,0,0
12.8,66.3,1,1,1,0,1,0,3
28.6,35.7,1,1,1,1,1,1,3
19.9,25.2,1,0,1,0,0,0,0
25.9,57.1,1,1,0,0,1,1,3
17.1,13.8,1,0,1,1,1,1,0
27.3,65.1,1,0,0,0,0,0,0
38.6,69.0,1,0,0,1,1,1,0
36.2,14.2,0,1,0,1,1,0,3
39.4,39.7,0,0,1,1,0,0,0
37.4,5.4,1,0,0,0,1,1,0
34.4,22.3,0,0,0,0,0,0,0
29.6,9.6,1,1,0,1,0,1,3
31.7,12.3,1,1,1,0,0,0,3
34.8,47.2,0,1,0,1,0,1,3
36.1,22.9,0,1,0,1,0,1,3
21.4,65.3,0,1,0,1,0,1,3
24.1,22.9,1,1,0,0,0,0,3
12.4,33.2,0,0,0,0,0,0,0
17.5,5.8,0,1,0,0,0,1,3
35.7,69.2,0,0,1,1,1,0,0
17.5,57.1,0,0,0,0,0,0,0
23.4,69.6,1,0,0,0,0,1,0
22.8,22.6,0,0,0,1,0,0,0
35.9,29.0,1,1,1,0,0,0,3
24.0,24.0,1,0,1,0,1,1,0
25.6,34.4,1,0,0,1,0,1,0
21.4,32.0,1,0,0,1,1,0,0
35.8,62.1,0,1,1,0,0,0,3
23.2,55.4,0,1,0,1,0,1,3
29.9,66.3,1,1,0,1,1,1,3
20.7,3.4,1,0,1,1,0,1,0
20.8,12.3,1,1,1,0,0,1,3
18.8,13.5,0,0,0,0,1,1,0
13.9,48.8,0,1,1,0,0,0,3
12.5,49.4,1,0,0,1,1,0,0
34.3,42.2,1,0,0,1,0,0,0
36.0,62.2,0,1,1,1,0,1,3
36.1,60.5,0,1,1,0,0,0,3
14.4,24.3,1,1,1,1,1,1,3
17.0,12.4,1,1,0,1,1,1,3
35.8,18.9,1,0,0,0,1,1,0
27.8,50.8,0,1,0,1,1,0,3
12.2,71.9,1,1,0,0,0,1,3
11.8,20.7,1,1,0,0,1,0,3
28.8,41.9,0,0,1,0,1,0,0
36.2,35.1,0,1,1,0,1,1,3
23.0,16.1,1,1,1,1,1,1,3
30.5,65.4,0,0,1,0,1,1,0
22.1,44.2,0,0,0,0,0,0,0
20.8,23.8,1,0,0,0,1,1,0
17.9,52.1,1,1,0,0,0,1,3
19.6,28.3,0,0,0,1,0,0,0
31.3,24.4,0,1,1,1,1,1,3
31.8,42.6,1,0,0,0,0,0,0
35.9,57.4,1,1,1,1,0,0,3
21.4,21.6,0,1,1,0,0,1,3
22.7,42.7,1,0,0,1,1,1,0
29.7,13.8,0,0,1,0,0,1,0
24.7,67.3,0,0,0,0,1,1,0
22.6,70.6,1,1,1,1,1,1,3
28.3,40.2,1,1,1,0,1,1,3
36.3,48.1,0,0,1,1,0,1,0
33.3,15.6,1,1,0,1,0,1,3
39.7,2.7,0,0,1,1,0,0,0
18.4,64.4,1,1,0,1,1,0,3
21.9,34.4,0,0,1,0,0,0,0
10.4,45.9,0,0,0,0,0,0,0
14.1,50.9,0,1,0,0,1,1,3
37.6,47.7,0,0,0,0,0,0,0
24.8,12.5,0,1,0,0,0,1,3
25.6,34.0,0,0,1,0,1,0,0
26.8,42.5,0,0,0,1,1,1,0
18.4,38.7,1,1,1,1,0,1,3
15.3,21.7,0,0,0,1,0,0,0
16.8,64.6,0,1,1,1,1,1,3
35.9,71.0,0,0,0,0,0,0,0
24.6,46.3,0,1,1,1,0,1,3
27.8,4.1,0,0,1,0,0,1,0
10.3,4.8,0,0,0,1,1,0,0
13.6,19.2,0,0,0,1,1,0,0
34.1,57.2,1,1,1,1,0,1,3
10.2,37.3,0,1,0,0,1,0,3
16.1,56.3,1,1,0,1,0,1,3
14.0,24.4,1,1,0,1,0,0,3
30.5,67.0,1,1,0,1,0,0,3
15.2,56.7,0,1,1,0,0,1,3
13.7,29.1,1,1,0,1,0,0,3
38.8,28.6,0,0,0,0,1,0,0
38.2,62.7,0,1,1,0,1,0,3
32.0,68.4,0,1,1,1,1,0,3
32.2,49.1,0,1,0,0,0,0,3
39.6,14.0,1,0,1,0,0,1,0
23.3,68.8,1,0,0,0,0,1,0
39.1,24.7,0,0,1,0,0,1,0
15.2,22.7,0,1,0,1,0,1,3
34.8,10.7,0,0,1,1,0,1,0
37.0,57.2,0,1,0,0,1,0,3
21.0,7.0,0,1,1,1,1,1,3
12.0,45.0,1,0,0,1,0,0,0
16.8,13.1,1,0,1,0,0,0,0
30.3,13.7,1,1,0,1,0,1,3
33.6,41.7,1,1,1,0,0,1,3
28.6,39.0,0,1,1,0,1,1,3
37.2,54.9,0,0,1,0,0,0,0
21.3,2.0,1,0,0,1,0,0,0
36.2,7.6,0,0,1,0,1,1,0
10.5,58.4,1,1,1,1,1,0,3
19.2,54.1,1,1,0,0,1,0,3
28.7,18.5,1,0,1,0,0,0,0
27.1,10.6,0,0,0,0,1,0,0
33.3,64.1,0,1,0,0,0,0,3
14.9,56.5,0,0,1,0,1,1,0
37.4,49.9,0,1,0,0,0,1,3
33.5,65.3,0,1,1,0,0,0,3
30.3,61.2,1,0,1,1,1,0,0
23.4,34.4,1,1,0,0,0,1,3
21.7,3.0,0,0,1,0,1,0,0
25.9,10.0,0,1,0,0,0,0,3
29.0,51.5,0,1,1,1,1,1,3
36.9,68.2,0,1,1,1,1,0,3
17.4,51.9,1,0,1,0,0,0,0
18.6,30.1,1,0,0,1,0,1,0
30.4,31.8,1,0,0,0,1,0,0
36.7,15.9,0,1,1,1,0,0,3
14.3,3.0,1,1,1,0,0,1,3
21.2,43.4,0,1,0,0,1,1,3
14.9,51.6,0,1,1,0,0,1,3
33.6,69.7,1,1,1,0,1,0,3
25.6,71.2,0,1,0,0,1,1,3
34.1,3.9,0,1,1,0,0,1,3
18.0,9.4,0,0,0,0,1,0,0
26.9,34.0,1,0,0,1,0,0,0
18.3,56.3,1,1,0,1,1,1,3
29.2,34.1,1,0,0,1,0,0,0
34.1,32.8,1,1,1,0,1,1,3
37.5,11.5,1,1,1,0,0,0,3
17.1,42.3,1,1,1,0,1,0,3
20.1,27.2,1,0,0,1,1,1,0
39.2,69.1,1,1,1,0,1,0,3
10.7,64.0,1,1,1,1,0,1,3
26.1,48.8,1,0,1,0,0,0,0
31.7,50.4,1,1,1,0,0,1,3
36.4,27.0,1,1,1,1,0,0,3
34.2,38.4,1,0,1,0,1,0,0
22.3,41.2,1,1,0,1,0,0,3
27.3,54.8,0,1,0,1,1,0,3
25.6,8.9,0,0,0,1,0,1,0
11.3,57.1,0,0,1,0,1,1,0
39.5,36.8,0,0,0,0,0,1,0
33.4,62.6,1,1,0,0,0,1,3
13.9,52.5,1,0,0,1,0,0,0
22.5,10.0,1,0,0,1,1,0,0
14.7,12.4,0,1,0,1,0,1,3
13.1,34.9,1,1,0,0,1,0,3
18.0,50.0,0,1,0,1,0,0,3
18.5,8.6,0,1,0,0,0,0,3
20.4,32.1,1,0,1,1,1,0,0
25.6,19.2,1,0,0,0,0,0,0
24.7,23.9,0,0,0,0,0,1,0
23.8,45.8,0,1,1,1,0,0,3
13.9,24.5,0,0,0,1,1,0,0
22.9,22.1,1,1,0,0,1,1,3
27.8,63.4,0,1,1,1,1,1,3
19.2,47.9,1,1,1,1,1,1,3
36.8,3.3,1,1,0,1,0,0,3
27.8,19.8,0,1,0,1,1,1,3
28.3,65.3,0,1,0,1,1,0,3
32.4,19.2,0,1,1,1,0,1,3
19.3,35.1,0,0,0,0,1,1,0
33.2,71.9,1,0,0,1,0,1,0
38.1,43.3,1,1,0,0,1,1,3
38.1,28.1,0,1,1,1,1,0,3
29.4,24.1,1,0,1,0,0,0,0
13.2,47.6,0,1,1,0,0,1,3
18.0,24.7,1,0,0,0,0,0,0
10.3,13.7,1,0,0,1,1,1,0
28.7,7.8,0,0,1,0,1,1,0
37.3,10.4,1,0,0,1,1,1,0
12.6,16.7,0,1,0,0,1,1,3
19.3,47.3,0,0,1,1,0,0,0
25.5,61.3,0,1,0,0,1,1,3
11.5,10.1,0,1,1,0,0,0,3
28.1,39.6,1,0,0,1,0,1,0
36.7,18.4,0,0,0,0,0,0,0
39.3,61.7,1,0,0,0,1,0,0
15.8,60.5,1,0,1,0,0,0,0
17.2,3.6,0,0,1,1,1,1,0
35.1,20.8,0,0,1,0,0,0,0
34.7,69.5,0,0,0,0,1,0,0
16.3,17.0,0,1,1,0,0,1,3
30.4,10.4,1,1,0,0,0,1,3
36.2,33.6,0,0,0,1,1,0,0
11.2,2.4,0,0,0,0,1,1,0
37.6,8.0,0,0,1,0,1,0,0
32.5,7.0,1,1,1,0,1,0,3
38.9,57.8,1,1,0,0,1,1,3
10.6,14.2,0,1,0,1,1,0,3
29.4,33.6,1,1,0,1,1,1,3
24.1,47.0,1,0,1,0,1,0,0
24.8,56.6,0,1,0,1,1,1,3
10.4,71.4,1,0,0,0,0,0,0
13.2,62.6,1,1,0,0,0,1,3
25.0,59.3,1,1,1,1,0,1,3
17.4,63.1,0,0,0,0,1,0,0
21.1,49.4,0,0,1,0,0,0,0
30.6,34.0,0,0,0,1,1,0,0
13.0,56.1,1,0,0,1,0,0,0
31.9,26.0,0,1,1,0,1,1,3
17.3,27.1,1,1,0,1,0,0,3
23.8,43.2,1,1,1,0,0,1,3
19.9,44.0,1,1,1,1,0,0,3
18.9,51.9,1,1,1,0,1,0,3
18.5,43.9,1,1,0,0,1,1,3
12.4,23.2,0,0,1,0,0,1,0
17.1,3.5,0,1,0,1,0,1,3
36.7,50.0,1,1,0,0,0,1,3
22.0,13.8,1,0,0,0,0,0,0
33.1,50.7,0,0,0,1,0,0,0
37.0,70.7,0,0,0,0,0,0,0
25.7,54.9,1,1,0,1,1,1,3
26.4,60.0,1,0,0,1,0,0,0
15.3,30.9,0,0,1,0,1,0,0
34.7,25.9,1,0,0,0,0,1,0
12.9,33.1,1,0,0,0,0,0,0
20.5,10.5,1,1,0,1,0,0,3
36.1,16.7,1,1,1,0,0,0,3
34.5,35.2,1,0,1,0,0,1,0
20.0,21.2,0,0,1,1,1,1,0
33.7,24.4,0,0,1,0,1,1,0
38.0,20.2,0,0,0,0,1,0,0
36.8,26.0,1,0,1,1,1,0,0
37.0,69.1,1,0,0,0,1,0,0
20.3,16.7,1,0,0,0,0,1,0
39.1,31.4,1,1,0,0,0,0,3
21.4,1.2,1,1,0,0,0,1,3
13.0,15.3,1,0,0,0,1,1,0
12.3,3.2,1,1,1,1,1,1,3
18.1,29.4,0,0,1,0,1,1,0
35.7,41.7,1,1,0,1,1,0,3
35.6,19.8,1,0,1,1,1,1,0
17.7,61.4,1,0,0,0,1,1,0
26.0,41.5,1,1,0,0,0,1,3
14.9,43.4,0,0,0,0,0,1,0
27.3,23.4,1,0,0,1,0,0,0
33.7,10.3,1,0,0,1,1,1,0
12.8,9.2,1,1,0,0,0,1,3
36.1,36.9,0,1,1,1,1,0,3
38.5,8.3,1,1,0,0,0,0,3
37.5,3.9,1,1,0,0,0,0,3
23.8,24.1,0,0,0,0,0,1,0
14.5,42.2,1,0,0,1,0,1,0
35.3,57.9,0,1,1,0,0,1,3
18.9,14.3,0,0,0,0,1,0,0
17.2,7.7,0,0,0,1,1,0,0
36.1,54.2,0,0,1,1,0,0,0
22.9,4.1,0,1,1,0,1,1,3
23.2,15.8,1,1,1,0,1,0,3
35.1,11.6,0,0,1,1,1,1,0
21.7,51.4,0,0,1,0,0,0,0
12.9,6.1,1,1,0,1,0,1,3
24.8,40.4,1,1,1,1,1,1,3
14.2,54.0,1,1,0,0,0,1,3
23.7,7.4,1,1,1,0,1,1,3
15.5,20.1,1,0,0,0,0,0,0
18.1,20.9,0,0,0,0,0,0,0
19.6,71.1,1,0,0,0,1,0,0
15.4,5.5,1,0,1,0,1,1,0
26.3,68.2,0,0,1,0,1,0,0
12.6,60.4,0,0,0,1,0,0,0
24.9,15.7,0,1,0,0,0,0,3
27.5,61.3,0,0,0,1,0,1,0
26.7,8.4,1,1,1,1,1,0,3
19.7,27.0,0,1,1,1,1,0,3
25.1,62.1,0,0,1,1,0,1,0
11.0,8.4,1,1,1,1,0,1,3
30.9,59.6,0,1,1,1,1,1,3
14.6,17.1,0,0,0,0,0,1,0
25.0,9.0,0,0,1,1,1,1,0
13.4,28.4,1,0,0,0,1,1,0
39.6,53.4,0,0,1,0,0,1,0
29.0,26.9,1,1,0,0,0,0,3
14.4,22.7,0,0,1,0,1,0,0
23.9,42.8,0,0,1,0,0,0,0
16.8,62.9,1,1,0,0,1,0,3
12.4,25.7,0,1,0,0,0,1,3
11.6,36.9,1,1,0,1,0,1,3
23.4,63.4,0,1,0,1,0,0,3
16.9,68.3,1,0,1,0,1,0,0
37.8,45.5,1,1,1,0,0,0,3
31.7,16.6,1,0,0,0,1,0,0
14.7,30.5,1,0,1,1,0,0,0
22.9,27.5,1,0,1,1,1,0,0
12.2,11.5,0,1,1,1,1,0,3
12.8,43.4,0,0,1,1,0,1,0
16.0,48.3,0,1,0,0,0,0,3
39.1,56.0,0,1,1,1,1,1,3
21.0,63.5,0,0,1,1,0,0,0
19.8,7.7,1,0,0,0,1,0,0
35.9,46.8,0,1,0,1,0,1,3
11.1,52.8,0,0,0,1,0,1,0
22.9,57.0,0,0,1,1,1,0,0
39.9,22.4,1,0,1,1,1,1,0
24.7,1.2,1,1,0,1,0,0,3
38.5,35.7,0,1,1,1,0,1,3
31.1,48.6,1,0,1,1,1,1,0
17.7,65.3,0,0,1,1,0,0,0
24.4,33.8,1,0,0,1,1,0,0
20.6,57.4,1,0,0,1,0,1,0
15.3,24.6,0,1,0,1,1,0,3
39.2,43.4,1,0,0,1,1,0,0
32.9,1.6,0,1,0,1,0,0,3
18.8,16.0,0,1,1,1,1,0,3
14.3,12.3,1,0,0,1,1,0,0
20.2,9.7,1,1,0,1,1,0,3
18.6,30.1,0,0,0,1,1,0,0
14.0,43.5,1,0,0,0,1,0,0
29.4,54.0,1,1,1,1,0,0,3
26.2,63.2,1,1,1,1,0,1,3
26.8,52.8,0,0,0,0,0,0,0
25.7,31.0,1,1,1,1,1,0,3
12.0,4.9,1,1,1,1,1,1,3
35.3,59.4,0,0,0,0,0,1,0
26.8,61.5,0,1,1,0,0,0,3
20.1,21.0,0,0,1,1,1,1,0
22.6,35.8,1,1,1,0,1,1,3
34.0,2.7,0,0,1,0,1,1,0
35.8,24.0,1,1,1,0,0,1,3
26.7,60.4,0,1,0,0,1,0,3
31.3,68.1,0,0,0,0,0,1,0
31.4,44.2,1,0,0,1,1,1,0
21.5,21.7,0,0,1,0,0,0,0
