tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
58.4,33.3,0,0,1,0,2.0,1,3
65.6,22.5,0,1,1,0,0.0,0,2
45.1,26.8,1,0,1,0,0.0,0,2
58.6,33.1,0,0,0,1,1.0,0,3
55.6,30.9,0,0,0,0,0.0,0,3
68.6,19.5,1,0,1,1,1.0,0,2
6.0,21.8,1,1,0,1,1.0,1,1
10.7,28.8,0,0,0,0,2.0,0,2
36.6,21.1,0,1,1,0,1.0,1,1
54.4,22.7,1,0,0,1,2.0,1,2
21.7,22.7,1,1,0,1,0.0,0,0
54.6,21.6,0,0,1,1,1.0,0,2
6.1,29.8,0,0,0,1,1.0,1,2
21.8,22.9,0,1,1,0,1.0,0,0
56.4,32.5,0,1,1,1,2.0,0,3
39.3,34.9,1,0,1,0,1.0,0,3
34.7,24.5,1,0,1,1,1.0,1,1
37.6,33.1,0,0,0,0,1.0,1,3
30.0,26.5,1,0,0,1,1.0,1,1
9.2,29.2,0,0,0,1,1.0,0,2
19.6,34.1,1,0,0,1,1.0,0,2
35.6,27.9,1,1,0,0,1.0,0,1
54.9,34.8,0,1,1,0,0.0,1,3
14.5,22.0,0,0,1,1,1.0,0,1
7.2,34.7,1,1,1,0,2.0,1,3
59.5,21.0,0,0,0,0,1.0,1,2
34.8,33.5,0,0,1,1,2.0,0,2
37.6,29.8,1,0,0,0,1.0,0,2
71.3,33.7,1,0,0,0,1.0,1,3
8.4,30.9,1,1,1,0,2.0,1,2
35.5,23.1,0,1,0,1,1.0,0,1
25.5,20.8,1,0,0,1,1.0,0,0
61.4,34.9,1,1,1,1,1.0,1,3
12.8,30.5,1,1,1,0,2.0,0,2
68.8,32.6,0,0,0,0,1.0,1,3
67.6,28.3,1,0,0,0,1.0,0,2
27.3,18.2,1,0,0,0,1.0,0,0
8.2,33.1,0,1,1,1,2.0,1,3
59.9,29.9,0,1,0,1,0.0,0,3
14.8,32.9,0,0,0,0,1.0,0,2
60.6,23.1,0,0,0,1,1.0,0,2
68.0,25.5,1,1,0,0,0.0,0,2
36.7,32.7,0,1,0,1,1.0,1,2
9.5,32.7,1,1,1,0,1.0,0,2
41.9,31.4,1,0,1,1,1.0,1,2
31.1,24.7,1,0,1,0,1.0,1,0
40.0,31.5,1,0,0,1,1.0,0,2
38.2,26.1,1,0,1,0,0.0,1,1
52.3,19.4,1,1,0,1,1.0,1,2
18.3,24.3,1,1,1,0,1.0,1,0
61.7,29.5,1,1,1,1,1.0,1,2
20.3,30.0,0,0,1,0,1.0,1,1
68.6,26.8,1,0,1,1,2.0,0,2
38.5,33.0,0,1,0,1,2.0,1,3
44.2,27.0,0,0,0,1,2.0,1,2
22.9,31.7,1,1,0,0,1.0,0,2
37.0,33.6,1,0,1,1,1.0,0,3
67.9,21.2,1,1,0,1,1.0,1,2
14.1,20.5,0,0,0,1,1.0,1,1
37.7,32.6,1,1,1,1,1.0,0,2
46.2,25.9,0,0,0,0,1.0,1,2
32.9,19.8,1,1,0,0,1.0,1,1
11.0,18.2,1,0,1,0,1.0,1,1
33.3,29.2,0,0,0,1,1.0,0,2
54.8,30.2,0,1,1,0,2.0,1,3
41.0,18.5,1,0,1,0,0.0,1,1
68.6,33.1,0,0,1,0,2.0,1,3
71.9,30.8,1,0,1,1,1.0,0,3
32.1,29.7,0,1,1,0,2.0,0,2
55.9,32.4,1,1,0,0,1.0,0,3
60.8,34.1,0,0,0,1,0.0,0,3
64.4,34.4,0,1,1,0,1.0,1,3
9.0,31.4,0,1,0,1,2.0,0,2
36.9,21.6,0,1,0,0,1.0,0,1
11.0,33.8,0,0,0,1,1.0,1,3
36.6,24.4,0,1,0,1,1.0,1,1
62.7,25.7,0,0,1,0,0.0,1,2
33.3,19.1,1,0,0,0,2.0,1,1
52.8,29.9,1,0,0,0,1.0,0,3
5.3,19.8,0,1,1,1,2.0,1,1
3.3,33.9,1,0,1,1,0.0,0,3
17.2,23.5,0,1,1,1,0.0,1,0
25.4,26.6,1,0,0,0,1.0,0,0
56.2,31.6,0,1,0,0,2.0,1,3
32.3,25.1,1,1,0,1,1.0,1,1
48.5,18.2,1,1,1,0,1.0,1,2
10.2,22.5,1,0,1,1,0.0,0,1
33.7,25.1,0,1,0,0,1.0,0,1
5.3,31.3,1,1,0,0,0.0,1,2
24.9,29.0,1,1,1,0,0.0,0,1
2.4,29.5,1,1,0,0,1.0,1,2
4.9,18.3,1,0,1,1,1.0,0,1
19.0,34.2,0,1,1,0,2.0,1,2
54.0,19.5,1,1,0,1,1.0,0,2
32.1,25.8,0,1,1,1,1.0,0,1
63.5,19.9,0,1,1,0,1.0,1,2
8.3,21.9,1,0,0,0,2.0,0,1
53.2,22.4,0,0,1,1,2.0,0,2
30.7,18.1,1,0,0,1,1.0,1,0
32.2,29.0,1,1,0,1,1.0,1,1
36.1,27.2,0,0,1,1,2.0,1,1
32.5,26.5,0,1,1,1,1.0,1,1
59.3,25.6,1,1,1,1,0.0,1,2
23.2,32.4,1,1,1,1,1.0,0,2
22.2,23.2,0,0,1,0,0.0,1,0
54.6,21.1,0,0,0,0,2.0,1,2
41.8,32.2,0,1,0,1,1.0,0,3
47.5,32.2,0,1,0,0,2.0,0,3
10.3,30.8,0,1,0,0,1.0,1,2
29.0,20.1,1,1,1,1,1.0,1,0
64.4,19.0,1,0,1,1,2.0,0,2
45.6,27.4,0,0,1,1,1.0,1,2
32.9,21.3,1,0,1,0,1.0,0,1
62.4,29.6,0,1,1,0,2.0,1,2
45.3,31.8,0,0,1,0,1.0,0,3
69.4,20.5,0,1,1,0,2.0,1,2
37.4,25.7,1,1,0,0,1.0,0,1
10.9,27.7,0,0,0,1,0.0,1,1
31.8,25.5,1,1,1,0,1.0,0,1
45.5,33.9,0,0,0,0,0.0,1,3
71.0,34.0,0,1,1,0,1.0,0,3
22.5,32.3,1,1,1,1,1.0,1,2
25.5,19.1,1,1,0,1,1.0,0,0
54.5,34.2,1,0,0,1,2.0,0,3
45.5,31.0,1,1,0,0,2.0,0,3
44.0,29.7,0,0,0,1,1.0,1,2
24.1,24.8,1,0,0,1,0.0,0,0
15.6,34.9,0,1,0,1,1.0,1,3
7.3,19.6,0,1,0,0,1.0,0,1
32.1,33.6,1,0,0,1,1.0,1,2
16.1,33.9,1,0,1,0,1.0,1,2
56.4,27.9,1,0,1,0,1.0,0,2
17.1,29.7,1,1,1,1,0.0,0,1
16.7,22.3,0,0,1,1,1.0,1,0
47.1,19.4,0,0,0,1,1.0,0,2
46.5,23.2,0,0,1,0,0.0,1,2
5.8,32.1,0,1,1,1,2.0,1,3
60.0,23.7,1,1,0,0,0.0,0,2
13.0,30.4,0,1,0,1,1.0,1,2
12.2,18.1,0,1,1,0,0.0,1,1
26.1,32.8,0,0,0,0,1.0,1,2
13.3,31.3,1,0,0,0,1.0,1,2
47.0,27.8,1,1,0,0,0.0,1,2
19.4,27.2,1,0,0,0,1.0,0,1
2.0,32.3,1,0,1,1,1.0,1,3
53.3,19.7,0,0,1,0,1.0,1,2
60.4,24.6,0,0,1,0,1.0,0,2
58.6,34.1,0,1,0,0,2.0,0,3
4.7,23.6,0,1,1,1,2.0,0,1
22.1,33.6,1,0,1,1,1.0,1,2
69.9,23.7,1,0,1,1,1.0,0,2
51.9,31.6,0,0,1,0,1.0,1,3
61.8,33.6,0,1,1,1,2.0,0,3
23.7,19.0,0,0,1,0,0.0,0,0
3.9,25.2,0,1,1,0,2.0,0,1
3.6,19.0,1,0,0,1,1.0,1,1
62.6,22.6,0,1,0,0,2.0,1,2
42.9,33.7,1,0,1,1,1.0,0,3
59.7,29.9,1,1,1,0,2.0,1,3
57.5,27.6,0,0,0,0,1.0,1,2
40.3,26.8,1,0,0,0,1.0,1,1
52.3,28.8,1,0,1,1,0.0,1,2
65.5,32.6,0,0,1,1,1.0,0,3
63.3,32.2,0,1,1,1,2.0,0,3
4.3,34.3,1,1,1,0,2.0,0,3
48.9,20.9,1,1,0,1,2.0,0,2
70.9,19.4,1,1,0,0,0.0,1,2
52.0,31.3,0,0,1,1,1.0,0,3
57.8,34.7,0,1,0,1,2.0,1,3
11.0,19.2,0,0,1,1,1.0,0,1
62.5,23.9,0,0,1,1,1.0,1,2
20.6,22.6,1,1,1,1,2.0,0,0
29.6,20.7,1,0,0,0,1.0,1,0
45.7,22.2,1,1,0,0,1.0,0,1
19.1,19.6,1,1,0,0,1.0,0,0
42.5,31.1,0,1,0,0,1.0,0,2
69.5,34.2,0,1,0,1,0.0,1,3
38.9,19.0,1,0,0,1,2.0,1,1
29.7,30.8,0,1,1,0,0.0,1,2
66.6,28.2,1,0,0,0,1.0,1,2
51.1,25.0,0,1,1,1,0.0,0,2
52.1,23.8,0,0,1,0,0.0,1,2
19.5,29.8,0,0,1,0,1.0,1,1
33.1,19.0,1,0,0,0,1.0,0,1
14.9,19.1,0,0,1,1,1.0,0,1
34.0,30.2,1,1,0,0,0.0,1,2
5.0,30.3,1,0,0,1,1.0,1,2
28.3,20.8,0,0,1,0,0.0,1,0
37.7,24.6,1,1,0,0,2.0,1,1
6.1,31.4,1,1,1,0,2.0,1,2
19.8,18.8,1,0,0,0,2.0,0,0
36.6,25.2,0,1,1,0,1.0,0,1
8.2,26.6,0,1,1,1,0.0,1,1
47.5,29.5,0,0,1,1,0.0,1,2
9.0,28.7,1,1,1,1,2.0,0,2
51.9,20.0,1,1,1,0,2.0,0,2
3.0,26.7,0,1,0,1,0.0,0,2
18.2,32.6,0,1,0,0,2.0,1,2
24.4,30.2,1,1,0,1,1.0,0,1
7.7,22.8,1,0,1,1,0.0,0,1
12.0,22.1,1,0,0,1,0.0,0,1
26.1,28.9,0,0,1,1,0.0,1,1
33.1,25.0,1,1,1,0,1.0,1,1
39.4,20.9,1,0,0,1,1.0,0,1
65.4,18.1,0,0,1,1,0.0,0,2
40.9,33.1,1,0,0,0,1.0,1,3
47.8,32.4,1,0,0,0,2.0,0,3
55.4,32.9,1,1,0,0,0.0,1,3
46.2,26.7,1,1,0,0,1.0,1,2
60.1,21.2,1,0,0,1,0.0,0,2
52.0,26.4,1,0,0,1,1.0,0,2
64.5,25.2,1,1,1,0,0.0,1,2
55.0,29.2,1,1,1,1,1.0,1,2
2.4,34.8,0,1,1,1,1.0,1,3
14.7,21.5,0,1,1,1,0.0,0,1
60.8,30.4,0,0,0,0,0.0,0,3
61.8,25.8,1,0,0,1,1.0,0,2
35.9,31.2,1,0,0,1,2.0,1,2
18.6,20.7,0,1,1,1,2.0,1,0
14.4,25.5,0,0,1,1,1.0,1,1
66.8,23.7,1,1,1,1,0.0,0,2
47.4,25.5,1,1,1,1,2.0,0,2
57.6,33.6,1,1,1,0,1.0,1,3
51.3,27.3,0,0,1,1,1.0,1,2
8.9,27.3,1,1,1,0,1.0,1,2
12.0,19.2,0,0,1,0,1.0,0,1
62.1,26.3,0,1,1,1,1.0,1,2
44.8,29.5,1,1,0,0,2.0,0,2
8.0,23.3,1,1,1,1,1.0,1,1
43.7,34.1,1,1,1,0,1.0,1,3
12.4,31.9,1,1,0,0,1.0,0,2
69.9,34.7,1,0,0,1,2.0,0,3
48.0,24.0,0,1,1,1,1.0,0,2
25.0,26.9,1,1,1,0,1.0,0,0
23.9,28.6,0,0,1,1,1.0,0,1
64.6,25.0,1,1,0,0,1.0,0,2
50.1,21.9,1,1,1,0,1.0,0,2
44.1,23.3,1,0,1,1,2.0,1,1
31.1,29.0,1,1,0,0,2.0,1,1
41.3,20.8,1,0,0,0,1.0,1,1
67.4,22.1,1,1,1,0,1.0,0,2
64.6,30.0,0,1,0,0,1.0,0,3
15.7,20.0,0,1,0,1,2.0,0,0
32.9,19.1,1,0,0,0,1.0,1,1
35.6,25.7,0,0,0,0,0.0,1,1
51.5,27.4,1,0,1,1,0.0,1,2
3.8,23.2,0,1,0,0,0.0,1,1
21.5,21.2,0,0,0,1,1.0,1,0
25.2,30.6,1,1,0,1,0.0,0,1
6.8,32.3,1,1,0,1,1.0,1,3
44.3,34.3,1,1,1,0,0.0,1,3
27.0,24.9,0,0,0,1,1.0,0,0
70.7,19.6,0,0,0,1,0.0,1,2
36.1,30.6,1,0,1,1,0.0,0,2
32.6,34.6,1,1,0,1,0.0,0,3
50.3,22.8,0,0,1,1,2.0,0,2
64.0,22.6,1,0,0,0,1.0,0,2
39.8,20.7,1,1,1,0,1.0,1,1
32.7,18.6,0,0,0,0,2.0,0,1
59.5,32.5,0,1,1,0,0.0,0,3
32.2,28.3,0,0,1,0,2.0,1,1
33.6,18.5,1,1,0,0,2.0,0,1
27.6,21.1,0,1,1,0,1.0,0,0
55.9,19.8,1,1,1,1,2.0,0,2
6.7,20.9,1,1,0,0,2.0,0,1
6.0,20.2,1,1,1,0,2.0,0,1
22.4,23.9,1,0,1,1,2.0,0,0
3.8,29.8,1,1,1,1,0.0,0,2
14.2,22.5,0,0,1,0,1.0,0,1
29.4,24.4,1,1,0,1,2.0,1,0
9.8,20.1,1,1,0,0,0.0,1,1
58.7,19.5,0,1,0,1,1.0,0,2
71.9,24.6,0,0,0,0,2.0,0,2
14.1,25.9,1,1,0,0,1.0,1,1
48.4,30.4,1,0,1,0,1.0,0,3
55.9,21.0,0,1,1,1,1.0,0,2
39.3,23.9,0,1,0,1,1.0,1,1
58.3,27.7,0,1,1,1,1.0,0,2
38.0,30.4,1,0,0,0,0.0,0,2
42.8,30.9,1,0,1,0,1.0,1,2
10.3,32.2,1,1,0,0,2.0,1,2
46.5,33.1,1,1,1,0,2.0,0,3
11.5,27.4,0,0,1,1,1.0,1,1
30.0,19.0,0,0,1,0,1.0,0,0
3.1,27.3,1,0,0,1,1.0,0,2
33.3,19.4,0,1,1,1,1.0,0,1
37.8,29.1,1,1,0,0,0.0,0,2
45.5,21.7,0,0,1,1,0.0,0,1
62.3,25.6,1,0,1,1,0.0,1,2
44.1,27.7,1,0,1,0,1.0,1,2
41.5,33.2,1,1,0,1,0.0,1,3
34.3,18.4,0,0,1,1,1.0,1,1
34.2,22.4,1,0,0,0,2.0,0,1
63.0,20.0,1,0,0,0,1.0,1,2
10.5,30.1,0,1,1,1,1.0,1,2
26.1,26.8,0,0,1,0,2.0,0,0
37.8,24.2,1,0,1,1,1.0,1,1
45.0,20.8,0,1,1,0,1.0,0,1
35.4,31.6,1,1,1,0,1.0,1,2
52.0,30.2,1,1,1,1,0.0,0,3
71.2,20.1,1,1,0,0,2.0,0,2
61.6,26.0,1,0,1,0,1.0,0,2
63.2,31.5,1,1,0,1,2.0,0,3
6.0,19.2,1,0,0,1,1.0,1,1
25.6,29.0,1,0,0,0,2.0,0,1
55.7,28.8,0,1,1,0,1.0,0,2
44.9,25.9,1,0,1,0,1.0,0,2
14.5,27.2,0,1,1,1,0.0,0,1
2.8,34.5,1,0,0,1,1.0,1,3
28.0,33.5,1,0,1,0,1.0,1,2
40.9,24.0,0,1,0,0,2.0,0,1
10.7,25.0,1,0,0,1,0.0,1,1
50.3,18.7,1,0,1,1,0.0,0,2
35.5,23.4,0,1,0,1,0.0,1,1
65.2,22.2,0,1,1,0,1.0,0,2
5.8,34.7,0,0,1,0,1.0,1,3
52.6,32.2,1,0,0,1,1.0,1,3
47.3,23.3,0,0,1,0,0.0,1,2
19.8,23.5,1,0,1,1,0.0,1,0
12.8,29.3,0,0,0,1,2.0,0,2
63.5,26.3,0,1,0,0,1.0,1,2
27.8,34.4,0,1,0,1,0.0,0,2
3.9,18.3,0,1,0,1,1.0,0,1
65.8,30.5,0,0,0,0,0.0,1,3
26.7,28.3,1,1,1,0,1.0,1,1
26.0,28.1,1,1,0,0,0.0,0,1
23.1,32.4,1,1,1,1,2.0,0,2
58.2,32.0,1,1,1,0,1.0,1,3
43.0,21.6,0,1,0,1,0.0,0,1
66.5,31.9,1,0,0,0,0.0,0,3
67.4,25.7,0,0,1,1,1.0,0,2
63.3,21.8,0,1,0,0,1.0,1,2
26.8,34.6,1,1,1,1,1.0,1,2
56.5,26.9,0,0,0,1,0.0,1,2
67.2,28.1,0,1,0,0,0.0,0,2
28.0,34.1,0,1,1,1,0.0,1,2
12.4,29.8,0,1,0,1,2.0,1,2
36.8,23.1,1,0,0,1,2.0,0,1
69.2,21.4,0,1,0,1,2.0,0,2
68.4,33.5,0,1,1,1,0.0,1,3
46.3,24.4,1,0,1,1,0.0,0,1
35.6,27.1,0,0,1,0,1.0,1,1
24.8,26.8,0,0,1,1,1.0,0,0
17.5,26.0,1,1,1,1,1.0,1,1
56.2,29.3,0,1,0,1,1.0,0,2
32.3,23.5,1,0,0,0,2.0,0,0
13.5,20.2,0,1,0,1,0.0,1,1
50.1,19.9,0,0,0,1,1.0,0,2
67.9,29.8,1,0,0,1,2.0,0,3
26.4,33.9,0,1,0,1,0.0,1,2
50.5,20.4,1,0,1,0,1.0,1,2
18.4,20.0,0,0,1,0,1.0,1,0
5.7,22.6,1,0,1,0,2.0,1,1
37.4,24.4,0,1,0,0,1.0,0,1
51.3,31.9,0,0,0,1,1.0,0,3
3.6,30.3,1,1,0,0,1.0,0,2
69.4,25.1,0,1,0,1,1.0,1,2
53.0,26.7,1,0,1,1,2.0,0,2
40.0,34.2,0,1,1,0,2.0,1,3
69.3,28.3,0,0,1,1,1.0,1,2
30.3,24.2,0,0,0,0,1.0,0,0
31.1,26.8,0,0,0,1,0.0,1,1
13.0,32.8,1,0,0,0,1.0,0,2
46.3,21.2,0,1,1,1,0.0,1,1
42.0,25.5,0,1,1,0,2.0,1,1
25.9,25.7,1,1,1,0,0.0,1,0
22.8,19.8,0,0,0,1,1.0,1,0
55.2,32.7,1,0,0,0,2.0,1,3
17.7,26.5,0,0,1,1,1.0,1,1
17.5,21.7,1,0,1,1,1.0,1,0
18.9,26.5,0,0,0,0,1.0,0,1
50.5,19.3,1,0,0,1,2.0,1,2
30.4,21.8,1,1,1,1,0.0,1,0
58.5,18.6,0,0,1,0,2.0,1,2
59.0,19.0,1,0,1,1,2.0,1,2
63.9,26.2,1,0,1,1,2.0,0,2
8.5,31.5,0,1,0,1,0.0,1,2
37.6,22.6,1,0,0,1,2.0,0,1
37.4,30.4,1,0,1,1,0.0,0,2
10.9,22.8,1,0,1,0,2.0,0,1
17.2,30.6,1,0,0,0,1.0,1,2
32.7,32.0,1,1,1,0,0.0,0,2
49.9,18.9,1,1,0,1,0.0,1,2
58.5,31.1,0,0,1,1,2.0,1,3
20.3,31.7,0,1,0,1,0.0,0,2
27.4,33.2,0,0,1,0,1.0,0,2
56.6,21.3,1,1,0,1,1.0,1,2
64.8,32.4,0,0,1,1,0.0,0,3
58.7,22.0,1,0,1,1,1.0,1,2
66.2,28.0,0,1,1,1,1.0,1,2
49.6,20.7,0,0,1,1,1.0,0,2
43.2,30.4,1,1,0,0,0.0,1,2
45.8,22.4,0,0,1,0,2.0,0,1
65.3,20.7,1,1,1,1,1.0,1,2
29.5,26.0,0,1,1,0,1.0,0,1
9.7,21.1,1,0,1,0,0.0,1,1
35.5,18.3,1,0,1,1,1.0,1,1
72.0,26.7,0,0,0,0,2.0,0,2
54.3,31.1,0,0,0,0,1.0,0,3
46.2,29.7,1,1,1,0,2.0,1,2
39.6,22.7,1,1,1,1,1.0,0,1
13.9,22.5,0,1,0,0,0.0,1,1
17.1,28.7,0,1,0,1,2.0,1,1
18.9,31.1,1,1,0,1,1.0,0,2
39.3,32.9,0,0,1,1,0.0,1,3
37.9,23.7,0,1,1,0,1.0,1,1
22.9,24.3,0,1,0,1,1.0,1,0
40.9,21.1,1,1,0,1,2.0,0,1
36.7,33.3,0,0,0,1,2.0,1,3
66.7,26.9,0,1,0,1,2.0,1,2
55.0,26.6,1,0,1,1,0.0,0,2
11.4,28.2,0,0,1,0,1.0,0,2
71.2,30.3,0,1,0,0,2.0,1,3
39.2,31.0,0,0,0,1,1.0,0,2
68.3,32.6,1,0,0,1,2.0,0,3
67.5,19.6,1,0,1,1,0.0,0,2
69.7,34.2,1,0,1,0,1.0,0,3
39.4,20.1,1,1,1,1,2.0,0,1
56.8,23.8,0,1,1,1,0.0,1,2
63.8,22.0,1,1,0,0,1.0,0,2
61.9,23.2,1,0,1,0,2.0,0,2
52.5,20.2,0,0,0,0,1.0,0,2
65.1,18.3,1,1,1,1,1.0,1,2
43.0,28.1,0,1,1,0,0.0,0,2
35.4,22.0,1,0,1,0,1.0,0,1
26.4,19.0,0,1,1,1,1.0,1,0
26.2,29.4,0,0,1,1,0.0,0,1
12.4,19.8,0,0,1,0,0.0,1,1
56.0,32.8,0,1,1,0,2.0,1,3
50.1,33.8,0,0,0,1,2.0,1,3
6.6,26.6,0,0,1,0,0.0,0,2
48.0,18.9,1,1,0,0,0.0,1,2
48.8,29.4,1,0,0,0,0.0,0,2
11.7,33.8,0,1,1,0,0.0,0,3
57.5,18.2,1,1,0,0,1.0,0,2
53.2,25.3,1,1,0,0,0.0,1,2
25.4,19.6,0,0,1,0,2.0,0,0
29.2,18.6,0,1,0,0,1.0,1,0
44.9,34.4,0,1,1,1,2.0,1,3
37.6,29.6,1,1,1,0,1.0,1,2
25.1,18.4,0,1,1,1,1.0,0,0
50.1,20.1,0,0,1,0,1.0,1,2
59.0,21.6,1,0,1,0,0.0,1,2
13.7,25.4,1,1,1,0,2.0,1,1
62.2,22.1,0,1,0,1,1.0,0,2
57.3,23.8,0,1,0,0,2.0,1,2
15.7,23.8,1,1,0,0,1.0,0,0
10.1,32.9,1,1,1,0,1.0,0,2
19.7,27.3,1,0,0,1,2.0,0,1
65.9,22.9,1,0,1,1,1.0,0,2
9.2,25.3,1,1,1,1,1.0,0,1
58.6,28.4,1,0,0,1,1.0,1,2
56.9,18.1,1,0,0,0,2.0,0,2
46.9,25.4,0,1,0,0,1.0,1,2
10.3,19.3,0,0,1,0,1.0,0,1
49.7,25.6,0,1,1,0,0.0,1,2
16.9,29.9,1,0,1,0,1.0,0,2
41.2,34.9,1,0,1,1,2.0,0,3
65.5,33.3,1,1,0,1,2.0,0,3
9.1,24.6,1,1,1,1,1.0,0,1
54.9,18.0,0,1,0,1,2.0,1,2
71.0,32.1,1,0,0,0,2.0,1,3
42.2,22.3,1,1,0,0,0.0,0,1
61.1,28.3,1,0,0,1,1.0,0,2
25.6,23.0,1,0,1,1,1.0,0,0
16.3,26.6,0,0,0,0,1.0,1,1
35.9,22.2,0,1,1,1,1.0,0,1
57.9,32.6,0,1,1,1,0.0,0,3
47.6,33.6,0,1,0,0,1.0,0,3
45.7,34.8,0,0,1,1,1.0,1,3
16.7,27.9,0,1,0,0,1.0,0,1
54.8,19.7,0,1,1,1,0.0,0,2
33.2,22.0,0,1,1,1,1.0,0,1
36.2,24.7,0,1,0,1,1.0,1,1
46.0,30.4,1,0,1,1,1.0,0,3
31.8,20.3,1,0,1,0,1.0,0,0
17.2,25.0,1,1,1,0,1.0,1,0
56.0,23.4,0,0,1,1,1.0,0,2
31.9,34.3,0,0,1,0,2.0,0,2
49.1,29.0,0,0,0,0,0.0,1,2
68.3,23.0,1,1,1,0,1.0,1,2
51.9,22.5,1,0,0,0,1.0,1,2
34.5,34.2,1,1,1,1,0.0,1,3
43.5,29.0,0,1,0,0,0.0,0,2
24.1,28.4,0,0,0,1,1.0,1,1
45.7,20.0,0,1,0,1,1.0,0,1
30.4,22.3,0,0,1,1,1.0,0,0
46.0,19.3,0,0,1,1,2.0,1,1
43.7,21.6,0,0,1,0,0.0,1,1
36.1,18.7,0,1,1,0,1.0,0,1
69.8,34.9,0,1,0,1,1.0,1,3
60.6,18.8,1,0,1,1,0.0,1,2
25.8,24.5,1,0,1,0,0.0,1,0
17.8,25.1,1,0,0,0,1.0,0,0
66.9,27.7,0,0,0,1,1.0,0,2
12.3,19.3,1,1,1,0,0.0,1,1
21.1,24.5,0,0,1,1,1.0,0,0
71.6,27.3,1,1,1,1,2.0,0,2
35.2,22.9,0,1,0,1,1.0,0,1
65.3,34.3,1,0,0,0,0.0,0,3
42.5,27.6,0,1,1,0,2.0,1,2
42.7,22.4,1,1,0,0,1.0,1,1
10.7,24.4,0,0,1,1,2.0,0,1
4.0,35.0,1,0,0,0,1.0,0,3
17.2,31.2,0,1,0,0,2.0,1,2
49.7,22.2,0,1,0,0,2.0,1,2
68.9,30.6,0,0,0,1,2.0,1,3
62.3,26.5,1,1,0,0,0.0,1,2
13.6,21.6,1,0,1,1,1.0,0,1
38.3,19.8,1,0,1,0,2.0,0,1
55.9,25.5,0,0,1,1,2.0,0,2
34.3,32.9,0,0,1,0,2.0,1,2
15.9,19.5,0,0,1,0,1.0,1,0
41.4,21.3,1,0,0,0,0.0,0,1
69.5,24.0,0,1,0,1,2.0,1,2
26.9,23.9,1,0,0,0,1.0,1,0
46.1,34.0,0,1,0,0,0.0,1,3
46.6,20.7,1,1,1,1,2.0,0,2
27.7,22.7,1,1,1,1,1.0,0,0
45.3,32.6,1,1,0,1,2.0,0,3
60.1,30.2,0,0,0,0,1.0,1,3
22.7,22.1,0,1,1,0,2.0,1,0
35.7,19.2,1,1,1,0,0.0,1,1
9.4,23.1,1,1,1,1,0.0,0,1
51.5,22.7,1,1,1,1,2.0,0,2
21.6,26.1,0,1,1,1,2.0,0,0
41.3,34.6,1,0,1,0,2.0,0,3
32.2,26.9,0,0,0,1,1.0,0,1
53.9,32.2,0,0,0,1,2.0,1,3
21.6,20.8,0,1,1,1,1.0,0,0
67.7,25.7,0,1,0,1,0.0,1,2
51.1,20.8,0,0,0,0,2.0,1,2
48.6,27.1,1,0,1,0,0.0,0,2
32.5,28.5,1,0,1,1,0.0,0,1
9.3,18.6,0,0,1,0,0.0,1,1
14.2,32.5,1,1,0,1,0.0,1,2
21.4,26.7,1,0,1,0,2.0,0,0
6.3,31.5,1,0,0,0,1.0,0,2
47.0,22.7,0,1,1,1,1.0,1,2
4.9,19.0,0,1,0,1,2.0,0,1
33.2,20.1,0,1,0,0,0.0,1,1
60.5,21.0,0,1,1,0,2.0,0,2
11.2,32.3,0,0,0,0,1.0,1,2
64.5,19.8,1,0,1,1,2.0,1,2
29.9,25.8,0,1,0,0,1.0,1,1
47.6,25.1,0,1,0,1,1.0,1,2
44.5,33.8,0,1,0,0,1.0,0,3
28.9,24.3,0,0,1,0,1.0,0,0
32.5,19.7,0,1,0,1,2.0,1,1
13.3,31.4,0,1,0,1,1.0,0,2
70.5,21.1,1,0,0,0,1.0,0,2
19.5,22.4,0,0,1,1,1.0,1,0
30.3,29.3,0,0,1,1,1.0,0,1
11.1,20.0,1,0,0,0,1.0,1,1
7.2,20.7,1,0,1,1,0.0,0,1
3.6,31.6,0,1,1,1,1.0,0,3
30.9,24.3,0,0,1,0,0.0,0,0
4.3,18.9,1,1,0,1,1.0,1,1
35.5,34.1,0,0,1,0,1.0,0,3
48.8,33.5,0,0,0,0,1.0,1,3
20.6,29.5,1,0,1,1,1.0,1,1
7.1,27.8,0,1,0,0,0.0,1,2
41.7,19.0,0,0,0,0,0.0,1,1
54.3,23.6,1,1,1,0,1.0,1,2
41.3,21.3,1,1,0,0,0.0,0,1
5.1,19.6,0,0,0,1,1.0,1,1
60.2,29.8,0,1,1,0,1.0,0,3
29.7,34.7,1,0,0,1,2.0,1,2
7.0,23.0,1,0,1,0,1.0,0,1
58.7,23.4,0,0,0,1,0.0,1,2
64.3,27.9,0,0,0,0,0.0,1,2
48.6,20.6,1,0,1,1,1.0,0,2
70.4,30.4,0,0,1,1,0.0,0,3
33.2,27.8,1,1,1,1,1.0,1,1
66.8,34.5,1,0,0,0,1.0,1,3
16.3,29.7,0,1,0,0,1.0,0,2
47.5,26.4,1,1,0,0,2.0,1,2
26.2,18.3,0,0,0,1,0.0,0,0
2.4,29.9,0,1,1,0,1.0,0,2
