temperatura_mel,viscosidade_mel,atividade_agua,densidade_mel,peso_target,desvio_peso,precisao_balanca,velocidade_envase,pressao_vedacao,tempo_exposicao_ar,temperatura_ambiente,umidade_relativa,experiencia_operador,turno_trabalho,fadiga_operador,limpeza_equipamento,manutencao_recente,tipo_enchedora,calibracao_ok,tipo_embalagem,qualidade_rotulo,adesao_rotulo,teste_vedacao,risco
37.48,459026.0,0.526,1.411,245,-1.4,0.17,33.7,25.45,47.5,23.2,50.9,1.2,2,2,1,20.3,2,1,2,5.0,1,1,1
42.0,679950.6,0.59,1.42,995,-0.19,1.73,24.8,30.02,7.4,21.5,29.1,0.9,1,1,3,15.8,2,1,1,5.0,1,1,1
36.52,790099.7,0.558,1.386,245,-2.55,0.39,37.7,29.27,30.5,26.7,38.0,5.1,3,5,2,34.9,2,1,1,5.0,1,1,1
37.08,515316.9,0.559,1.397,995,-1.33,1.93,88.4,34.0,28.6,21.6,52.8,2.0,1,1,5,5.9,2,1,1,4.6,1,1,0
32.22,368151.8,0.579,1.405,245,-2.63,0.14,100.5,26.86,29.0,21.5,35.9,0.5,2,3,4,0.1,1,1,1,5.0,1,1,0
43.61,488681.4,0.603,1.416,495,-1.02,1.03,35.5,26.06,11.9,20.6,36.9,2.5,3,4,5,14.2,2,1,2,5.0,1,1,1
37.16,560602.1,0.615,1.39,245,-1.21,0.99,44.0,25.52,62.6,25.9,57.4,8.8,2,4,3,4.8,2,1,2,5.0,1,1,0
29.22,486181.0,0.604,1.429,995,1.82,1.93,70.0,28.42,6.8,20.1,27.9,6.8,1,3,3,36.4,2,0,2,5.0,1,1,1
37.12,490405.8,0.566,1.398,245,-0.34,1.11,34.4,26.93,11.2,19.5,37.8,0.3,1,1,3,10.7,3,1,1,5.0,1,1,0
38.77,506643.7,0.576,1.464,995,-1.68,0.6,70.4,21.23,25.4,20.7,55.1,3.9,3,3,4,5.6,2,1,2,5.0,1,1,0
38.03,271026.3,0.599,1.399,995,1.07,1.74,92.4,18.25,11.6,21.6,46.7,4.1,1,1,3,40.2,2,1,1,4.7,1,1,0
33.81,423124.4,0.572,1.4,245,0.07,1.55,68.1,23.23,45.2,26.0,63.5,0.7,3,5,3,2.4,3,1,2,4.2,1,1,1
38.31,381447.5,0.575,1.401,995,0.44,0.6,73.8,22.23,16.5,23.0,45.0,0.4,1,2,3,16.7,1,1,1,5.0,1,1,0
35.67,486665.5,0.597,1.412,245,0.77,1.07,82.8,24.56,11.6,11.9,55.8,0.5,3,4,3,1.6,1,1,2,4.5,1,1,0
34.14,562484.7,0.572,1.4,495,0.59,1.28,49.4,25.82,10.7,22.2,39.3,3.0,1,3,4,1.5,1,1,1,4.9,1,1,0
38.12,694228.9,0.605,1.405,995,2.01,0.69,49.2,30.62,29.0,21.1,66.9,1.1,2,2,2,1.3,1,1,2,2.8,0,1,1
37.71,346374.2,0.6,1.413,995,0.64,0.9,80.8,24.45,9.1,20.2,59.6,5.2,2,4,3,6.0,3,1,2,5.0,1,1,0
35.93,465239.5,0.604,1.431,995,1.23,1.87,113.8,22.87,41.8,16.8,61.7,0.0,1,1,3,2.0,1,1,1,4.8,1,1,0
40.22,402963.3,0.6,1.416,995,1.04,0.4,53.9,24.85,16.4,22.7,58.8,0.4,1,1,2,0.3,2,1,1,5.0,1,1,1
42.97,599061.0,0.613,1.435,495,1.67,0.78,30.8,26.48,13.2,21.4,58.1,0.7,1,2,2,11.6,2,1,2,5.0,1,1,2
34.66,583692.6,0.585,1.416,495,0.42,0.86,37.0,28.81,36.2,25.2,55.6,0.7,1,2,2,10.2,2,1,3,4.8,1,1,1
37.58,747401.9,0.591,1.389,245,1.45,0.85,46.5,33.01,7.8,26.1,68.6,3.5,1,1,4,14.9,2,1,2,3.4,0,1,0
40.57,927777.5,0.582,1.427,995,2.81,0.28,115.2,22.31,17.4,26.7,63.3,5.7,2,3,3,1.8,2,0,2,3.5,1,1,1
39.57,529331.4,0.604,1.411,995,-2.39,1.4,99.5,28.79,6.8,20.2,55.8,6.2,2,4,3,1.3,2,0,1,5.0,1,1,1
30.76,414486.2,0.61,1.424,495,1.04,0.38,51.6,22.61,12.6,22.9,60.8,2.2,3,4,1,3.8,2,1,3,5.0,1,1,1
34.14,399080.0,0.612,1.426,245,-4.83,0.58,70.5,26.98,5.5,21.6,70.3,2.2,1,2,4,14.4,2,1,1,3.0,0,1,1
35.55,380340.5,0.588,1.42,495,-0.09,1.26,63.3,24.89,23.2,20.7,65.9,1.0,1,3,3,8.6,2,1,1,3.4,1,1,0
33.97,429984.6,0.583,1.428,495,0.03,1.13,66.1,28.43,10.9,30.3,49.3,12.8,3,5,5,6.3,3,1,2,4.4,1,1,0
38.98,512505.0,0.602,1.431,245,-1.27,0.61,97.7,34.9,10.8,24.9,78.7,1.6,1,3,4,13.2,2,1,1,3.7,0,1,0
45.11,911772.3,0.566,1.415,995,-0.09,1.87,80.5,24.75,21.2,25.4,53.1,3.0,3,4,5,17.2,2,1,1,4.5,1,1,1
33.01,464510.4,0.589,1.403,995,-0.56,1.17,20.6,15.41,6.8,18.6,66.9,3.8,2,2,5,16.8,3,1,1,3.6,1,0,2
39.88,848395.1,0.598,1.428,495,1.13,0.24,70.1,24.79,22.4,24.2,68.6,7.2,3,3,3,0.2,2,1,2,3.2,0,1,0
33.66,567655.9,0.592,1.412,495,0.57,0.83,93.7,19.73,44.5,22.8,71.9,1.4,1,1,3,11.7,3,1,2,3.3,0,1,0
40.45,489187.6,0.511,1.402,495,-0.47,1.3,44.9,24.67,10.4,20.9,66.2,0.8,1,2,2,6.0,1,1,2,3.0,1,1,1
33.11,363243.8,0.566,1.457,245,0.42,1.47,53.6,26.78,5.4,17.6,53.5,8.6,2,2,4,13.2,2,1,2,4.6,1,1,0
37.26,310821.6,0.653,1.46,245,0.36,1.89,29.8,26.51,9.6,26.6,54.8,2.1,2,2,3,13.2,2,1,1,5.0,1,1,0
33.18,373445.4,0.604,1.405,495,1.77,1.48,41.0,26.35,13.4,25.7,47.4,1.2,3,4,4,5.8,2,1,1,5.0,1,1,0
37.84,500135.3,0.588,1.377,995,1.81,1.55,25.8,25.73,101.8,24.7,59.0,3.2,3,3,3,20.9,2,1,1,5.0,1,1,0
38.83,560685.4,0.625,1.441,995,0.12,0.47,48.5,41.38,29.6,24.6,58.8,4.6,1,1,5,0.8,2,1,2,5.0,1,0,2
35.5,606226.8,0.544,1.439,245,-0.41,1.14,114.9,16.47,103.8,25.3,45.9,1.4,1,1,3,6.7,2,0,2,5.0,1,0,2
29.93,445614.5,0.565,1.419,245,-4.67,1.07,35.7,30.81,6.8,25.3,47.3,2.7,1,1,4,25.8,1,1,2,5.0,1,1,1
40.1,425061.9,0.637,1.41,995,0.48,0.65,49.7,20.4,10.3,20.3,62.6,0.0,2,2,2,2.7,3,1,1,4.5,1,1,1
41.73,925934.8,0.574,1.409,245,-0.29,0.59,58.0,26.84,11.3,25.5,54.0,5.0,3,5,5,7.2,3,1,1,5.0,1,1,0
36.1,537037.8,0.583,1.409,995,2.48,1.63,109.9,17.44,19.7,22.2,47.3,2.1,1,1,2,10.4,1,1,1,5.0,1,0,2
36.65,824785.2,0.604,1.43,495,0.15,0.98,28.9,17.34,7.6,25.4,72.4,0.2,2,3,2,6.3,2,1,2,5.0,0,0,2
39.44,514653.9,0.584,1.419,245,1.52,0.89,64.1,22.98,20.1,19.2,58.7,1.3,1,1,3,1.1,2,0,1,5.0,1,1,0
36.84,745842.8,0.639,1.454,495,0.07,1.68,27.2,26.71,12.2,28.8,66.5,6.6,2,4,3,1.1,2,0,1,2.7,0,1,1
34.1,375685.0,0.566,1.418,245,-1.08,0.78,99.1,18.88,15.7,24.1,49.1,1.5,1,1,3,4.2,1,1,1,5.0,1,1,0
39.67,317753.3,0.599,1.433,245,1.59,1.82,30.4,26.98,24.2,23.5,52.5,0.2,1,2,3,4.0,2,1,2,4.3,1,1,0
32.49,670388.8,0.593,1.424,495,0.15,1.63,99.2,28.75,8.2,21.0,57.7,2.1,1,1,4,43.6,3,1,2,5.0,1,1,0
37.06,567064.9,0.607,1.431,495,-0.2,1.87,47.0,29.97,11.7,22.2,45.6,0.2,2,3,3,8.6,3,1,2,5.0,1,1,0
30.0,289271.1,0.601,1.392,245,-3.04,1.47,27.5,23.63,41.9,15.9,44.8,0.9,1,1,2,10.8,2,1,2,5.0,1,1,1
36.58,457619.8,0.572,1.403,495,-0.88,1.38,111.2,27.66,47.6,23.0,55.0,0.5,1,2,3,1.6,2,1,1,5.0,1,1,0
37.79,404397.7,0.588,1.421,995,-1.08,0.41,53.7,29.21,17.1,19.9,57.1,1.8,1,2,3,18.2,2,1,2,5.0,1,1,0
37.78,434448.2,0.644,1.439,995,-2.28,1.35,54.9,30.78,45.1,27.1,59.3,1.3,3,4,5,2.8,3,0,1,4.8,1,1,1
42.04,634593.6,0.632,1.405,495,-2.46,1.01,102.3,29.49,9.7,24.7,45.2,2.3,2,2,1,5.3,1,0,3,5.0,1,1,1
34.83,458794.4,0.604,1.415,995,-4.44,0.58,71.7,38.55,44.0,24.6,44.4,8.0,3,3,2,11.3,1,1,2,5.0,1,0,2
32.99,504467.2,0.584,1.429,995,0.04,1.23,66.0,25.63,11.8,26.9,41.0,4.2,2,2,3,15.7,3,1,2,3.7,1,1,0
43.95,450465.9,0.613,1.431,995,0.48,1.98,49.4,21.82,12.8,24.0,51.1,2.7,2,3,5,0.6,3,1,2,5.0,1,1,1
37.46,387368.7,0.572,1.406,245,0.6,1.63,89.3,25.19,5.1,19.0,51.8,7.3,1,1,4,3.1,3,1,2,5.0,1,1,0
33.71,803672.5,0.542,1.427,995,-0.53,1.38,109.1,22.39,10.3,24.5,50.5,5.0,2,3,2,12.6,1,1,2,5.0,1,1,0
32.94,440190.8,0.625,1.417,995,0.96,0.28,80.6,23.65,14.0,18.0,50.0,6.1,2,3,4,1.0,2,1,3,4.7,1,1,0
35.69,621808.2,0.611,1.39,495,1.45,0.73,47.0,10.75,15.8,24.6,44.7,0.9,1,1,4,14.1,2,1,1,5.0,1,0,2
34.58,1109318.2,0.585,1.475,995,-0.89,1.52,33.6,26.64,6.0,22.7,48.1,0.6,2,4,5,10.1,2,1,2,5.0,1,1,1
35.93,278411.5,0.619,1.411,245,1.98,1.0,101.9,18.3,12.0,21.5,45.0,2.8,2,4,1,10.3,2,1,2,4.7,1,1,1
38.22,516151.7,0.601,1.373,245,-0.82,0.44,22.9,22.71,41.0,23.9,62.7,3.3,1,3,5,22.5,1,1,1,4.8,1,1,0
39.4,437955.5,0.585,1.446,495,0.51,0.54,20.1,24.13,40.1,27.1,61.9,1.9,2,3,4,3.8,2,1,1,3.1,1,1,0
38.65,370552.1,0.634,1.431,245,0.76,0.68,118.3,30.77,9.8,22.2,41.1,0.2,3,4,4,10.7,2,1,1,5.0,1,1,0
40.13,388919.3,0.622,1.404,245,-0.69,1.71,102.8,31.69,24.1,17.7,48.5,10.7,2,4,3,12.1,2,1,1,4.7,1,1,0
33.28,422494.4,0.598,1.453,995,-2.4,1.53,22.1,26.11,9.3,24.0,60.8,0.2,3,4,4,9.2,1,1,3,5.0,1,1,1
31.73,542134.0,0.575,1.448,995,6.23,0.99,112.5,33.22,27.7,19.0,56.0,5.9,1,2,3,3.3,1,0,2,5.0,1,1,1
34.07,393604.0,0.664,1.435,245,1.13,0.34,61.8,24.02,11.3,13.6,53.6,2.2,1,1,3,2.0,2,0,2,5.0,1,1,1
32.59,445604.0,0.66,1.384,495,-2.11,1.04,104.9,24.69,7.2,23.2,40.6,0.1,3,3,5,12.6,2,1,1,5.0,1,1,1
31.83,504000.2,0.568,1.391,495,1.84,0.42,22.8,21.87,19.9,23.5,45.1,7.1,3,4,3,7.8,1,0,2,5.0,1,1,1
38.6,408260.5,0.576,1.374,995,0.12,1.0,100.0,32.2,11.1,24.3,49.7,2.4,1,1,3,3.1,3,1,1,5.0,1,1,0
32.8,633493.9,0.597,1.405,245,0.03,1.05,107.3,24.13,6.3,26.5,66.6,3.3,3,5,1,6.4,3,1,1,3.5,1,1,2
36.8,505717.8,0.584,1.417,995,-0.43,1.21,119.7,33.13,21.5,22.1,50.5,3.2,3,4,3,17.2,3,1,2,5.0,1,1,0
40.37,377375.5,0.581,1.432,495,0.32,0.11,24.7,22.91,5.1,19.9,73.2,1.1,3,3,3,28.2,2,1,2,4.2,0,1,1
42.52,424490.0,0.553,1.424,245,-2.74,1.27,55.4,23.74,7.4,22.7,47.8,1.5,2,4,3,17.7,2,1,2,5.0,1,1,1
36.98,455491.4,0.557,1.418,995,-0.26,0.7,82.3,32.88,20.9,21.3,59.6,4.1,2,2,4,4.8,2,1,1,4.3,1,1,0
32.05,331941.3,0.607,1.42,995,-1.53,0.2,44.3,27.04,13.5,25.8,52.3,1.1,2,2,3,16.6,2,1,3,5.0,1,1,0
33.01,298117.9,0.657,1.392,495,0.13,0.86,84.5,26.88,12.5,23.8,67.8,0.1,1,2,4,30.0,2,0,1,3.2,1,1,2
40.89,578753.9,0.664,1.412,995,-1.42,0.49,49.3,31.25,33.2,20.7,40.3,6.6,3,4,5,10.8,3,1,1,4.6,1,1,1
38.07,449706.2,0.605,1.428,495,-0.71,0.59,81.4,21.5,48.5,18.3,62.3,6.4,1,1,3,1.6,2,1,1,4.4,1,1,2
27.54,874192.7,0.606,1.455,495,-0.83,1.4,40.8,29.38,10.9,22.8,60.9,4.0,2,2,3,0.9,3,1,1,5.0,1,1,1
37.57,735885.0,0.613,1.441,245,0.07,1.52,66.3,15.35,18.8,21.1,61.5,0.2,2,2,4,12.7,3,1,2,5.0,1,0,2
36.59,573933.6,0.574,1.402,245,1.67,1.16,106.1,26.08,13.8,23.6,61.9,0.1,2,4,3,3.6,2,1,1,5.0,1,1,1
33.39,1104241.1,0.607,1.398,995,0.23,0.88,115.3,25.94,35.1,20.5,50.1,1.7,2,3,4,13.9,3,1,1,4.8,1,1,0
40.23,468432.8,0.593,1.416,495,-0.1,0.92,112.9,33.81,33.0,26.7,45.3,7.1,3,5,5,1.4,3,1,1,3.3,1,1,0
42.6,1050915.1,0.584,1.411,495,-0.3,1.58,82.6,26.58,12.9,24.8,50.8,3.6,2,3,2,6.4,3,1,1,5.0,1,1,2
38.03,586501.3,0.565,1.422,245,0.45,1.12,95.2,23.07,12.4,20.3,62.8,6.2,1,1,3,3.4,3,1,3,5.0,1,1,0
40.97,562681.7,0.556,1.418,245,2.45,0.52,56.8,26.85,11.8,22.8,60.5,4.2,3,3,4,22.5,2,1,3,5.0,1,1,0
41.66,475446.8,0.621,1.369,495,2.49,0.99,24.8,24.27,18.3,26.0,63.2,0.3,3,3,3,2.0,2,0,2,3.6,1,1,1
34.61,378715.3,0.618,1.414,245,-0.65,0.67,65.6,33.3,6.1,21.1,62.4,3.9,1,3,2,21.4,2,1,3,5.0,1,1,1
36.31,457809.7,0.561,1.419,995,-1.28,1.12,86.2,25.72,10.1,20.0,46.1,0.0,1,2,3,7.1,2,1,2,4.7,1,1,0
34.0,256930.4,0.614,1.393,495,0.65,1.26,56.4,28.0,8.5,22.8,70.4,0.8,1,1,4,2.6,2,1,1,3.5,0,1,0
36.87,691615.6,0.663,1.396,245,0.64,0.45,95.1,31.33,5.7,20.1,71.3,0.8,3,4,4,4.4,2,1,2,3.4,0,1,1
31.51,448417.7,0.631,1.398,995,0.68,1.44,92.2,25.02,6.3,20.2,67.9,4.6,1,2,2,1.9,3,1,1,3.8,1,1,1
37.85,455055.1,0.585,1.441,495,-0.89,1.32,95.8,28.19,38.1,28.1,45.5,1.7,2,2,5,1.4,2,1,2,5.0,1,1,0
37.33,699991.3,0.587,1.409,995,0.07,1.94,77.5,16.55,38.1,21.9,76.5,5.8,2,4,3,1.4,2,1,2,2.0,0,0,2
37.07,402322.2,0.627,1.45,995,1.44,1.65,80.6,24.28,6.7,24.2,46.3,10.5,1,2,4,4.6,1,0,2,5.0,1,1,0
38.9,455477.3,0.586,1.378,495,-1.05,0.84,80.0,23.95,15.8,22.0,56.4,1.0,3,3,5,1.0,2,1,1,4.5,1,1,1
38.38,437974.4,0.577,1.467,995,0.34,1.35,80.9,21.3,13.0,15.5,50.4,0.0,2,2,5,19.6,3,0,1,5.0,1,1,0
31.01,611165.9,0.621,1.447,245,0.82,0.9,77.7,22.67,35.9,22.0,64.6,0.7,3,4,2,23.5,2,1,1,5.0,1,1,2
36.23,352030.1,0.565,1.44,245,-3.41,1.87,42.3,21.4,6.3,25.1,71.2,2.4,3,4,4,6.6,1,1,2,3.9,0,1,0
44.36,643537.2,0.587,1.39,245,0.62,1.51,64.8,19.13,46.6,22.1,71.9,2.5,2,3,5,4.4,3,1,1,5.0,0,1,1
42.09,481632.3,0.636,1.408,995,0.72,1.43,45.7,31.38,7.2,30.4,38.1,0.2,3,4,5,11.3,3,1,2,4.7,1,1,1
39.2,440967.1,0.607,1.426,245,0.42,1.44,24.2,24.4,40.6,14.2,43.6,2.5,1,1,4,0.2,3,1,1,5.0,1,1,0
34.65,512542.1,0.617,1.42,995,-0.11,1.19,89.6,26.02,11.9,24.2,40.9,0.5,1,1,4,16.2,3,1,1,4.1,1,1,0
40.85,628734.8,0.604,1.373,245,0.62,0.8,24.6,23.83,10.4,15.7,63.2,1.0,1,2,5,4.0,2,1,2,4.6,1,1,0
43.08,291791.1,0.663,1.423,495,0.11,0.18,53.2,15.23,23.1,22.1,60.5,13.6,1,2,4,4.5,3,1,1,5.0,1,0,2
29.64,535561.1,0.638,1.443,995,-0.1,1.18,107.7,22.72,44.5,27.9,56.8,1.7,2,2,3,10.1,2,0,2,3.6,1,1,1
28.34,394261.2,0.629,1.439,995,-1.75,0.41,51.0,26.49,69.0,24.9,61.8,0.1,2,3,3,19.8,2,1,1,4.6,1,1,1
32.37,285065.9,0.585,1.433,245,0.42,1.38,45.2,19.88,10.9,24.5,61.4,1.2,2,2,3,6.7,3,0,2,5.0,1,1,1
37.38,504150.4,0.621,1.421,495,0.1,0.16,92.4,33.82,74.4,25.6,57.7,1.0,2,3,2,2.3,2,1,1,4.7,1,1,1
35.05,652293.3,0.621,1.415,245,2.26,1.54,110.2,17.18,42.1,20.9,62.2,0.1,1,1,4,10.8,2,0,2,4.8,1,0,2
30.76,298233.7,0.54,1.412,245,-0.53,1.84,61.3,33.56,47.9,21.1,50.7,4.8,2,2,4,2.1,3,1,2,4.2,1,1,0
29.93,449085.2,0.614,1.408,495,-3.88,1.57,67.4,23.47,11.5,25.9,51.1,2.4,2,4,5,4.0,1,1,1,5.0,1,1,1
35.97,371172.0,0.568,1.393,495,1.64,1.8,87.4,21.58,6.4,21.6,45.2,0.4,1,1,4,17.0,3,1,1,5.0,1,1,0
36.11,534871.1,0.595,1.424,245,1.05,0.7,75.4,33.23,24.7,19.7,53.8,3.3,1,1,2,8.0,2,0,1,5.0,1,1,2
34.0,447947.3,0.596,1.418,495,-0.15,1.36,33.1,31.23,34.6,24.9,45.1,4.4,1,2,3,11.7,3,1,1,5.0,1,1,0
32.14,472564.6,0.646,1.426,245,0.03,1.47,100.1,30.95,15.2,22.5,45.1,5.5,2,3,2,33.3,3,1,2,4.9,1,1,1
36.76,509301.1,0.575,1.403,995,-0.62,1.2,26.5,19.62,9.8,22.4,56.9,3.7,3,4,3,4.8,2,0,2,4.9,1,1,0
40.46,300063.1,0.61,1.414,245,-2.33,1.98,64.5,29.69,20.1,24.1,48.9,0.9,2,4,5,5.5,2,1,1,5.0,1,1,1
41.1,655401.3,0.58,1.403,995,0.39,1.2,79.5,19.91,26.6,20.3,51.4,3.6,1,1,4,11.5,2,1,1,4.2,1,1,0
35.79,530039.6,0.603,1.422,245,-1.47,1.81,29.9,20.97,6.9,25.5,75.7,3.7,2,3,3,17.5,3,1,1,4.7,0,1,0
33.42,466449.0,0.553,1.393,495,0.29,0.71,59.2,26.58,22.2,22.5,63.0,5.7,2,4,2,17.3,2,1,1,4.3,1,1,1
33.13,520124.4,0.553,1.404,995,2.95,1.38,45.0,25.53,17.8,23.2,56.6,3.5,3,5,2,4.3,1,1,1,4.9,1,1,1
33.05,672906.6,0.601,1.399,495,-0.24,1.03,70.3,24.04,12.6,24.8,50.8,4.9,3,5,3,12.3,3,1,2,4.4,1,1,0
31.21,345863.5,0.614,1.384,995,0.22,0.77,42.4,23.16,11.5,25.0,75.7,4.1,1,1,2,0.8,3,1,1,3.7,0,1,1
41.3,472864.2,0.637,1.418,995,2.4,0.74,69.0,19.37,11.2,19.2,65.3,0.6,3,5,4,12.9,2,1,1,2.3,0,1,1
37.4,591199.1,0.599,1.376,245,-0.05,1.51,71.0,24.42,9.2,25.6,51.1,2.2,2,4,3,6.5,2,1,2,4.7,1,1,0
35.14,534410.4,0.595,1.407,245,-2.36,1.44,109.1,27.82,7.1,23.5,57.3,4.8,1,1,5,3.7,1,1,2,5.0,1,1,0
38.84,728507.3,0.56,1.461,245,-3.53,1.21,48.2,16.55,6.2,24.3,47.1,0.1,3,4,4,18.1,2,0,2,5.0,1,0,2
37.05,481573.0,0.592,1.455,245,0.44,0.58,58.1,28.21,26.5,23.0,48.7,0.6,2,4,3,7.7,2,1,3,4.9,1,1,0
36.72,468214.7,0.607,1.417,495,-4.36,0.43,31.6,16.07,18.0,21.0,52.8,6.5,1,2,3,16.8,1,0,2,4.9,1,0,2
33.37,417408.8,0.575,1.414,245,-0.06,1.15,66.8,25.18,21.2,23.9,44.1,2.7,1,1,2,0.2,3,1,2,4.2,1,1,1
40.38,334246.5,0.602,1.393,245,0.4,1.55,26.0,21.68,5.3,23.7,67.8,0.9,1,1,3,12.0,3,1,2,4.1,1,1,0
40.07,297384.7,0.624,1.446,995,-0.64,1.88,106.8,21.92,48.3,22.3,47.0,5.1,3,4,3,10.9,2,1,2,5.0,1,1,0
42.73,501720.6,0.589,1.393,495,1.57,0.28,93.2,30.05,25.2,19.5,61.9,1.6,3,4,4,8.9,2,1,2,5.0,1,1,1
35.01,396517.7,0.629,1.433,495,-0.98,1.2,72.7,27.5,23.2,20.6,51.0,2.5,3,3,3,14.8,3,1,1,5.0,1,1,0
40.3,517893.0,0.615,1.404,995,-2.39,1.77,39.9,21.0,28.2,24.5,62.0,6.1,2,4,3,1.0,1,1,1,5.0,1,1,0
26.76,445850.7,0.603,1.411,995,0.87,1.91,110.2,22.86,17.5,27.0,48.3,3.0,3,5,3,8.8,2,1,2,4.6,1,1,1
41.24,661032.9,0.556,1.363,245,-1.02,0.33,90.0,22.88,5.1,19.9,54.2,5.7,3,5,3,10.3,2,1,1,4.6,1,1,0
36.63,457069.9,0.552,1.47,495,-0.7,1.41,86.3,20.42,12.7,23.2,46.1,0.3,2,4,4,21.5,3,1,1,5.0,1,1,0
37.35,411301.8,0.624,1.397,245,-1.43,0.29,93.7,22.32,14.0,25.6,50.8,2.7,2,3,4,11.6,2,1,1,5.0,1,1,0
43.22,381954.1,0.582,1.433,995,-1.25,0.43,29.8,20.8,7.6,21.8,50.5,0.3,2,2,1,1.7,2,0,2,5.0,1,1,2
37.91,754043.8,0.656,1.39,245,1.19,1.76,57.3,19.37,32.6,17.1,41.3,0.1,2,4,4,1.6,2,0,2,4.3,1,1,2
29.27,407225.9,0.648,1.433,495,0.39,0.87,23.1,21.21,16.7,23.3,58.2,3.8,1,1,2,23.5,3,1,2,5.0,1,1,2
38.75,446279.2,0.575,1.402,245,1.82,1.38,100.7,19.94,10.3,29.3,56.3,0.1,1,2,3,31.6,2,0,3,4.6,1,1,1
36.4,389968.5,0.62,1.426,495,-1.72,1.61,22.4,32.39,80.3,25.1,44.0,0.3,2,3,5,13.0,2,1,1,5.0,1,1,0
31.42,548125.8,0.589,1.409,245,0.06,0.86,76.2,24.73,20.2,18.5,50.1,1.9,3,5,4,5.8,1,1,1,5.0,1,1,0
45.57,581986.6,0.584,1.383,245,-0.31,1.3,97.3,30.82,34.7,20.5,42.1,6.9,1,1,2,0.3,3,0,1,4.4,1,1,2
40.09,427513.5,0.614,1.414,495,0.48,0.55,54.5,26.56,26.0,26.6,52.3,6.3,1,2,2,4.1,3,1,1,3.7,1,1,1
38.47,318165.2,0.631,1.424,495,-0.25,0.54,23.6,27.32,6.6,26.7,42.8,4.5,1,1,2,31.6,3,1,2,5.0,1,1,1
34.65,592879.5,0.607,1.374,495,0.23,0.87,114.7,30.83,9.2,24.4,67.4,1.4,1,1,3,1.1,3,0,1,3.4,1,1,1
38.63,538374.4,0.526,1.42,245,1.07,1.09,80.4,31.35,43.6,22.3,66.0,0.2,3,3,3,0.5,3,1,2,3.4,1,1,0
40.23,485761.4,0.6,1.425,245,2.2,0.6,82.1,29.65,16.1,22.9,66.4,0.4,1,2,4,4.0,1,1,1,3.8,1,1,0
30.9,297604.6,0.593,1.407,245,1.46,0.43,52.3,33.03,16.3,27.3,46.7,6.4,2,2,4,0.1,2,1,2,4.8,1,1,0
39.94,284852.6,0.599,1.417,995,-1.05,0.93,94.0,28.38,13.9,24.8,66.6,2.5,1,2,5,0.4,3,0,2,3.6,1,1,1
37.59,607191.8,0.574,1.424,245,-1.07,0.74,58.0,23.86,19.7,25.8,52.9,12.0,2,3,3,30.9,3,1,1,5.0,1,1,0
35.91,284211.1,0.576,1.379,495,-1.01,0.12,59.9,13.91,14.3,22.6,52.2,2.6,2,3,1,1.1,2,0,1,5.0,1,0,2
33.26,810852.9,0.576,1.435,495,-0.34,1.74,26.7,20.82,5.1,24.0,53.6,2.4,3,4,3,6.6,3,1,1,5.0,1,1,0
30.71,431612.6,0.583,1.41,495,0.49,0.9,96.5,23.14,51.3,19.4,57.5,8.2,3,5,4,9.8,2,0,2,4.9,1,1,1
35.4,445458.8,0.599,1.417,245,0.11,1.13,116.1,26.75,7.1,21.3,68.0,4.0,1,1,4,7.6,2,1,1,2.8,0,1,0
38.26,334041.4,0.578,1.422,495,-4.96,0.85,60.1,27.35,8.0,26.0,66.1,2.4,2,4,4,3.1,1,1,1,4.2,1,1,0
37.23,452262.9,0.599,1.394,495,-2.17,1.96,50.4,21.95,15.7,21.8,58.6,0.5,2,4,1,5.4,2,1,2,4.5,1,1,1
42.59,541658.2,0.54,1.432,995,1.88,1.94,112.7,26.94,28.9,26.6,61.2,1.7,2,2,3,14.1,1,1,1,4.8,1,1,1
40.37,326360.1,0.541,1.414,995,-0.54,0.84,58.4,24.85,5.4,22.0,57.7,5.5,2,2,4,12.0,3,0,2,5.0,1,1,1
40.68,317164.2,0.601,1.442,495,-0.9,1.37,90.5,19.53,46.5,22.5,39.7,0.9,1,1,3,3.2,3,1,1,5.0,1,1,0
38.13,654035.4,0.597,1.423,995,-0.18,1.96,52.4,21.32,51.4,19.6,62.4,1.6,1,1,4,18.9,3,0,2,4.1,1,1,1
43.06,749335.8,0.579,1.382,995,-0.24,0.14,93.4,15.43,13.1,20.0,55.7,14.4,1,2,4,15.4,3,1,2,4.3,1,0,2
29.95,597918.2,0.633,1.409,495,0.44,0.35,86.0,23.29,10.6,32.1,42.5,1.4,1,1,2,1.7,3,0,1,4.1,1,1,2
37.79,407155.5,0.611,1.454,245,-0.09,0.84,29.0,17.07,19.7,17.6,54.6,1.9,3,5,4,6.3,2,1,1,4.9,1,0,2
33.2,597971.2,0.604,1.404,245,1.28,0.29,93.8,31.5,17.9,23.3,58.8,3.1,2,3,3,1.0,1,0,1,5.0,1,1,1
36.13,432196.2,0.62,1.378,495,0.51,0.64,91.5,23.38,17.6,25.3,44.0,0.3,1,2,4,0.7,2,0,1,4.2,1,1,0
37.14,596326.7,0.611,1.441,245,-1.94,0.3,106.2,24.71,8.7,19.3,66.9,1.4,3,4,4,1.6,3,1,1,5.0,1,1,0
40.9,469880.1,0.579,1.388,995,1.11,0.51,91.6,28.25,8.9,23.1,57.7,3.6,1,1,2,4.9,3,1,2,5.0,1,1,1
