temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
19.8,70.4,1,1,1,1,0,0,0
14.8,64.6,1,0,1,0,0,1,0
31.0,58.5,1,0,0,0,0,0,2
32.8,1.7,1,1,1,1,1,0,0
17.8,24.9,1,1,0,1,0,0,2
33.2,14.5,0,0,0,0,1,0,3
14.3,9.9,0,1,0,0,0,0,3
30.6,10.5,0,0,1,0,1,1,2
26.7,50.3,0,1,0,0,1,0,3
38.9,15.6,0,0,0,1,1,1,3
11.6,28.0,0,0,0,1,1,0,3
37.6,43.4,0,1,0,1,0,0,3
32.1,51.8,1,0,0,0,0,1,2
12.6,65.1,1,0,1,0,1,1,0
21.8,35.6,1,1,0,0,1,0,2
32.6,48.4,1,1,1,1,1,1,0
25.9,49.7,0,0,1,0,0,0,2
37.9,34.5,1,0,1,1,0,0,0
16.6,52.6,1,1,1,0,0,1,0
38.4,55.5,0,1,0,0,1,1,3
17.8,5.3,0,1,0,0,1,1,3
34.2,61.3,1,1,0,0,1,1,2
16.8,23.9,1,1,1,1,0,0,0
37.9,15.7,0,1,1,0,0,1,2
10.5,48.3,0,1,1,0,1,1,2
30.3,36.7,0,1,0,1,1,1,3
21.2,64.5,1,1,1,0,0,1,0
18.1,30.5,1,1,1,0,0,1,0
18.3,17.7,1,0,0,1,0,1,2
13.8,14.2,1,0,0,0,1,1,2
27.2,10.5,0,0,0,1,1,1,3
29.8,64.4,0,0,0,0,1,1,3
34.5,1.5,0,1,1,1,0,0,2
10.8,70.4,1,0,0,0,0,0,2
23.9,14.6,1,1,0,0,0,0,2
21.9,28.4,0,0,0,1,0,0,3
24.8,41.3,0,1,1,1,0,0,2
11.7,44.9,0,0,0,0,0,1,3
15.5,62.4,0,1,0,1,0,0,3
33.8,61.6,1,0,0,0,0,0,2
39.1,23.7,0,0,1,0,0,1,2
19.2,34.3,0,0,0,0,0,1,3
23.7,34.7,0,0,0,0,1,0,3
21.9,53.8,1,1,1,0,1,1,0
32.0,28.7,0,1,0,1,0,1,3
11.0,27.1,0,1,0,1,0,1,3
30.3,46.1,1,0,0,1,0,0,2
22.0,63.3,1,1,1,0,1,0,0
33.9,43.0,1,1,1,1,1,1,0
25.3,3.1,1,0,1,0,0,1,0
27.0,27.1,0,1,1,0,1,0,2
22.0,69.6,1,0,1,1,0,1,0
27.8,28.4,1,1,0,0,0,0,2
32.8,71.9,0,0,1,1,0,1,2
15.5,63.3,0,1,1,0,0,1,2
12.8,35.6,1,1,1,1,1,0,0
12.5,23.6,1,0,0,0,1,1,2
19.8,71.5,1,0,1,1,1,0,0
20.9,26.2,0,1,0,1,0,1,3
22.0,9.5,0,0,1,1,1,0,2
23.9,6.3,0,0,0,0,0,0,3
34.4,14.9,1,0,1,0,1,0,0
24.2,71.1,1,1,1,1,1,0,0
25.3,4.6,1,1,1,1,0,0,0
28.5,33.0,0,1,0,0,0,1,3
31.9,66.0,1,0,0,1,0,1,2
28.3,60.6,1,0,0,0,0,1,2
21.9,21.8,1,1,1,1,0,0,0
15.6,27.3,0,1,0,1,1,1,3
18.1,44.6,0,0,0,0,1,0,3
13.1,10.8,1,1,1,0,1,1,0
16.9,36.2,0,0,1,1,0,1,2
29.7,56.4,0,0,0,0,1,1,3
39.6,15.1,0,0,1,1,1,0,2
22.1,54.5,1,0,1,0,0,1,0
16.8,43.6,0,0,1,0,1,1,2
20.4,18.0,1,0,1,0,1,1,0
33.5,56.5,1,1,1,0,0,1,0
28.5,50.6,0,0,0,0,0,1,3
37.8,49.6,0,1,0,1,1,0,3
35.0,58.6,1,1,1,1,1,0,0
22.6,53.0,1,1,0,0,1,0,2
35.1,48.9,1,1,0,1,0,0,2
10.1,49.1,0,0,1,1,0,1,2
14.1,7.0,0,1,1,0,0,0,2
38.3,55.0,0,0,0,0,1,0,3
36.8,40.6,1,0,0,0,0,1,2
29.7,52.2,1,0,1,0,1,0,0
22.6,39.4,0,1,0,0,0,1,3
23.4,63.4,0,1,0,1,1,0,3
16.2,47.5,0,0,1,1,1,0,2
17.8,71.3,0,0,1,0,0,0,2
20.0,25.7,0,0,0,1,1,0,3
23.4,37.5,0,1,0,0,0,1,3
26.3,1.0,0,0,1,0,0,1,2
25.3,28.5,0,0,0,0,0,0,3
22.9,65.6,1,1,1,1,0,1,0
38.0,60.9,1,1,1,0,1,1,0
28.3,8.7,0,0,1,1,1,0,2
16.6,45.8,0,0,0,0,1,1,3
35.3,25.7,1,0,0,0,0,1,2
31.9,52.3,1,0,1,0,1,1,0
28.8,39.2,0,0,1,1,0,0,2
14.4,48.0,1,1,1,1,0,0,0
34.2,43.9,1,0,0,0,1,1,2
36.8,63.5,0,1,0,0,0,1,3
35.9,57.3,1,1,0,1,0,1,2
17.0,57.8,1,1,0,1,1,0,2
20.5,5.5,0,1,0,0,0,0,3
23.2,66.3,1,1,0,1,0,0,2
39.3,18.3,1,1,1,1,0,0,0
14.0,8.9,0,1,1,0,1,0,2
16.3,49.0,0,0,0,0,1,1,3
25.3,16.8,0,1,1,1,1,0,2
14.2,16.0,0,0,0,0,1,1,3
27.0,69.8,1,1,0,0,0,1,2
21.1,70.3,1,1,0,0,1,1,2
31.6,63.2,1,1,0,1,1,1,2
31.8,10.3,0,1,1,0,1,0,2
25.4,30.7,0,0,1,1,1,1,2
14.7,71.3,1,1,0,0,1,0,2
26.1,56.5,0,0,0,0,0,1,3
14.1,50.0,1,1,0,1,0,0,2
23.5,26.5,0,0,1,1,0,0,2
38.4,1.7,0,1,1,1,0,0,2
22.6,60.1,1,0,1,0,1,1,0
12.0,61.3,0,0,1,1,0,1,2
33.5,50.2,0,0,1,0,1,1,2
21.6,39.1,1,1,0,1,0,1,2
22.4,68.0,1,0,0,1,0,0,2
16.5,43.1,0,1,1,0,0,1,2
14.8,70.7,1,0,0,1,1,1,2
20.5,9.7,0,1,0,1,1,0,3
32.7,65.4,0,1,0,1,1,1,3
14.5,58.5,1,1,1,0,0,0,0
24.1,29.4,0,0,1,0,0,0,2
38.7,50.9,0,1,0,1,1,1,3
39.4,69.0,0,0,0,0,0,0,3
27.6,63.5,0,1,0,1,0,0,3
13.9,27.6,1,0,0,0,1,1,2
19.1,38.2,0,0,0,0,1,0,3
28.5,10.3,1,0,0,1,1,1,2
20.3,6.0,1,1,1,0,0,1,0
19.0,51.4,1,0,1,0,0,1,0
11.1,20.3,1,1,1,0,1,0,0
29.2,22.2,1,0,0,1,1,1,2
13.8,71.6,0,1,1,1,0,1,2
33.1,14.8,0,0,0,0,0,0,3
28.6,41.6,1,1,1,1,1,1,0
35.8,5.5,1,1,0,1,0,1,2
12.8,42.9,0,0,1,1,1,0,2
37.1,10.0,1,0,1,0,0,1,0
29.4,27.2,0,1,0,1,0,1,3
25.0,14.0,0,0,0,1,0,1,3
19.0,21.6,0,1,1,1,0,0,2
39.3,10.7,0,1,1,1,0,0,2
20.1,70.6,1,1,1,0,1,1,0
36.0,37.4,1,1,0,0,1,0,2
31.4,39.9,0,0,0,1,0,1,3
38.9,30.8,1,1,0,1,1,1,2
19.2,7.5,0,0,0,0,1,0,3
16.9,4.0,0,0,1,1,1,1,2
11.4,27.6,0,0,0,1,0,0,3
21.0,45.3,0,1,0,1,0,1,3
15.1,50.7,0,1,0,1,0,0,3
17.0,23.1,0,0,1,1,1,1,2
17.3,12.0,0,0,1,1,1,1,2
22.9,47.1,0,1,1,1,1,0,2
25.2,16.3,0,0,1,0,1,1,2
19.3,39.8,0,1,0,0,1,1,3
14.9,13.9,0,1,0,0,0,0,3
34.6,19.7,1,0,1,0,1,0,0
36.3,71.2,1,0,0,0,1,0,2
12.1,30.9,1,0,1,0,1,0,0
33.8,59.0,0,0,1,0,0,1,2
28.2,9.3,0,1,1,1,1,0,2
28.1,70.8,1,0,1,1,0,0,0
27.6,48.5,1,1,0,0,0,0,2
29.3,41.6,0,1,1,0,0,1,2
12.8,18.6,0,0,1,0,1,1,2
13.7,8.1,1,1,0,0,0,1,2
17.5,71.2,1,0,0,1,1,0,2
18.2,39.4,0,1,1,1,0,0,2
14.6,44.6,1,0,1,0,0,1,0
19.2,17.8,0,0,0,0,0,0,3
37.1,38.6,1,1,0,1,1,1,2
23.4,71.2,1,1,0,0,1,1,2
35.2,71.0,1,0,0,1,0,0,2
39.6,2.0,1,0,1,1,0,1,0
38.4,13.9,1,1,1,1,1,1,0
30.4,63.5,1,0,0,1,0,0,2
30.1,48.5,0,0,0,1,1,1,3
30.5,5.6,0,0,0,1,1,0,3
21.5,59.9,1,1,1,1,1,1,0
23.1,44.8,1,1,0,0,1,0,2
37.0,41.6,0,0,1,0,0,1,2
16.3,27.1,1,1,0,0,1,1,2
12.1,53.0,1,0,1,0,1,0,0
26.5,6.4,0,0,0,1,1,1,3
19.5,30.7,0,0,1,1,1,0,2
20.1,9.0,1,1,1,1,0,1,0
35.6,23.5,1,1,0,0,0,0,2
26.8,51.2,0,1,0,1,0,0,3
40.0,42.1,0,1,1,1,0,0,2
22.2,10.5,0,1,1,1,0,0,2
14.1,28.3,1,1,0,0,1,0,2
25.7,12.5,1,0,0,0,1,1,2
12.9,16.4,0,0,0,1,1,1,3
32.4,14.9,1,1,1,1,1,0,0
18.1,62.9,0,0,0,0,0,0,3
23.3,5.3,0,0,0,0,1,1,3
14.3,61.9,0,0,0,1,1,1,3
19.6,42.8,1,0,0,0,0,1,2
20.1,61.6,0,0,0,1,1,1,3
37.1,49.6,0,1,0,0,0,1,3
36.7,53.1,1,0,0,0,1,0,2
22.9,61.9,0,0,0,0,1,1,3
39.0,48.1,0,0,0,0,1,0,3
39.2,3.5,1,1,0,1,0,0,2
21.7,6.0,0,0,1,0,0,0,2
35.7,5.2,0,0,1,1,1,1,2
19.5,57.9,0,0,0,0,1,1,3
20.9,27.0,1,1,0,1,0,1,2
16.5,62.4,1,1,1,0,0,0,0
26.4,9.5,1,0,1,0,0,1,0
21.2,64.9,1,1,1,0,1,1,0
22.5,24.4,1,0,0,1,1,0,2
26.1,63.4,1,0,0,1,0,0,2
27.0,39.6,0,1,0,0,1,1,3
38.5,16.3,0,0,1,0,0,1,2
23.9,44.7,0,0,1,1,0,1,2
28.4,30.1,1,1,1,1,0,0,0
31.3,58.2,1,1,0,1,1,0,2
10.4,23.0,0,0,0,1,0,0,3
36.3,65.3,1,0,0,0,0,1,2
25.5,52.0,1,0,1,0,0,0,0
30.1,65.7,1,0,1,1,1,1,0
18.9,43.4,0,1,0,1,0,0,3
11.3,28.3,1,1,0,0,1,1,2
14.1,21.7,1,1,1,1,0,1,0
38.2,65.1,1,1,1,0,0,1,0
27.2,67.5,1,1,1,1,1,1,0
14.6,32.6,1,0,0,1,0,0,2
14.3,21.5,1,1,0,0,0,1,2
21.0,34.0,1,0,1,0,0,0,0
15.4,18.8,0,1,0,0,0,0,3
31.0,63.1,1,0,0,0,1,0,2
38.9,13.0,0,1,0,0,1,1,3
33.2,14.0,0,1,0,0,0,1,3
32.7,61.7,1,0,1,0,1,0,0
30.6,68.5,0,0,0,1,1,0,3
20.3,49.2,1,0,1,0,1,1,0
16.3,1.3,1,0,1,1,1,0,0
25.3,38.8,0,0,1,0,0,0,2
13.9,65.5,0,1,0,1,1,1,3
16.3,54.6,0,0,0,0,1,1,3
15.4,22.8,1,0,1,1,0,0,0
15.3,8.5,0,0,0,0,0,1,3
32.5,5.6,1,0,1,0,1,1,0
38.7,49.8,0,1,1,1,1,0,2
12.1,53.9,0,0,1,1,1,0,2
27.5,22.2,0,1,1,1,0,0,2
38.9,20.1,0,1,1,1,1,0,2
26.3,21.5,1,0,1,0,1,0,0
20.2,71.6,1,0,1,1,1,0,0
28.6,24.7,1,1,1,1,1,1,0
40.0,23.6,0,0,0,1,1,1,3
26.8,54.6,1,1,1,1,0,0,0
17.1,55.6,0,1,1,0,0,1,2
31.8,17.2,0,0,1,0,0,1,2
23.3,51.2,0,1,1,0,1,1,2
31.4,61.8,1,0,0,1,0,0,2
13.3,58.2,1,0,0,1,1,1,2
14.3,4.8,0,1,1,1,0,0,2
16.1,55.8,1,1,0,0,1,0,2
35.2,69.4,1,1,0,0,0,0,2
33.4,59.3,0,0,0,1,0,1,3
25.2,17.4,0,0,1,0,1,1,2
10.6,4.4,1,1,0,0,0,1,2
11.7,29.5,0,1,1,1,0,0,2
17.4,15.3,0,1,0,1,0,1,3
18.4,42.3,0,1,0,1,0,0,3
17.5,38.4,1,0,1,1,1,0,0
29.4,28.3,0,0,0,1,1,1,3
37.5,22.2,0,1,0,1,1,0,3
12.7,39.0,1,0,0,0,1,0,2
35.5,60.4,1,1,0,0,0,0,2
23.8,71.0,0,1,0,1,0,1,3
16.5,56.0,0,0,1,1,0,1,2
31.3,64.8,0,0,0,0,1,1,3
15.5,27.2,1,1,0,1,0,1,2
27.6,37.7,1,1,0,0,0,0,2
23.0,26.8,0,1,1,0,1,1,2
22.9,35.2,1,0,0,1,1,1,2
13.3,59.0,1,1,0,1,0,0,2
35.1,16.3,1,0,1,0,0,1,0
18.6,71.1,0,1,0,1,1,0,3
37.2,22.2,1,1,0,0,1,1,2
12.7,64.6,1,1,1,1,0,1,0
19.0,69.0,0,1,1,1,0,0,2
28.4,22.5,0,1,1,1,1,0,2
16.2,66.3,0,0,0,0,1,1,3
20.6,13.3,0,1,1,0,0,1,2
22.6,69.8,0,0,1,0,0,0,2
39.7,54.7,0,0,0,1,1,0,3
18.3,27.5,1,1,1,0,1,1,0
33.4,45.1,1,1,1,1,1,0,0
24.0,67.9,0,1,1,0,0,1,2
34.4,23.6,1,1,0,0,0,0,2
15.1,49.8,1,1,0,0,1,1,2
20.5,16.9,0,1,1,0,0,0,2
21.7,5.2,1,1,0,1,0,0,2
28.0,71.6,1,0,0,0,0,0,2
34.5,34.5,1,0,0,1,1,0,2
11.5,32.2,1,1,1,0,0,1,0
14.2,59.2,0,1,0,1,1,1,3
38.7,31.9,0,1,0,1,0,1,3
24.8,13.3,0,0,1,0,0,1,2
25.7,54.2,1,0,0,1,0,0,2
21.3,37.3,1,1,1,0,1,0,0
32.5,26.6,1,0,1,1,1,1,0
25.0,2.4,0,1,1,0,1,0,2
38.3,57.9,1,1,0,1,0,1,2
18.9,10.4,1,1,1,1,0,0,0
33.2,3.8,0,1,1,0,1,1,2
12.0,4.0,1,0,0,0,0,1,2
14.8,46.3,0,1,1,1,1,0,2
31.9,8.4,1,1,1,0,0,1,0
35.6,20.1,0,0,1,1,1,1,2
28.5,63.6,1,1,0,0,1,0,2
22.2,45.0,1,1,0,1,0,1,2
13.9,39.0,1,1,1,1,0,1,0
34.2,6.9,1,1,1,0,1,1,0
36.7,59.3,1,0,0,1,1,0,2
35.7,52.3,1,0,1,0,1,1,0
24.9,65.3,0,0,0,0,1,0,3
16.8,16.9,0,0,1,1,1,0,2
11.7,53.6,0,1,1,1,1,0,2
12.7,14.6,0,0,0,1,0,0,3
14.5,26.7,0,0,0,1,1,0,3
35.2,13.0,0,1,1,0,1,0,2
11.3,1.5,0,0,1,0,0,0,2
11.0,10.8,1,1,1,1,0,0,0
16.9,59.1,0,1,1,1,1,0,2
27.5,57.7,1,0,0,0,0,0,2
14.5,27.1,0,1,1,0,0,0,2
39.6,34.2,1,0,0,1,1,1,2
19.0,66.9,1,1,0,1,1,1,2
35.1,34.1,1,1,0,1,1,0,2
18.6,61.5,1,0,0,0,0,0,2
19.0,12.8,0,1,0,0,0,0,3
39.1,19.8,0,1,1,0,1,1,2
14.6,15.6,0,1,1,1,0,0,2
19.6,30.1,1,1,1,1,1,0,0
26.6,39.6,0,1,1,1,0,0,2
24.2,41.0,1,1,0,1,1,1,2
27.6,52.3,1,1,1,0,0,0,0
12.5,26.4,0,1,0,0,1,0,3
31.1,45.8,1,1,0,0,0,1,2
36.6,64.2,0,1,0,1,0,1,3
21.2,61.4,1,0,0,0,0,0,2
17.2,37.5,0,1,0,1,0,0,3
32.3,56.0,0,1,0,1,1,1,3
22.4,59.0,0,1,1,0,1,1,2
14.9,4.7,0,1,0,1,1,1,3
14.4,52.4,1,0,0,0,0,1,2
28.2,65.5,1,1,0,1,0,1,2
23.4,23.9,1,0,1,0,0,1,0
14.0,53.2,1,1,0,1,0,1,2
19.6,20.1,0,0,0,1,0,0,3
30.5,46.2,1,0,1,1,1,1,0
38.9,69.8,1,0,1,0,1,0,0
21.1,26.7,1,0,0,0,1,1,2
31.4,2.1,1,1,1,0,0,1,0
29.0,25.3,0,1,1,0,0,1,2
29.8,67.2,1,1,1,1,1,0,0
16.9,52.8,0,0,1,1,1,0,2
37.9,16.7,1,0,1,0,1,1,0
12.3,34.7,0,0,1,0,1,1,2
23.8,22.2,0,1,0,1,1,0,3
36.8,4.9,0,0,0,0,0,1,3
36.3,45.1,1,1,1,1,0,0,0
36.9,54.6,0,1,0,1,1,0,3
14.0,71.2,1,1,1,0,0,0,0
20.1,6.8,1,0,1,1,0,0,0
13.6,27.7,1,1,1,1,0,0,0
19.5,24.7,1,1,0,0,1,0,2
17.4,57.0,1,1,1,1,0,1,0
38.4,58.5,0,1,1,1,1,0,2
36.3,14.9,0,1,1,0,1,1,2
21.2,37.5,1,1,1,1,0,1,0
39.2,51.1,0,1,0,0,1,1,3
10.8,24.2,0,0,0,1,1,0,3
20.4,34.6,1,1,0,1,1,1,2
21.4,24.7,1,1,1,0,0,0,0
26.8,51.5,1,1,1,1,1,1,0
27.2,68.4,0,1,0,1,0,1,3
12.3,36.5,0,1,1,1,1,0,2
20.1,5.4,1,1,0,1,1,1,2
15.6,20.4,0,1,0,1,0,0,3
38.4,61.3,1,0,1,1,0,0,0
10.8,29.7,1,1,1,0,1,1,0
10.1,28.2,0,1,0,0,1,0,3
17.9,36.8,0,1,0,1,0,1,3
17.8,17.1,1,0,1,0,0,1,0
17.8,68.0,1,0,0,1,1,1,2
37.4,10.7,1,0,1,0,1,0,0
23.2,32.4,0,1,1,1,0,1,2
37.9,21.7,0,1,0,0,1,1,3
23.2,55.1,1,1,0,1,1,0,2
14.2,46.2,1,1,0,0,1,1,2
31.4,37.7,0,1,1,0,1,1,2
16.4,36.6,0,1,0,1,0,1,3
22.6,47.7,0,0,0,0,0,0,3
20.6,4.8,0,1,1,0,1,0,2
22.7,54.8,0,0,0,1,1,0,3
24.8,23.4,1,0,1,1,0,1,0
19.5,40.2,0,0,1,0,0,0,2
31.0,50.1,0,1,1,1,0,0,2
39.3,9.3,0,1,0,1,1,0,3
16.8,8.3,0,1,0,0,1,1,3
11.1,37.1,1,0,0,1,0,1,2
23.2,9.8,1,0,1,0,1,1,0
39.4,61.4,1,1,0,0,0,1,2
32.2,27.5,1,1,1,1,0,1,0
25.2,28.6,1,1,0,0,1,1,2
24.3,60.2,0,0,0,0,1,0,3
37.5,35.6,1,0,1,1,1,1,0
16.0,14.4,0,1,1,0,0,0,2
17.5,62.7,0,0,0,1,1,0,3
27.8,3.6,1,0,1,1,0,0,0
39.4,11.8,1,1,0,1,0,0,2
16.7,4.9,1,1,0,0,0,0,2
39.2,9.2,1,1,0,0,0,0,2
36.1,6.2,1,0,0,0,1,1,2
25.5,2.9,0,0,1,0,1,0,2
10.2,56.5,0,1,0,0,1,1,3
25.3,21.0,1,0,1,0,1,0,0
18.8,11.6,0,0,0,1,0,0,3
18.5,18.7,1,1,0,0,0,1,2
23.5,4.7,0,1,1,0,0,1,2
20.5,71.6,1,0,0,1,0,0,2
31.2,30.5,1,1,1,1,1,0,0
25.1,60.3,0,0,0,1,0,1,3
23.9,9.5,1,1,1,0,0,0,0
15.0,70.1,0,0,0,1,1,0,3
20.1,33.1,1,1,1,1,0,1,0
38.2,71.8,1,0,1,1,1,1,0
39.5,69.5,1,1,1,1,1,0,0
31.3,46.8,0,0,0,1,1,0,3
14.6,30.6,1,0,1,0,1,1,0
13.3,50.5,0,0,0,0,1,1,3
11.8,31.7,1,0,1,0,0,1,0
17.4,47.5,1,0,1,1,1,1,0
29.5,40.3,1,1,1,1,1,0,0
14.0,38.7,1,0,0,1,1,0,2
20.2,25.5,0,1,0,0,0,0,3
24.9,56.2,1,1,1,1,1,1,0
39.9,9.7,1,0,1,0,1,1,0
17.4,7.2,1,1,1,1,0,0,0
20.1,65.6,1,1,0,1,0,1,2
30.2,36.6,0,1,1,1,1,0,2
17.7,12.9,0,0,0,1,1,0,3
33.7,34.2,1,0,0,1,1,1,2
28.9,13.6,1,0,0,0,0,0,2
28.2,26.8,1,1,0,0,0,1,2
27.5,48.0,1,1,0,0,0,0,2
24.7,28.9,0,0,0,1,0,0,3
31.3,60.1,1,1,0,1,1,0,2
39.0,64.5,1,1,0,0,1,1,2
32.3,69.6,0,0,1,1,0,0,2
11.3,60.2,1,0,0,0,1,1,2
11.9,13.5,1,1,1,0,1,1,0
31.1,43.6,1,0,0,0,1,0,2
32.5,69.6,0,0,1,0,0,0,2
29.8,48.0,1,0,1,0,1,1,0
17.2,7.0,0,0,0,1,1,1,3
39.0,55.4,0,0,1,0,0,0,2
11.0,53.4,0,0,1,0,0,0,2
38.6,71.2,0,0,1,1,1,1,2
31.7,3.6,0,1,1,1,1,1,2
16.2,33.2,0,0,0,0,0,0,3
31.8,26.2,0,0,0,1,1,1,3
15.5,28.7,0,0,1,1,0,0,2
39.2,31.0,1,1,1,0,1,0,0
22.1,58.5,0,0,1,0,0,0,2
26.0,49.3,0,1,0,0,0,0,3
15.3,68.0,1,1,1,0,0,1,0
14.4,13.8,1,1,1,1,0,1,0
16.1,13.0,0,1,1,0,1,0,2
23.8,52.7,1,1,0,1,1,1,2
21.5,37.1,1,1,1,1,0,0,0
13.8,36.6,0,0,0,1,0,0,3
29.8,32.3,0,1,1,1,0,0,2
38.3,57.1,1,0,1,0,0,1,0
35.9,46.8,1,0,1,1,0,1,0
14.8,15.3,0,1,0,0,0,1,3
31.1,66.5,1,0,1,1,1,0,0
25.2,39.7,0,0,1,1,0,1,2
28.4,49.5,0,1,1,1,0,0,2
15.1,34.9,1,1,0,1,0,1,2
27.4,37.3,1,1,1,1,0,0,0
37.2,44.2,1,0,1,1,0,1,0
20.9,28.5,1,0,1,1,0,0,0
22.3,26.5,0,0,0,1,0,1,3
21.2,52.6,1,1,1,0,0,1,0
29.2,25.5,0,1,1,1,0,0,2
12.7,56.5,1,0,0,1,1,1,2
21.4,42.9,0,0,0,0,1,1,3
36.7,4.0,0,1,1,1,0,0,2
38.9,17.9,0,0,0,1,1,0,3
13.5,36.6,1,1,0,0,0,1,2
14.9,67.7,1,0,1,1,1,1,0
37.3,25.4,0,1,0,1,0,1,3
28.4,28.4,1,0,1,1,0,0,0
19.5,32.8,0,0,0,1,0,0,3
39.5,59.1,0,0,1,0,0,1,2
24.6,29.6,0,0,1,0,0,1,2
34.1,41.2,0,1,1,0,1,1,2
14.4,67.0,1,0,1,0,1,1,0
19.3,5.8,1,1,0,1,0,1,2
20.1,26.4,1,1,1,1,1,0,0
29.4,33.9,1,1,0,1,1,0,2
30.1,32.0,0,1,0,0,0,0,3
24.9,43.2,0,0,0,0,1,0,3
25.8,5.6,0,1,1,1,1,1,2
16.6,50.9,0,1,1,1,1,1,2
26.9,11.9,0,0,0,0,0,1,3
39.8,25.2,1,0,0,1,1,0,2
37.8,59.8,1,1,1,1,0,0,0
39.1,52.1,1,0,1,0,1,1,0
14.8,33.3,1,0,1,1,1,0,0
10.1,51.8,0,1,0,1,1,0,3
29.5,57.2,0,0,0,1,1,0,3
26.6,20.3,0,0,0,1,1,0,3
23.3,39.9,1,1,0,1,1,1,2
26.5,41.0,0,0,0,1,0,1,3
37.1,56.9,1,1,0,0,1,0,2
36.9,65.3,0,1,0,0,0,0,3
21.1,51.2,0,1,1,1,1,1,2
29.3,47.0,0,1,0,0,1,1,3
29.1,7.4,0,0,1,0,0,1,2
38.6,38.3,0,0,1,1,1,0,2
34.4,41.2,1,0,1,0,1,0,0
26.6,59.1,1,1,0,0,0,1,2
11.5,13.4,0,1,1,0,0,0,2
19.1,41.8,0,1,0,1,1,1,3
15.6,32.7,0,1,1,1,1,0,2
34.4,43.1,1,1,1,0,0,0,0
36.0,64.9,1,0,0,0,1,1,2
32.2,7.9,1,0,1,1,1,0,0
22.9,33.5,1,1,1,1,0,0,0
15.4,55.4,0,0,0,1,0,1,3
26.0,68.8,1,1,0,0,0,0,2
31.9,48.1,1,0,0,1,1,1,2
10.7,67.3,0,0,0,1,1,0,3
18.8,21.7,1,0,0,1,0,0,2
38.3,47.3,0,1,0,0,0,1,3
27.5,60.9,1,1,1,0,0,0,0
34.0,58.2,0,1,1,1,0,0,2
10.7,37.7,1,1,1,0,0,0,0
18.5,71.3,0,0,1,1,0,1,2
29.5,68.9,0,1,0,0,0,0,3
16.2,60.0,0,0,1,1,1,1,2
28.2,14.6,1,1,0,0,1,1,2
23.3,66.8,0,1,1,1,0,0,2
25.5,48.2,1,0,0,0,1,0,2
29.6,46.8,0,0,1,0,0,1,2
20.4,22.0,0,0,0,1,1,0,3
38.6,69.7,1,0,0,0,0,0,2
15.4,15.1,1,1,1,1,0,1,0
33.1,65.4,0,0,1,1,0,1,2
26.2,14.3,0,0,0,1,0,1,3
36.0,50.4,1,1,1,0,0,0,0
36.9,16.5,1,0,1,0,1,1,0
11.3,40.7,1,0,0,0,0,1,2
37.0,54.7,0,0,1,0,1,1,2
31.0,32.1,1,0,1,0,0,1,0
37.6,15.2,0,0,0,1,0,1,3
36.9,35.7,1,1,1,0,0,0,0
18.5,55.5,1,0,0,1,0,1,2
25.2,1.3,1,0,0,0,1,0,2
23.4,2.0,1,1,1,1,1,0,0
36.5,38.7,0,1,0,1,1,0,3
34.6,68.5,1,0,1,1,1,1,0
39.4,67.6,0,1,0,0,0,1,3
37.5,15.8,0,1,0,1,0,1,3
17.7,71.9,1,1,0,0,0,0,2
28.4,38.5,0,1,1,0,1,0,2
12.1,67.8,1,1,1,1,0,1,0
39.5,4.4,1,0,0,0,0,0,2
11.9,52.6,0,0,0,0,0,1,3
13.1,41.1,1,0,0,1,0,0,2
29.0,26.3,1,1,1,0,1,1,0
24.6,61.3,1,1,0,1,1,1,2
17.4,21.6,1,0,1,0,0,0,0
20.9,29.7,1,1,0,1,0,1,2
11.4,8.5,0,0,1,1,0,1,2
17.3,31.2,1,1,0,1,0,0,2
27.8,36.1,0,0,0,0,1,0,3
30.2,10.2,1,1,0,0,1,1,2
34.2,23.4,0,1,1,1,1,0,2
27.1,12.5,1,1,0,0,0,0,2
23.9,42.1,1,1,1,0,1,0,0
12.7,58.3,1,1,0,1,1,0,2
22.7,13.8,0,1,0,0,1,1,3
10.3,20.8,0,1,1,1,0,0,2
13.9,61.2,1,0,0,0,0,0,2
30.0,66.2,1,1,0,0,1,1,2
32.1,2.1,1,1,0,1,1,1,2
17.6,2.9,0,1,1,0,1,0,2
23.0,70.1,1,1,0,0,0,1,2
37.6,9.1,0,1,1,1,1,1,2
39.6,59.2,1,0,0,1,1,0,2
30.0,6.2,0,0,1,1,0,0,2
21.9,54.7,0,0,0,1,0,1,3
19.2,63.7,1,0,0,0,0,0,2
17.7,2.7,0,1,1,1,0,1,2
26.8,27.4,1,1,1,0,0,1,0
33.8,17.5,1,0,0,0,1,1,2
10.3,70.7,1,0,0,1,0,1,2
34.4,51.8,1,0,1,1,1,1,0
35.1,55.6,0,1,1,1,0,0,2
14.8,51.4,1,0,0,0,0,0,2
34.1,12.8,1,0,0,0,0,0,2
24.0,8.7,1,0,1,1,1,1,0
17.1,40.3,1,1,0,0,1,1,2
30.3,36.8,1,1,1,1,1,1,0
16.2,30.7,0,1,1,1,0,1,2
20.0,6.1,1,1,0,0,1,0,2
29.6,6.1,0,0,1,1,1,0,2
