temperatura_armazenamento_c,umidade_relativa_ambiente_pct,tempo_armazenado_dias,bombonas_integra_limpa,lacres_integro,segregacao_de_produtos_quimicos,piso_limpo_seco,PEPS_FEFO_aplicado,lote_identificado,probabilidade
17.3,80.0,229.0,0,1,0,1,1,1,1
33.6,75.0,104.0,1,1,1,0,1,0,2
33.9,61.0,237.0,1,1,0,1,0,1,2
27.5,72.0,337.0,1,0,1,0,0,1,2
12.8,54.0,91.0,1,0,0,1,0,0,0
19.2,36.0,181.0,0,1,1,1,0,1,0
32.6,46.0,305.0,1,1,1,0,0,1,2
15.8,31.0,58.0,1,0,0,1,1,1,0
19.7,32.0,4.0,0,1,0,1,1,0,0
26.9,36.0,21.0,1,0,0,0,0,0,1
12.3,49.0,271.0,0,1,1,1,0,0,1
10.5,85.0,1.0,1,0,1,1,1,0,1
13.4,86.0,323.0,0,1,1,0,0,0,2
10.2,47.0,22.0,0,1,0,0,1,0,0
21.3,81.0,226.0,1,0,1,1,1,1,1
11.0,40.0,71.0,0,1,1,0,1,1,0
31.3,72.0,327.0,0,0,0,1,0,1,2
19.5,79.0,95.0,0,1,0,1,1,0,1
23.3,61.0,22.0,0,1,0,1,0,0,0
18.9,72.0,230.0,0,0,1,0,1,0,1
20.8,78.0,89.0,1,1,0,0,1,0,1
19.7,45.0,270.0,0,1,0,0,0,0,1
25.0,64.0,75.0,1,1,1,1,1,1,1
11.8,72.0,207.0,1,0,1,0,1,1,1
11.7,60.0,126.0,0,1,1,1,0,0,0
30.4,36.0,285.0,0,0,0,1,0,1,2
20.4,69.0,173.0,1,1,0,0,0,0,1
31.9,39.0,71.0,1,0,0,1,0,0,1
32.4,79.0,218.0,1,1,0,1,0,0,2
20.4,74.0,124.0,0,1,0,1,0,1,1
27.6,76.0,268.0,0,1,1,0,1,1,2
19.8,31.0,269.0,1,1,0,1,1,0,1
20.4,37.0,248.0,1,1,1,0,1,1,1
27.7,48.0,268.0,1,1,0,1,1,1,1
21.6,89.0,291.0,0,1,1,1,0,0,2
33.8,63.0,257.0,1,1,0,1,0,1,2
26.6,32.0,318.0,0,0,1,1,0,0,1
29.5,51.0,290.0,0,0,1,1,0,0,2
26.0,40.0,83.0,1,1,0,1,1,1,1
24.6,36.0,38.0,0,0,1,1,1,0,0
34.5,50.0,244.0,0,0,1,1,1,0,2
29.0,41.0,285.0,0,0,1,0,0,0,2
11.1,73.0,289.0,0,1,0,1,0,1,1
16.7,30.0,342.0,0,1,0,0,1,1,1
31.3,74.0,169.0,0,0,0,1,1,0,2
30.7,50.0,351.0,0,0,1,0,0,0,2
12.2,55.0,159.0,1,1,1,1,0,0,0
14.0,44.0,92.0,0,1,0,1,0,0,0
26.0,63.0,282.0,1,1,1,0,1,0,1
19.8,61.0,264.0,1,1,0,0,0,0,1
34.6,61.0,267.0,1,1,1,1,0,1,2
32.3,77.0,231.0,1,1,0,1,0,0,2
27.7,74.0,181.0,0,0,1,1,0,1,2
25.3,64.0,289.0,0,0,0,1,1,0,1
10.1,57.0,110.0,0,0,1,0,0,0,0
18.7,67.0,289.0,0,0,0,1,0,1,1
26.9,85.0,332.0,1,1,1,1,1,1,2
21.6,42.0,108.0,0,1,0,0,1,0,0
33.7,70.0,39.0,1,1,1,1,0,0,2
23.1,55.0,314.0,1,0,1,1,1,1,1
25.6,72.0,63.0,1,0,0,1,1,1,1
13.4,83.0,30.0,0,0,1,1,1,1,1
21.4,60.0,310.0,1,1,0,0,1,0,1
15.8,88.0,250.0,1,0,0,1,0,1,1
29.0,37.0,349.0,1,1,0,1,0,0,2
32.0,37.0,241.0,1,1,1,1,0,1,2
21.1,77.0,333.0,1,1,1,0,1,0,1
13.3,36.0,3.0,1,0,0,0,0,1,0
11.2,59.0,123.0,1,0,1,0,1,1,0
17.9,68.0,290.0,1,0,0,1,0,0,1
33.3,62.0,65.0,1,0,1,0,0,0,1
18.1,72.0,186.0,0,0,1,1,0,1,1
25.0,46.0,187.0,1,1,1,0,0,1,1
22.7,33.0,304.0,0,0,0,0,1,0,1
15.1,74.0,133.0,1,1,1,0,0,0,1
33.6,42.0,182.0,0,1,0,0,1,1,2
14.5,87.0,339.0,1,1,1,0,1,0,2
12.3,51.0,354.0,1,1,0,0,1,0,1
33.4,57.0,6.0,1,1,1,1,1,1,1
18.6,64.0,91.0,0,1,0,1,1,1,0
28.5,58.0,315.0,1,1,1,1,1,0,2
33.6,74.0,10.0,0,0,1,0,1,1,2
12.2,79.0,93.0,1,1,0,0,1,0,1
22.5,61.0,273.0,1,0,1,0,0,1,1
15.3,40.0,60.0,0,1,1,0,0,1,0
22.2,44.0,359.0,0,0,0,0,0,0,1
23.7,41.0,346.0,0,1,0,0,1,0,1
32.7,89.0,173.0,1,0,1,0,1,1,2
25.7,78.0,273.0,1,0,1,1,1,0,2
11.3,66.0,304.0,0,1,1,1,1,1,1
29.0,60.0,356.0,0,0,1,1,1,0,2
15.8,89.0,133.0,0,0,1,1,1,1,1
21.0,48.0,101.0,1,1,0,0,0,1,0
28.5,57.0,257.0,0,1,1,0,0,1,1
12.7,84.0,305.0,1,1,0,1,1,1,1
33.8,43.0,352.0,1,0,1,0,1,1,2
11.0,61.0,64.0,0,0,0,0,0,1,0
17.0,60.0,77.0,0,1,0,0,0,1,0
21.7,75.0,133.0,1,1,1,1,1,1,1
23.7,46.0,206.0,0,1,1,1,0,1,1
27.7,82.0,268.0,0,0,1,0,1,0,2
11.8,34.0,3.0,0,0,1,0,0,0,0
23.5,81.0,98.0,1,0,1,1,0,0,1
33.5,34.0,306.0,0,1,1,0,1,0,2
21.4,69.0,71.0,1,1,0,0,0,1,0
15.6,60.0,84.0,0,0,0,1,0,1,0
27.4,64.0,77.0,1,0,1,1,0,1,1
31.1,80.0,246.0,0,1,0,0,1,1,2
20.5,67.0,123.0,0,0,0,0,1,1,0
10.7,42.0,1.0,1,1,1,1,1,1,0
12.5,47.0,333.0,1,0,0,0,0,0,1
24.0,36.0,354.0,0,0,1,0,1,0,1
17.2,50.0,167.0,1,0,1,1,0,0,0
20.3,47.0,254.0,1,0,0,0,0,0,1
26.7,55.0,213.0,0,1,1,0,0,1,1
26.1,37.0,108.0,1,0,0,1,1,0,1
33.8,81.0,316.0,1,1,0,0,1,1,3
11.4,67.0,289.0,1,1,1,0,0,0,1
15.3,89.0,99.0,1,1,1,0,0,1,1
26.2,59.0,83.0,1,0,0,0,0,0,1
28.1,64.0,27.0,1,0,0,0,1,0,1
31.0,75.0,43.0,1,1,1,1,1,0,2
31.3,67.0,58.0,1,1,1,1,1,0,1
25.9,79.0,365.0,0,0,0,1,0,0,2
21.9,71.0,192.0,1,0,1,1,0,1,1
19.7,77.0,335.0,1,0,1,1,1,0,1
24.9,76.0,37.0,1,0,1,1,0,0,1
17.1,83.0,168.0,1,1,1,0,0,1,1
28.7,80.0,302.0,0,0,0,0,0,1,2
12.8,74.0,198.0,0,1,1,0,1,0,1
18.3,52.0,242.0,0,0,0,1,1,1,0
14.1,34.0,158.0,0,1,0,0,0,0,0
12.8,63.0,70.0,0,0,1,1,0,0,0
24.8,54.0,114.0,1,1,1,0,1,0,1
18.5,32.0,354.0,1,1,1,1,0,0,1
18.6,32.0,83.0,0,0,1,0,0,1,0
18.8,86.0,247.0,0,1,0,0,1,1,1
20.8,77.0,201.0,0,1,1,1,0,1,1
33.3,68.0,338.0,1,1,1,0,1,0,2
22.7,33.0,223.0,1,1,0,0,1,0,1
33.7,89.0,139.0,1,1,1,1,1,1,2
22.6,57.0,265.0,0,1,1,0,0,0,1
34.4,85.0,151.0,1,0,1,1,1,1,2
16.7,73.0,235.0,0,0,0,1,1,0,1
22.8,75.0,65.0,0,0,1,1,1,0,1
30.4,30.0,319.0,1,0,1,1,0,1,2
24.6,63.0,307.0,0,1,0,0,1,0,1
22.3,82.0,100.0,1,1,1,0,1,0,1
12.0,55.0,146.0,1,1,1,1,0,1,0
10.3,85.0,117.0,0,1,1,0,1,0,1
10.1,31.0,109.0,1,1,1,1,1,0,0
16.5,35.0,13.0,0,1,1,0,1,1,0
26.2,78.0,191.0,0,1,1,1,1,0,2
21.9,75.0,64.0,1,1,1,1,0,1,1
14.3,47.0,90.0,1,0,0,0,0,1,0
21.7,59.0,66.0,1,0,0,0,1,1,0
11.6,72.0,61.0,1,1,1,0,1,1,0
13.5,39.0,348.0,1,1,1,0,0,0,1
20.6,81.0,234.0,1,1,0,0,1,1,1
20.7,32.0,48.0,1,0,0,0,0,1,0
28.3,71.0,335.0,0,0,0,0,0,0,2
23.1,43.0,278.0,1,1,1,1,0,1,1
25.0,36.0,97.0,0,0,0,0,1,1,0
22.4,74.0,253.0,1,1,0,0,0,0,1
27.7,45.0,269.0,0,1,1,0,1,0,1
21.5,33.0,327.0,1,0,1,1,0,0,1
18.2,68.0,172.0,0,0,1,1,0,1,0
30.9,78.0,251.0,0,0,0,0,1,1,2
27.9,88.0,332.0,0,1,0,1,0,0,2
15.8,52.0,274.0,0,1,0,1,0,1,1
22.3,52.0,42.0,1,0,0,0,0,0,0
15.2,85.0,62.0,1,0,1,0,1,1,1
34.2,40.0,265.0,0,0,0,0,1,0,2
20.4,89.0,27.0,0,1,0,1,1,0,1
30.4,52.0,34.0,1,0,1,0,1,1,1
29.7,82.0,260.0,0,1,0,1,0,1,2
24.9,89.0,199.0,0,0,0,0,0,1,2
22.7,63.0,351.0,0,1,1,0,0,1,1
28.7,60.0,175.0,1,1,0,1,1,0,1
25.9,49.0,72.0,1,1,1,0,1,1,1
17.3,41.0,138.0,0,1,0,0,0,1,0
15.9,65.0,192.0,0,0,0,0,1,1,0
31.9,68.0,122.0,0,1,1,0,0,1,2
12.8,75.0,356.0,1,0,1,1,1,1,1
26.1,76.0,43.0,0,0,0,1,0,1,1
10.7,86.0,44.0,1,0,1,0,1,1,1
13.8,62.0,311.0,1,1,1,0,0,0,1
10.2,56.0,86.0,1,1,0,1,1,1,0
32.7,35.0,100.0,0,1,1,1,0,0,1
20.1,67.0,354.0,1,1,1,0,0,1,1
26.9,74.0,36.0,1,0,0,0,0,1,1
18.7,38.0,51.0,0,0,1,0,0,1,0
17.1,41.0,328.0,0,1,0,1,1,1,1
27.8,57.0,115.0,1,1,1,0,1,1,1
22.8,66.0,56.0,0,0,0,0,1,0,0
21.4,62.0,2.0,1,1,1,1,1,0,0
15.4,63.0,235.0,0,1,0,0,1,0,1
29.3,75.0,260.0,1,1,1,0,0,1,2
15.0,65.0,224.0,0,1,1,0,1,1,1
34.1,36.0,242.0,1,1,1,0,0,1,2
30.6,78.0,130.0,1,0,0,0,0,1,2
28.2,62.0,256.0,0,0,0,0,0,1,1
12.7,61.0,272.0,0,1,1,0,0,1,1
19.1,89.0,344.0,0,0,0,1,1,0,2
23.0,45.0,16.0,1,0,1,1,0,1,0
25.5,88.0,172.0,1,0,0,0,1,1,2
17.4,37.0,94.0,1,1,0,0,0,0,0
25.8,30.0,13.0,1,1,0,1,0,0,1
28.7,86.0,175.0,1,1,1,1,1,1,2
30.9,57.0,83.0,0,0,1,0,0,1,1
34.6,65.0,356.0,0,1,0,0,1,0,2
29.1,60.0,211.0,1,0,1,0,0,0,1
15.3,54.0,269.0,0,0,1,0,0,1,1
15.3,71.0,135.0,1,1,1,1,1,0,0
30.4,65.0,103.0,1,1,1,0,0,0,1
30.5,55.0,361.0,1,1,1,1,1,1,2
34.5,58.0,213.0,0,1,0,1,1,1,2
18.9,75.0,22.0,1,1,1,1,1,0,0
11.1,78.0,195.0,1,1,1,0,0,1,1
13.9,47.0,291.0,1,0,0,0,0,1,1
25.9,77.0,21.0,1,0,0,1,0,1,1
34.4,83.0,360.0,1,1,0,0,0,0,3
14.3,58.0,248.0,1,1,1,1,0,0,0
32.3,37.0,244.0,0,0,0,1,1,1,2
20.5,64.0,62.0,1,1,0,0,1,0,0
12.3,73.0,340.0,1,0,0,1,1,1,1
11.0,39.0,73.0,1,0,1,1,0,0,0
12.4,75.0,5.0,0,1,1,0,1,0,0
11.1,66.0,204.0,1,1,0,0,1,0,1
13.9,75.0,151.0,0,0,0,0,0,1,1
31.6,85.0,310.0,0,1,1,0,0,0,3
30.6,83.0,336.0,1,1,0,1,0,0,3
20.2,33.0,233.0,1,0,0,0,1,1,0
20.8,69.0,340.0,0,1,0,1,1,0,1
15.4,44.0,335.0,0,1,0,1,1,1,1
19.3,31.0,359.0,1,0,0,1,0,1,1
17.8,89.0,29.0,0,1,1,0,1,1,1
32.1,45.0,208.0,0,0,0,0,0,1,2
18.9,52.0,108.0,1,0,0,1,1,0,0
15.2,87.0,47.0,1,1,0,0,1,1,1
19.1,71.0,14.0,0,1,0,1,1,0,0
23.7,76.0,66.0,1,1,1,1,1,1,1
19.2,83.0,128.0,0,0,1,1,0,0,1
13.1,45.0,65.0,1,1,0,1,1,0,0
16.1,59.0,231.0,0,1,0,0,0,1,0
13.2,31.0,141.0,0,0,1,0,1,1,0
20.0,47.0,31.0,0,0,0,0,1,1,0
12.4,54.0,336.0,1,1,0,1,1,0,1
16.0,68.0,350.0,1,1,0,1,1,1,1
30.7,78.0,326.0,0,0,1,1,1,1,2
23.8,37.0,291.0,0,0,0,0,1,0,1
34.9,64.0,6.0,0,1,1,0,1,1,2
14.9,60.0,200.0,1,1,0,0,1,1,0
10.7,49.0,88.0,0,0,0,1,0,0,0
33.9,67.0,200.0,0,0,1,1,0,0,2
10.7,46.0,284.0,1,1,1,1,1,1,1
24.5,67.0,268.0,0,0,1,1,0,1,1
21.5,61.0,53.0,1,1,1,1,1,0,0
20.4,30.0,323.0,1,0,1,1,0,0,1
26.0,40.0,109.0,0,0,0,1,1,0,1
20.4,33.0,138.0,0,0,1,1,1,0,0
24.5,32.0,130.0,0,1,1,1,1,1,1
15.2,59.0,356.0,0,1,1,0,1,1,1
20.9,43.0,211.0,0,0,1,0,0,0,0
20.4,39.0,343.0,0,1,0,0,0,1,1
11.8,32.0,338.0,0,1,1,0,0,0,1
20.3,31.0,134.0,0,1,0,1,0,0,0
28.1,65.0,176.0,1,1,1,1,0,0,1
14.3,36.0,141.0,1,0,0,0,1,1,0
19.4,32.0,17.0,1,1,0,1,1,0,0
15.0,32.0,356.0,1,1,1,1,0,0,1
28.6,46.0,312.0,1,1,1,1,0,1,2
22.2,73.0,14.0,1,0,0,0,0,1,1
17.8,79.0,102.0,0,1,0,0,0,1,1
20.1,63.0,60.0,0,1,0,1,1,0,0
11.3,65.0,336.0,0,0,1,1,0,0,1
32.7,83.0,27.0,0,0,0,0,0,0,2
33.1,87.0,301.0,1,1,0,1,0,1,3
10.2,33.0,227.0,1,1,0,0,0,1,0
17.8,67.0,219.0,0,0,1,0,1,0,1
26.0,35.0,102.0,0,1,0,0,1,0,1
19.7,66.0,219.0,1,1,0,1,0,1,1
26.0,48.0,240.0,1,1,0,1,1,1,1
28.0,43.0,249.0,0,1,0,0,0,0,1
30.8,67.0,173.0,0,1,1,0,0,1,2
11.0,75.0,58.0,0,1,0,1,1,0,0
20.3,65.0,262.0,1,0,1,0,1,0,1
18.6,64.0,351.0,1,1,0,0,0,0,1
24.6,58.0,316.0,1,0,1,1,0,0,1
28.6,64.0,72.0,1,0,1,0,0,0,1
21.5,89.0,92.0,0,0,0,1,1,1,1
20.4,45.0,321.0,0,1,1,1,1,1,1
28.1,83.0,294.0,0,0,1,0,0,1,2
32.2,45.0,82.0,1,1,0,0,0,0,1
12.4,62.0,70.0,0,1,0,1,1,0,0
20.4,32.0,236.0,0,1,1,1,1,0,0
15.5,53.0,281.0,1,1,1,0,1,0,1
13.4,77.0,318.0,1,0,0,1,1,0,1
23.4,51.0,254.0,1,1,1,0,1,0,1
11.7,43.0,240.0,0,0,1,1,0,0,0
31.8,61.0,45.0,1,0,1,0,0,1,1
30.5,56.0,29.0,1,0,1,0,0,0,1
31.9,35.0,365.0,1,0,1,0,0,1,2
13.3,68.0,118.0,1,0,1,1,1,0,0
27.1,80.0,340.0,0,1,0,0,1,0,2
32.2,40.0,7.0,0,1,1,1,0,1,1
30.1,84.0,60.0,1,0,0,0,0,1,2
29.2,69.0,338.0,1,1,1,0,0,1,2
31.8,53.0,13.0,1,0,1,0,0,0,1
29.0,78.0,187.0,0,0,0,1,0,1,2
29.8,38.0,322.0,0,0,1,0,1,0,2
19.5,33.0,109.0,1,0,1,1,0,1,0
13.0,34.0,93.0,1,1,1,1,0,1,0
12.9,68.0,312.0,1,0,1,0,1,1,1
21.5,89.0,87.0,1,1,0,1,0,0,1
23.6,84.0,149.0,1,0,1,0,1,1,1
14.3,76.0,173.0,1,0,0,1,0,1,1
26.6,85.0,362.0,1,1,1,1,1,1,2
31.4,48.0,84.0,1,0,1,0,0,1,1
20.1,85.0,6.0,1,1,1,1,1,0,1
32.8,69.0,323.0,1,1,0,0,1,1,2
28.9,81.0,289.0,0,1,0,0,1,0,2
15.3,32.0,210.0,0,0,0,1,0,1,0
34.4,89.0,240.0,1,1,1,1,0,1,3
20.7,38.0,351.0,0,0,0,1,0,1,1
22.2,31.0,47.0,0,0,0,0,1,0,0
23.9,61.0,161.0,1,0,1,0,0,1,1
19.9,36.0,217.0,1,1,1,1,1,1,0
32.7,67.0,170.0,1,0,1,1,0,1,2
24.1,74.0,227.0,1,0,0,1,0,0,1
25.5,86.0,329.0,0,0,1,1,0,0,2
24.0,33.0,248.0,1,0,0,1,1,0,1
28.1,68.0,329.0,0,1,1,0,0,1,2
18.2,49.0,325.0,0,0,1,1,1,1,1
32.9,40.0,257.0,1,1,0,0,1,1,2
20.3,65.0,65.0,0,1,1,1,0,1,0
10.7,36.0,149.0,1,0,0,0,1,1,0
25.0,62.0,354.0,0,0,0,0,0,1,1
27.4,35.0,328.0,0,1,0,1,0,0,2
13.1,45.0,89.0,1,0,1,0,1,1,0
26.3,75.0,145.0,1,0,0,1,0,0,1
32.3,80.0,133.0,1,0,0,1,1,0,2
23.6,55.0,263.0,0,1,1,0,0,0,1
13.7,53.0,68.0,1,0,1,1,0,1,0
25.5,37.0,64.0,1,1,0,1,1,0,1
18.0,55.0,236.0,0,0,1,0,1,1,0
12.5,37.0,227.0,1,1,0,1,1,1,0
15.0,77.0,162.0,0,0,0,0,1,0,1
33.6,82.0,80.0,0,1,1,0,0,0,2
32.0,63.0,93.0,0,0,0,0,1,1,1
29.2,31.0,75.0,1,1,1,1,1,1,1
32.9,59.0,14.0,0,1,1,1,0,1,1
32.8,56.0,169.0,0,0,1,1,1,1,2
17.5,59.0,188.0,0,0,1,1,0,0,0
15.3,83.0,40.0,0,1,0,1,0,1,1
12.9,78.0,205.0,0,1,1,1,0,1,1
18.8,37.0,99.0,0,0,1,0,0,0,0
28.6,54.0,98.0,0,0,0,0,0,0,1
35.0,54.0,32.0,1,1,1,1,0,1,2
16.6,77.0,46.0,0,1,1,1,0,1,0
32.2,90.0,335.0,0,0,1,0,0,1,3
19.7,61.0,331.0,0,1,1,0,1,1,1
31.2,76.0,287.0,0,1,0,0,1,1,2
13.3,36.0,342.0,1,0,1,0,0,0,1
12.3,78.0,55.0,0,1,0,1,1,0,1
33.6,79.0,358.0,0,1,0,1,0,1,3
34.7,69.0,25.0,1,0,1,1,0,0,2
25.5,56.0,307.0,1,1,0,1,0,0,1
12.1,59.0,64.0,0,1,0,1,0,0,0
25.0,46.0,129.0,0,1,1,1,0,1,1
26.1,84.0,189.0,0,1,1,0,0,0,2
26.0,88.0,123.0,0,1,1,0,0,0,2
30.6,69.0,336.0,0,1,1,0,1,1,2
24.6,83.0,239.0,0,1,1,0,0,0,2
34.6,60.0,57.0,1,0,1,1,0,0,2
34.8,74.0,245.0,0,0,0,0,1,1,2
11.9,70.0,114.0,0,0,1,0,1,0,0
26.3,40.0,122.0,0,0,1,1,0,0,1
14.7,41.0,340.0,0,1,0,1,0,1,1
24.2,76.0,175.0,0,1,0,0,1,0,1
23.3,82.0,323.0,1,1,0,1,1,0,2
28.5,31.0,96.0,1,1,1,1,0,1,1
16.4,81.0,39.0,1,0,0,1,1,1,1
32.9,51.0,135.0,1,0,0,1,0,0,1
18.5,52.0,2.0,0,1,1,0,0,0,0
28.7,38.0,231.0,1,0,1,0,1,1,1
11.5,54.0,131.0,1,0,1,1,0,1,0
15.5,71.0,117.0,1,1,1,1,1,1,0
31.2,85.0,199.0,0,1,1,1,0,0,2
14.2,84.0,320.0,1,0,0,0,0,1,2
28.3,33.0,242.0,0,1,1,1,0,1,1
25.8,60.0,87.0,1,0,1,0,0,0,1
11.3,51.0,118.0,0,0,0,0,1,1,0
11.7,30.0,295.0,0,1,0,1,1,0,1
26.4,37.0,323.0,1,1,1,1,0,0,1
17.6,82.0,288.0,1,0,0,1,1,1,1
21.2,38.0,135.0,1,0,1,1,0,0,0
16.5,58.0,211.0,1,0,1,0,0,1,0
32.1,36.0,58.0,1,1,0,0,0,1,1
10.0,60.0,221.0,1,0,1,1,0,1,0
13.0,60.0,53.0,1,0,0,0,0,0,0
15.8,50.0,63.0,0,1,0,1,0,0,0
21.7,40.0,134.0,1,0,0,1,1,1,0
32.3,53.0,183.0,0,1,1,1,0,0,2
19.7,73.0,209.0,0,0,0,0,1,0,1
21.2,73.0,245.0,0,0,0,0,1,0,1
15.0,85.0,206.0,0,1,0,1,0,1,1
31.3,67.0,113.0,1,0,0,0,1,1,1
33.8,67.0,220.0,1,1,0,0,1,0,2
17.4,70.0,60.0,0,1,0,1,0,1,0
21.8,36.0,85.0,0,0,0,0,1,0,0
24.0,30.0,307.0,0,0,1,0,0,1,1
22.0,63.0,28.0,0,1,0,1,0,1,0
29.6,37.0,16.0,0,1,0,0,1,0,1
17.9,45.0,121.0,0,0,1,1,0,0,0
18.9,87.0,17.0,1,0,0,1,0,0,1
30.7,45.0,276.0,0,0,1,1,0,0,2
18.2,62.0,256.0,0,1,0,1,1,1,1
33.1,87.0,84.0,0,1,1,0,0,1,2
16.1,46.0,18.0,0,1,0,0,0,1,0
12.8,50.0,230.0,1,0,0,0,0,1,0
24.1,32.0,316.0,1,1,1,0,0,0,1
31.5,79.0,165.0,0,0,1,1,0,1,2
27.6,48.0,181.0,0,1,0,0,0,1,1
21.8,60.0,75.0,1,1,1,1,1,1,0
23.7,37.0,72.0,1,1,0,1,0,1,0
18.1,78.0,211.0,1,1,1,1,0,0,1
12.9,39.0,23.0,0,1,0,1,0,1,0
17.1,78.0,185.0,0,0,1,0,0,1,1
29.9,59.0,327.0,0,0,0,0,0,1,2
11.6,39.0,90.0,1,0,1,0,0,0,0
11.4,66.0,47.0,0,0,1,1,1,0,0
18.5,41.0,11.0,1,0,1,0,1,1,0
12.8,75.0,276.0,0,1,1,0,1,0,1
20.6,62.0,91.0,0,0,1,1,0,0,0
12.0,87.0,310.0,0,1,0,1,1,1,2
16.1,67.0,33.0,1,0,1,1,0,0,0
30.1,37.0,230.0,0,0,0,1,1,1,2
20.0,72.0,168.0,1,1,1,1,0,1,1
21.5,57.0,113.0,0,1,1,0,0,0,0
34.4,70.0,247.0,0,1,1,1,1,0,2
10.7,51.0,125.0,0,0,1,1,1,1,0
22.9,60.0,309.0,0,0,0,0,0,0,1
25.8,32.0,110.0,1,1,0,1,1,1,1
26.6,50.0,336.0,1,0,1,1,0,0,2
19.4,41.0,282.0,1,1,0,0,1,1,1
21.6,41.0,301.0,1,0,0,1,0,0,1
15.0,72.0,37.0,0,1,0,1,0,1,0
34.6,59.0,360.0,0,0,1,1,1,1,2
17.3,71.0,358.0,1,0,0,1,1,0,1
11.7,71.0,134.0,1,0,0,0,0,0,0
21.2,30.0,99.0,1,1,0,0,1,0,0
22.8,47.0,237.0,1,0,1,1,1,0,1
23.2,36.0,240.0,0,0,1,1,1,0,1
19.3,70.0,282.0,0,0,1,0,0,1,1
31.5,65.0,59.0,1,0,1,1,0,0,1
31.7,67.0,227.0,1,1,1,0,1,0,2
27.1,64.0,186.0,0,1,1,0,0,0,1
19.1,51.0,41.0,0,1,0,0,1,1,0
34.0,63.0,260.0,0,1,0,1,0,0,2
27.1,87.0,151.0,1,1,1,1,1,0,2
27.2,50.0,112.0,0,1,0,0,0,1,1
25.9,54.0,280.0,1,0,0,0,1,1,1
22.3,85.0,11.0,0,0,1,0,1,1,1
30.0,69.0,40.0,1,1,1,1,0,0,1
12.9,67.0,204.0,1,1,1,1,1,0,1
22.1,72.0,221.0,1,0,0,1,0,1,1
22.4,53.0,284.0,0,0,1,1,0,0,1
29.9,50.0,278.0,0,0,1,1,1,1,2
26.7,73.0,83.0,0,1,1,0,1,1,1
28.5,55.0,136.0,0,1,1,0,1,0,1
12.6,83.0,57.0,0,0,1,0,0,1,1
22.8,81.0,364.0,0,1,0,1,1,0,2
30.6,65.0,280.0,0,1,1,1,0,1,2
19.9,67.0,51.0,1,1,1,0,1,0,0
10.4,40.0,115.0,0,1,1,1,0,1,0
26.7,71.0,61.0,0,0,1,0,1,1,1
19.9,45.0,186.0,1,0,1,1,1,1,0
34.4,43.0,180.0,1,1,0,1,0,0,2
10.4,36.0,157.0,1,0,1,0,1,0,0
15.8,69.0,54.0,1,1,0,0,0,1,0
12.9,86.0,326.0,0,1,0,1,1,1,2
28.3,41.0,4.0,1,1,1,1,0,0,1
21.8,74.0,159.0,0,0,0,0,0,1,1
31.3,68.0,123.0,0,1,1,1,0,0,2
29.5,80.0,231.0,1,1,1,0,0,1,2
11.4,42.0,77.0,0,0,0,0,0,0,0
18.1,36.0,285.0,1,0,1,1,1,1,1
25.2,42.0,136.0,0,0,1,0,1,0,1
22.2,65.0,82.0,0,1,1,0,0,0,0
16.3,67.0,183.0,0,1,0,0,1,0,0
25.7,37.0,91.0,1,1,0,1,0,1,1
19.3,72.0,96.0,1,0,1,1,1,0,0
31.1,63.0,305.0,1,1,1,1,1,1,2
15.5,33.0,19.0,1,0,0,1,1,1,0
27.2,57.0,279.0,0,1,0,1,0,1,1
33.4,63.0,94.0,0,1,1,1,1,0,2
33.4,45.0,337.0,1,0,1,1,1,0,2
33.4,64.0,321.0,1,0,0,0,1,0,2
14.4,70.0,59.0,0,0,1,1,0,0,0
21.2,53.0,155.0,1,1,1,0,1,1,0
16.7,35.0,310.0,1,0,1,1,0,0,1
31.9,43.0,332.0,0,0,1,0,1,1,2
24.3,77.0,213.0,1,0,0,1,0,0,1
24.9,46.0,290.0,1,1,1,0,0,0,1
13.3,52.0,71.0,0,1,1,0,0,1,0
15.0,34.0,222.0,1,1,1,0,1,1,0
22.5,75.0,123.0,1,1,1,0,1,0,1
34.3,82.0,150.0,1,1,0,0,0,1,2
13.2,88.0,240.0,0,0,0,0,0,1,1
13.9,52.0,233.0,1,1,0,0,0,1,0
31.7,33.0,220.0,0,0,0,0,0,0,2
10.4,50.0,125.0,1,1,1,0,0,1,0
17.7,80.0,301.0,1,0,1,1,1,0,1
29.4,86.0,28.0,0,1,0,1,1,1,2
21.9,53.0,211.0,0,1,0,1,0,1,1
11.2,46.0,163.0,1,0,0,0,1,1,0
12.5,89.0,217.0,0,0,0,1,1,0,1
16.1,36.0,342.0,1,0,1,0,1,1,1
28.8,47.0,263.0,0,1,1,1,1,0,2
10.7,42.0,123.0,1,0,0,1,0,1,0
11.6,54.0,110.0,1,0,1,0,1,0,0
30.5,45.0,15.0,1,1,1,1,1,1,1
14.6,73.0,65.0,1,0,0,0,1,0,0
12.3,66.0,42.0,0,1,0,1,0,0,0
28.0,46.0,42.0,0,1,0,0,0,0,1
27.4,70.0,157.0,1,0,0,1,0,1,1
14.7,83.0,33.0,1,1,0,1,0,0,1
23.1,32.0,69.0,0,1,1,1,1,1,0
17.6,66.0,227.0,0,1,1,0,1,1,1
32.6,85.0,285.0,1,1,0,0,1,0,3
23.0,61.0,231.0,1,0,1,1,0,0,1
15.5,52.0,30.0,0,0,1,0,0,0,0
27.3,71.0,212.0,1,1,0,1,1,0,2
