fornecedor_auditado,laudo_residuos_agrotoxicos,temperatura_recebimento_c,tempo_desde_coleta_h,integridade_containers,sujeira_visivel_externa,umidade_lote_pct,documentacao_lote_ok,transporte_segregado_de_quimicos,lacre_viagem_integro,lote_identificado,probabilidade
1,0,35.0,29.3,1,1,19.3,1,0,0,0,2
1,1,10.2,13.3,0,0,22.0,1,0,1,0,1
0,0,14.0,21.3,0,0,16.1,1,1,1,0,0
0,1,26.9,63.6,1,1,18.8,1,0,0,0,1
0,0,11.5,35.2,0,1,19.5,0,1,1,0,1
1,0,24.7,25.9,1,0,19.8,0,1,0,1,1
1,1,27.1,17.1,1,1,22.0,1,1,1,1,1
0,0,24.7,35.9,0,1,23.7,1,0,0,0,2
0,0,19.1,52.2,0,1,19.0,1,1,1,0,1
1,1,27.4,22.1,1,1,18.8,0,1,1,1,1
1,0,24.9,55.0,0,0,20.9,1,0,1,0,2
1,1,15.2,46.1,1,0,18.3,1,1,1,0,1
0,0,24.1,57.1,0,1,17.1,0,1,0,1,1
1,0,32.0,19.6,0,0,23.7,0,0,0,0,2
0,1,26.7,46.2,1,0,22.5,1,1,0,0,2
1,0,21.8,12.8,1,0,23.7,0,0,0,1,2
0,1,18.0,27.5,1,1,17.7,0,0,0,1,0
0,1,12.1,52.7,1,1,16.1,0,1,0,0,1
0,1,16.1,46.2,1,0,19.5,1,0,1,1,1
1,0,10.3,15.2,1,1,23.5,0,1,0,0,2
1,1,34.7,62.1,1,0,17.1,1,0,0,1,2
0,1,15.6,5.7,0,0,16.9,0,0,1,1,0
1,1,30.4,43.7,0,1,16.6,0,1,1,1,2
0,0,14.2,70.9,1,1,22.1,1,0,0,1,2
0,1,17.1,39.2,1,0,22.3,0,1,1,1,2
0,0,20.5,58.0,1,0,21.6,1,0,0,0,2
1,1,18.1,43.7,1,1,16.4,1,0,1,1,1
0,0,30.0,56.8,1,0,21.8,1,0,0,0,3
1,1,33.9,47.9,1,0,19.6,0,0,1,0,2
0,1,31.9,50.4,0,0,17.3,0,0,1,0,2
0,0,13.8,17.9,0,0,18.4,1,0,0,0,0
0,1,29.4,53.9,0,1,20.0,0,0,1,1,2
1,1,13.7,18.7,1,0,18.6,0,1,0,0,0
0,0,32.8,70.6,1,0,23.8,0,0,1,0,3
1,0,22.9,17.9,0,0,19.8,0,1,0,0,1
1,1,18.4,18.6,0,0,19.0,0,1,1,1,0
0,0,13.9,62.1,0,0,21.4,1,1,1,1,2
1,0,10.3,19.0,0,0,21.2,0,1,1,1,1
1,1,16.2,27.3,0,0,16.0,1,1,0,0,0
0,0,32.9,52.0,0,1,20.9,1,1,0,1,3
0,1,29.9,13.1,1,1,18.0,0,1,0,0,0
0,0,34.2,13.1,1,1,19.0,1,1,1,0,1
1,1,12.5,36.0,0,0,21.7,0,0,1,1,2
0,0,24.8,19.1,0,1,20.5,0,1,1,0,1
1,1,16.4,18.5,1,0,18.9,0,0,1,1,0
1,1,23.6,2.6,1,1,17.3,1,0,0,0,0
1,0,18.0,27.9,1,0,20.0,1,1,1,1,1
0,0,17.1,24.3,1,1,18.6,1,1,1,0,0
1,1,24.3,4.2,0,0,23.3,1,1,1,1,1
0,1,14.6,45.5,1,0,20.3,0,0,1,0,2
0,1,21.7,45.9,1,0,22.9,1,1,1,1,2
0,0,26.3,7.0,1,1,19.1,1,1,1,1,0
0,1,13.2,24.2,1,0,22.6,0,0,1,0,2
0,1,33.3,63.1,0,0,16.5,0,1,0,0,2
0,0,22.6,42.8,0,1,18.4,0,1,1,1,1
0,0,30.5,30.8,1,0,16.6,0,1,0,0,1
0,0,26.3,34.6,0,0,16.3,0,0,1,0,1
1,1,27.8,16.6,0,0,23.4,1,0,1,1,2
0,0,27.9,58.8,0,0,21.7,0,0,1,0,2
1,0,31.9,66.0,1,0,21.0,1,1,0,1,2
1,1,25.3,65.7,0,0,20.3,1,1,0,1,2
1,0,17.0,17.7,0,1,20.6,0,0,0,0,1
1,1,12.5,23.8,1,0,21.1,1,1,1,0,1
1,1,25.2,13.2,1,1,22.6,0,0,0,1,1
1,1,11.7,23.5,0,0,20.8,0,1,1,1,1
1,1,16.0,25.3,1,1,22.0,1,0,0,1,1
1,1,11.5,46.3,1,0,18.2,1,1,1,1,1
0,1,23.7,15.3,0,0,23.8,0,0,1,0,2
0,1,14.0,66.4,0,0,16.3,1,0,1,0,1
1,0,25.3,9.2,1,1,19.1,1,1,1,1,0
0,0,29.8,2.5,0,1,23.1,1,1,0,1,2
1,1,30.5,61.8,0,1,17.4,1,0,1,0,2
0,0,17.7,51.3,1,1,17.1,0,1,0,0,1
0,1,23.7,26.9,0,0,18.9,0,0,0,0,1
1,1,24.1,43.7,0,1,19.4,0,0,0,1,1
1,1,21.8,17.6,0,1,23.5,1,1,0,0,2
1,0,26.4,13.8,0,1,22.7,1,0,1,0,1
0,0,15.3,35.0,0,1,19.7,1,1,0,0,1
1,0,34.5,26.7,0,0,23.8,1,0,1,1,3
1,1,12.5,45.1,1,0,21.1,1,0,0,1,2
1,1,30.7,17.3,1,0,23.0,0,1,1,1,2
1,1,24.9,48.4,1,1,18.0,0,1,1,1,1
1,1,16.1,55.7,0,1,19.9,1,1,0,1,2
1,1,28.6,13.7,0,1,16.2,0,1,0,0,0
0,1,12.1,5.1,0,1,16.1,1,1,0,1,0
1,0,29.4,32.8,1,0,21.6,0,0,0,1,2
1,1,24.7,56.2,1,0,16.9,1,1,0,1,1
1,0,12.8,47.6,1,0,20.4,1,1,1,0,2
1,1,12.0,51.1,1,1,21.6,1,1,0,0,2
1,1,28.8,30.2,1,1,16.3,1,1,1,0,1
0,0,17.3,18.4,0,1,19.6,1,0,0,0,1
1,1,32.2,39.2,0,1,21.5,1,0,0,1,2
0,0,29.1,16.3,1,0,23.1,0,0,1,0,2
0,1,27.5,52.8,1,1,18.4,1,0,1,0,1
1,0,17.0,15.8,0,1,23.8,1,0,1,0,2
1,0,27.7,22.4,0,1,22.8,0,0,1,1,2
0,1,33.7,37.5,1,1,21.2,0,1,0,0,2
0,0,12.3,36.1,1,1,19.1,0,1,1,0,1
0,1,18.2,44.1,1,0,21.7,1,1,0,0,2
0,1,15.9,32.6,1,1,22.5,1,0,1,1,2
0,0,19.8,66.4,1,0,18.4,0,1,1,0,1
0,0,28.6,60.8,1,1,23.9,1,0,0,0,3
1,0,21.9,63.5,0,1,23.3,0,0,1,1,2
1,0,24.3,46.1,0,1,19.9,1,1,0,0,2
1,0,17.9,46.5,1,0,21.8,0,1,0,0,2
0,1,13.5,44.6,0,0,20.2,0,1,0,1,2
0,0,16.7,32.4,0,1,22.1,0,0,0,0,2
0,1,31.5,24.5,1,1,22.6,0,0,1,1,2
1,0,25.1,43.4,0,0,16.2,0,1,0,1,1
0,1,19.4,3.8,0,1,16.6,1,0,1,0,0
0,1,29.7,2.5,0,1,18.7,0,1,0,0,1
0,0,11.6,61.6,0,1,23.3,0,0,1,1,2
1,1,16.3,5.2,1,0,19.2,1,0,1,0,0
0,0,15.8,38.7,1,1,23.1,0,1,1,0,2
0,0,34.6,45.0,1,0,19.7,0,1,0,1,2
1,1,27.7,15.9,1,1,18.3,1,0,0,0,0
1,1,25.4,64.7,1,1,23.2,0,0,0,0,2
0,0,10.1,15.3,0,0,20.5,1,0,0,0,1
0,0,14.6,63.9,0,1,18.9,0,1,0,1,1
1,0,25.9,55.4,0,0,16.4,1,1,0,1,1
1,0,19.5,18.9,0,1,16.9,0,0,1,1,0
1,0,33.1,12.6,1,0,17.1,1,0,0,1,1
0,0,29.1,24.1,0,1,18.9,1,1,1,1,1
0,1,21.2,29.9,0,0,20.9,1,0,1,1,1
1,0,28.7,19.2,0,0,18.5,0,1,1,0,1
0,1,34.4,71.9,0,0,16.5,0,1,1,1,2
0,1,21.5,18.1,1,1,18.1,1,1,1,1,0
1,1,26.1,60.1,0,0,19.3,0,0,0,0,2
1,0,33.0,13.1,0,0,23.9,0,1,0,1,2
0,1,16.2,70.6,0,0,19.1,1,1,1,0,1
1,1,32.2,17.8,0,0,16.7,0,0,0,1,1
0,0,12.4,31.5,1,0,20.6,0,1,0,0,1
1,1,26.2,41.1,0,1,23.4,1,1,0,1,2
1,0,29.6,10.4,0,1,22.3,1,0,1,1,2
0,1,25.4,59.2,0,1,22.7,1,0,0,1,2
1,0,22.4,21.2,0,1,23.4,1,1,0,0,2
0,1,25.4,40.4,0,1,21.1,0,1,1,0,2
1,0,13.8,40.5,1,0,24.0,0,1,1,1,2
0,0,15.4,44.2,0,1,16.3,1,1,1,1,1
0,0,16.7,5.9,0,0,22.7,1,1,0,1,1
1,0,24.9,13.8,0,1,22.9,0,1,1,0,1
1,0,21.0,13.3,0,0,23.3,1,1,0,1,1
0,0,16.1,23.1,0,1,19.8,1,1,1,0,1
1,0,32.1,12.1,1,0,22.3,0,0,1,0,2
1,1,19.3,66.5,0,0,17.6,1,0,0,0,1
0,1,21.2,37.9,1,0,20.8,0,0,0,0,2
1,1,20.2,45.7,1,1,18.9,0,1,0,1,1
1,1,14.5,27.0,0,0,20.8,1,1,0,1,1
0,0,28.3,21.3,1,0,21.4,0,0,1,0,2
0,0,21.2,37.2,0,0,18.8,0,0,0,1,1
1,0,10.4,22.6,1,1,17.7,1,0,1,0,0
0,0,34.1,26.1,0,1,18.6,0,0,1,0,2
1,0,30.4,33.7,0,1,21.3,0,1,0,0,2
1,1,28.1,37.4,0,1,21.4,1,0,0,1,2
0,1,31.7,70.9,1,0,21.9,0,0,0,0,3
0,1,32.7,17.6,1,1,17.0,1,0,1,1,1
1,0,18.4,36.2,0,0,22.5,0,1,0,0,2
0,1,25.3,12.5,1,0,21.5,1,1,1,0,1
0,0,25.2,26.5,1,0,16.2,0,1,0,1,0
1,0,16.7,52.2,1,0,18.7,1,1,1,1,1
1,0,15.5,14.2,0,0,19.7,1,1,0,0,0
1,1,12.8,42.7,1,1,18.9,1,1,0,0,1
1,0,26.5,31.2,0,1,16.9,0,1,0,1,1
1,0,29.5,5.6,0,0,17.7,0,0,1,1,0
0,0,29.0,67.3,0,0,16.2,1,0,0,0,2
1,0,17.9,31.0,1,1,16.7,0,0,0,0,1
1,0,15.1,56.9,1,0,18.1,1,1,1,0,1
1,0,21.3,31.1,1,1,22.6,1,1,1,0,2
1,0,23.7,67.6,1,0,20.2,1,1,0,1,2
0,0,33.0,22.3,0,1,19.4,0,0,0,0,2
1,0,31.9,30.9,0,1,21.3,1,1,0,1,2
0,0,32.9,55.1,1,0,20.3,1,1,1,1,2
1,1,31.3,26.1,1,0,17.1,0,1,0,0,1
0,0,34.1,27.5,0,1,17.8,1,1,1,1,1
0,1,21.6,71.6,0,0,17.8,0,1,0,1,1
0,1,11.2,40.9,1,0,20.8,0,0,0,0,2
1,0,12.1,50.3,0,0,19.7,0,0,0,0,2
1,0,19.8,47.0,1,0,19.1,1,0,0,0,1
0,0,16.4,60.0,1,1,20.5,1,0,1,0,2
0,0,14.2,62.3,0,0,23.8,1,1,0,0,3
0,0,33.8,41.4,0,0,18.5,1,0,0,1,2
0,0,14.9,22.6,1,1,20.2,1,0,1,0,1
1,0,34.0,3.6,0,1,19.8,0,0,0,0,1
0,0,29.0,45.0,0,1,21.7,0,1,0,1,2
0,1,26.0,59.8,0,1,21.8,0,0,1,0,2
0,0,26.9,33.5,1,0,21.8,1,1,1,0,2
0,1,18.3,13.5,1,1,17.6,0,1,1,0,0
1,0,26.2,22.2,0,0,19.6,0,0,1,1,1
1,1,14.7,37.7,1,1,22.5,0,1,0,1,2
0,0,33.4,60.6,0,1,19.1,1,1,1,1,2
1,1,17.5,14.0,0,1,23.9,1,1,1,1,2
0,1,16.4,44.9,0,1,18.9,1,0,0,0,1
0,0,27.8,54.7,0,0,20.0,0,1,1,0,2
0,1,26.4,67.5,1,0,19.8,0,0,0,1,2
0,0,21.3,10.2,1,1,19.5,1,0,0,0,0
0,0,25.8,66.8,0,0,22.8,0,1,0,1,2
1,1,14.0,44.1,1,1,17.2,1,0,1,1,1
1,1,26.8,55.7,1,1,20.5,1,1,1,1,2
1,0,16.8,5.8,1,0,20.9,0,1,0,0,1
0,1,16.8,37.4,0,1,22.8,1,1,0,1,2
0,1,14.1,45.6,0,1,20.9,0,0,1,0,2
0,1,18.3,23.5,0,1,23.7,0,1,0,0,2
0,0,18.3,32.2,0,0,23.0,1,1,0,1,2
0,1,21.4,40.8,0,0,18.8,1,1,0,0,1
1,0,14.8,40.7,0,0,22.9,0,0,1,0,2
1,1,14.8,4.9,0,0,23.7,1,0,1,1,2
1,1,23.5,32.8,1,0,18.1,1,0,0,0,1
1,1,13.2,17.0,1,0,20.9,0,0,1,0,1
1,1,27.2,66.2,1,0,18.3,1,0,1,0,1
1,1,33.6,70.4,0,0,21.2,1,0,0,1,3
0,0,20.7,23.0,1,1,16.7,0,1,1,1,0
1,0,32.5,14.3,1,1,21.9,0,0,0,1,2
1,1,12.5,17.4,1,1,19.4,1,1,0,0,0
1,0,11.1,35.4,1,0,20.7,0,0,0,0,1
1,1,28.0,63.2,1,1,16.2,1,1,1,0,1
0,0,29.0,37.0,1,1,21.6,1,1,0,0,2
1,1,31.1,5.9,1,0,20.0,1,0,0,0,1
0,0,11.4,4.8,1,1,21.0,0,0,1,0,1
1,0,29.4,17.9,1,0,18.5,0,1,1,1,1
1,0,19.4,61.0,1,1,17.2,1,1,0,1,1
1,0,17.6,45.5,0,0,19.5,0,0,0,0,1
0,0,14.3,41.4,1,1,23.6,1,1,1,0,2
1,0,34.9,24.3,0,0,17.8,1,0,1,0,1
1,1,11.6,67.1,1,1,21.4,1,1,1,0,2
0,1,30.7,25.2,1,1,16.4,1,1,1,0,1
0,1,26.0,60.4,1,0,21.7,0,0,1,1,2
1,1,28.4,64.7,0,0,17.9,0,0,0,0,1
1,1,27.8,35.8,1,0,19.6,0,1,0,1,1
1,1,31.5,64.6,0,0,18.9,1,1,1,0,2
1,0,14.6,21.4,0,0,16.9,1,1,1,1,0
0,1,10.0,48.1,0,1,18.8,1,1,0,1,1
1,0,25.0,8.2,1,1,18.8,1,0,0,1,0
0,0,18.8,35.2,0,1,20.2,0,1,1,1,1
1,1,13.1,17.2,0,1,23.8,1,0,0,0,2
0,0,14.7,6.4,1,1,19.8,0,1,0,0,0
1,1,18.3,2.3,1,0,23.3,0,0,1,1,1
0,1,11.8,24.7,0,1,19.7,0,0,0,1,1
1,1,11.4,43.3,1,0,16.9,0,1,0,1,1
0,1,32.9,33.9,0,1,17.8,1,1,0,0,1
0,1,17.8,23.1,1,0,19.3,0,1,0,0,1
1,0,34.6,71.4,0,0,18.6,0,0,1,0,2
0,1,34.1,67.8,1,0,22.9,1,0,0,0,3
1,0,13.6,10.8,1,1,21.4,1,1,0,0,1
1,0,27.9,31.1,1,1,20.6,0,1,0,0,2
1,0,25.0,47.4,1,1,19.9,0,1,0,1,2
0,0,27.3,53.3,1,0,19.2,1,0,1,1,2
0,1,12.4,27.6,0,1,20.9,1,1,0,0,1
0,0,14.7,54.2,0,1,17.0,0,0,1,1,1
1,1,11.9,10.7,0,0,17.3,0,1,0,1,0
1,1,25.1,25.2,0,1,18.4,0,1,1,1,0
1,1,34.7,52.2,1,1,17.4,0,0,0,1,2
1,1,26.8,45.8,0,0,21.4,1,1,0,1,2
0,0,27.8,60.6,1,0,16.2,0,1,0,0,1
0,0,34.6,5.3,0,0,17.3,1,1,0,0,1
0,1,27.0,14.2,0,1,23.2,0,1,0,0,2
0,1,11.0,5.4,1,1,24.0,1,0,0,1,2
0,1,31.7,15.4,1,1,19.9,1,1,0,1,1
0,0,19.1,2.3,1,1,20.0,0,0,1,1,0
0,0,10.1,37.3,0,0,22.2,1,1,1,0,2
0,0,22.7,39.0,1,0,16.3,1,0,1,1,1
1,0,33.4,48.1,1,0,19.4,1,1,0,1,2
1,0,16.4,28.9,0,0,16.8,0,0,1,0,0
1,1,22.3,2.2,1,1,19.2,0,0,1,1,0
0,0,14.3,49.2,1,1,23.9,1,0,1,1,3
0,1,11.4,5.8,0,1,22.0,0,0,0,1,1
0,1,12.0,62.6,0,1,23.9,1,1,1,1,3
0,1,28.2,3.6,0,0,22.0,1,1,1,1,1
1,0,31.6,39.1,1,1,20.9,0,1,0,0,2
1,0,13.6,64.6,1,0,22.0,0,1,1,1,2
0,1,17.2,42.1,1,1,21.3,1,0,1,1,2
0,0,14.9,44.6,1,1,19.7,0,1,1,1,1
0,1,10.7,49.7,0,1,18.3,0,0,1,0,1
0,1,23.8,10.6,1,1,20.2,1,1,1,1,1
1,0,27.5,49.2,0,0,18.1,0,0,1,0,1
1,1,26.2,63.6,1,1,19.9,0,0,1,0,2
1,0,19.7,70.2,0,1,17.2,0,0,0,1,1
1,0,23.9,33.0,0,1,20.5,0,1,1,0,1
1,1,12.4,26.1,0,0,18.0,0,1,1,0,0
1,1,13.9,54.7,0,0,18.3,0,1,1,1,1
1,0,33.3,40.0,0,1,20.0,1,0,0,1,2
1,1,29.0,20.0,1,0,17.3,0,0,0,1,1
0,1,33.1,14.1,0,1,23.7,1,1,1,1,2
1,1,32.9,13.9,1,0,19.6,0,1,1,0,1
1,0,26.2,34.1,0,1,18.8,1,0,1,0,1
1,0,33.2,13.9,1,0,16.2,0,1,0,1,1
1,1,20.4,3.4,0,1,22.7,1,0,1,0,1
1,1,10.1,5.6,0,0,21.0,0,1,1,0,1
1,1,11.6,67.1,0,1,19.3,1,1,0,0,1
0,0,12.7,7.1,1,0,18.0,1,1,0,0,0
1,0,12.4,7.1,1,1,22.0,0,0,0,0,1
1,1,18.8,33.6,0,0,23.6,1,1,1,1,2
1,0,27.5,19.2,0,1,19.0,0,0,1,1,1
0,0,29.8,69.4,1,1,17.1,0,0,1,1,2
1,1,24.8,65.8,1,1,16.9,0,1,1,0,1
0,1,13.7,30.3,0,0,16.1,1,0,0,1,0
0,0,28.7,33.4,0,0,22.0,1,0,1,1,2
1,0,18.9,28.3,1,0,23.9,1,1,0,1,2
1,0,10.3,4.7,0,0,23.9,1,0,0,0,2
1,1,17.0,22.5,0,1,22.3,1,0,0,1,1
0,0,18.3,10.6,0,1,17.3,1,0,1,0,0
1,1,16.9,9.2,0,0,23.8,1,1,1,1,2
1,0,30.3,41.3,1,1,18.6,0,0,1,1,2
1,1,29.0,8.9,0,0,18.7,1,0,1,0,1
1,1,27.4,9.2,0,1,21.5,0,1,0,0,1
0,1,13.5,35.6,0,0,16.4,0,0,1,0,1
1,1,30.2,33.0,1,1,22.6,1,0,0,1,2
0,1,26.9,11.6,0,0,24.0,0,1,1,0,2
1,0,14.9,2.3,0,0,22.2,0,1,1,1,1
0,1,26.2,15.5,0,0,22.3,1,0,1,1,1
0,1,22.1,18.5,1,0,19.1,1,1,0,1,0
1,1,21.0,58.0,1,1,16.5,0,0,1,0,1
1,0,12.8,66.1,0,1,22.3,0,0,1,0,2
1,1,23.0,30.4,0,0,20.8,0,1,0,1,1
1,0,12.5,30.4,0,0,23.3,0,0,1,0,2
1,1,14.1,51.9,0,1,16.9,0,0,1,0,1
0,1,13.3,45.9,1,1,18.4,1,0,0,1,1
0,0,33.9,14.9,1,0,18.9,0,1,0,0,1
0,1,17.1,9.5,0,1,21.5,1,0,0,0,1
0,1,18.9,32.6,0,1,22.3,0,1,1,1,2
0,0,18.1,41.5,0,1,23.7,1,0,1,1,2
1,0,32.5,11.7,1,1,18.4,1,1,1,0,1
1,0,24.1,22.5,1,0,19.9,0,1,1,1,1
1,1,33.0,23.4,0,0,16.2,1,1,1,1,1
0,1,17.5,20.3,0,1,18.0,0,0,1,1,0
1,1,12.9,34.3,0,0,19.0,1,1,0,1,1
1,1,23.9,47.7,0,0,20.8,1,0,1,1,2
1,1,18.6,37.7,0,1,19.8,1,1,0,0,1
0,0,30.0,16.1,0,0,18.9,1,1,1,1,1
0,0,32.0,9.2,1,1,21.0,1,0,0,1,2
1,0,21.8,59.5,0,0,22.6,0,1,1,0,2
0,0,34.3,35.6,0,0,17.9,0,0,1,0,2
0,1,23.8,6.3,1,0,18.7,1,0,1,1,0
0,0,16.8,20.1,1,0,21.6,1,0,0,1,1
1,0,22.2,58.3,1,1,22.2,0,0,1,1,2
1,0,10.9,54.6,1,1,22.6,1,1,1,1,2
0,0,30.1,63.3,1,1,17.7,0,1,0,0,2
0,0,12.5,44.1,0,1,20.3,0,0,1,0,2
1,0,17.7,31.6,0,0,23.2,1,0,0,1,2
1,1,24.1,31.9,0,0,19.1,1,0,0,1,1
1,0,11.1,15.6,1,1,19.4,1,1,1,0,0
0,0,12.0,47.6,1,0,23.9,1,1,1,1,3
1,0,27.4,43.0,1,1,16.9,0,1,0,0,1
0,1,11.8,12.8,1,1,21.6,1,0,1,0,1
1,1,21.9,64.0,0,1,22.8,0,1,1,1,2
0,1,18.5,27.8,1,1,17.2,1,0,1,0,0
0,1,15.7,5.5,1,1,21.7,1,0,1,1,1
0,1,14.7,25.0,1,1,19.8,0,1,1,1,1
0,1,29.1,62.9,1,1,22.8,1,0,0,0,3
1,0,33.8,66.2,0,0,23.3,0,0,0,0,3
0,1,13.5,36.3,1,0,23.0,1,0,0,1,2
0,0,34.0,68.9,0,1,16.5,0,1,1,0,2
0,0,24.9,63.3,0,0,22.1,0,1,1,0,2
1,1,26.0,59.8,0,1,23.4,1,0,1,0,3
1,0,27.7,62.2,0,0,21.0,1,1,0,0,2
1,0,27.6,28.7,1,1,20.8,0,0,1,0,2
1,1,30.5,55.0,1,1,16.4,1,1,1,0,2
1,0,22.1,42.4,0,1,22.8,1,0,1,0,2
1,0,23.3,52.4,1,1,16.4,1,1,1,1,1
0,1,18.1,14.4,0,0,18.5,1,0,0,1,0
1,1,12.6,53.2,0,0,23.4,0,1,0,0,2
1,0,26.6,69.0,1,0,23.6,1,0,1,0,3
1,1,10.8,23.2,0,0,23.9,1,1,1,0,2
0,1,16.9,71.0,1,1,19.8,1,1,1,0,2
1,0,12.4,28.5,1,1,17.4,1,0,1,1,0
0,0,14.8,16.0,1,0,19.9,1,0,1,0,1
0,0,26.0,9.9,0,0,16.8,1,0,0,0,0
1,0,25.7,56.9,1,1,23.0,1,0,1,0,2
0,0,20.5,40.8,0,1,20.5,1,1,0,0,2
0,0,12.3,23.5,1,1,19.2,1,0,0,0,1
1,0,20.8,44.6,1,1,16.6,1,1,0,0,1
0,0,18.8,25.2,0,0,19.2,0,0,1,0,1
1,0,28.0,33.4,0,0,22.9,0,0,1,1,2
0,0,24.5,62.4,0,0,21.6,1,0,1,1,2
0,0,22.3,48.8,0,0,16.7,0,1,0,1,1
1,0,22.2,55.4,0,0,17.3,1,0,1,1,1
1,1,34.2,42.8,0,0,19.1,1,0,0,1,2
0,0,28.9,71.4,1,1,16.8,0,0,0,1,1
1,1,22.4,18.9,1,0,23.5,0,0,0,0,2
1,1,22.0,20.4,0,1,21.2,0,0,1,1,1
0,1,10.7,8.5,0,1,16.8,0,1,0,0,0
1,1,33.6,40.8,1,1,22.3,1,1,0,1,3
0,0,18.0,44.9,1,1,18.9,1,0,0,1,1
1,1,16.4,52.8,1,1,18.0,0,1,1,0,1
1,0,35.0,25.5,1,0,20.6,0,1,1,0,2
1,0,28.0,2.9,1,0,16.1,0,1,0,0,0
1,0,11.2,46.3,1,1,19.7,1,1,0,0,1
0,0,11.5,71.9,1,1,22.8,1,0,0,0,2
0,0,10.6,22.6,1,0,23.4,0,1,1,0,2
0,0,25.0,14.9,0,0,18.7,1,1,0,1,0
1,1,11.8,21.7,1,0,21.1,0,0,0,0,1
1,1,33.3,31.8,1,0,17.8,1,0,0,1,1
0,0,33.4,19.6,0,1,20.5,0,1,0,0,2
1,1,23.7,26.3,0,0,18.0,1,1,0,1,0
1,0,25.4,46.7,1,1,20.6,1,0,0,1,2
1,0,17.3,26.2,1,1,17.4,0,1,0,0,0
0,1,11.6,29.7,1,1,23.5,1,1,1,0,2
1,1,28.4,4.8,1,0,23.1,1,1,0,1,2
1,0,12.5,66.3,1,0,18.7,0,0,1,1,1
0,0,12.1,30.5,0,0,22.2,0,0,0,0,2
0,0,17.8,25.0,0,1,16.8,0,1,0,0,0
0,0,10.3,8.1,0,1,21.9,1,1,0,1,1
0,0,20.9,46.4,0,0,18.3,0,1,1,1,1
1,1,27.7,62.5,1,0,17.1,0,0,1,0,1
1,1,30.0,4.9,1,1,21.4,1,0,0,1,1
1,0,25.1,12.2,0,1,19.8,1,0,1,1,0
0,1,31.2,12.2,0,1,20.2,1,0,1,1,1
1,0,20.2,44.2,1,1,20.2,0,1,0,0,2
0,0,31.2,66.5,1,1,16.5,1,0,1,0,2
1,0,22.7,32.6,1,0,16.4,0,0,0,1,1
0,1,15.6,26.1,0,0,20.8,0,1,0,1,1
0,1,33.6,55.6,1,1,21.0,1,1,1,1,3
1,1,16.9,54.0,1,0,16.4,1,1,0,0,1
0,0,10.7,19.3,1,1,19.0,1,1,0,1,0
1,1,16.1,13.3,1,1,20.9,0,1,0,1,1
1,0,19.2,27.0,1,0,21.3,1,1,1,1,1
1,0,18.8,56.3,0,0,22.6,0,1,1,1,2
1,1,23.1,50.7,0,0,19.4,0,0,0,0,1
0,0,32.1,48.6,0,1,20.4,0,0,0,1,2
1,1,17.3,60.1,1,1,20.6,1,1,0,0,2
0,1,23.0,21.4,1,1,18.5,0,1,1,1,0
1,1,18.5,25.8,0,1,16.4,1,0,1,1,0
0,0,30.5,5.0,0,1,16.0,0,0,0,1,1
0,0,13.9,62.8,0,0,22.7,1,0,1,0,2
1,1,12.6,42.8,0,0,17.6,1,1,1,1,1
0,1,22.6,22.9,1,1,21.0,1,0,0,1,1
1,1,26.8,6.9,1,1,20.6,0,0,0,0,1
1,1,29.9,52.6,0,1,19.2,0,0,0,0,2
1,0,24.7,54.4,0,0,22.7,1,1,1,0,2
1,0,29.3,48.6,1,0,21.6,0,0,1,0,2
1,1,19.8,16.3,1,0,16.2,1,0,0,1,0
0,0,10.8,65.9,0,0,22.2,0,1,0,1,2
0,1,12.9,54.7,0,1,20.1,1,0,0,1,2
0,0,11.0,48.0,0,0,18.8,0,0,0,1,1
1,1,18.2,47.6,0,0,21.8,0,0,0,0,2
0,1,22.4,65.3,1,1,21.5,0,0,0,1,2
0,0,18.9,67.0,1,1,18.5,1,1,1,0,1
0,0,24.0,43.7,1,0,23.9,1,0,1,0,2
0,1,22.0,31.2,0,1,21.2,0,1,0,1,1
0,0,26.9,27.5,0,1,20.8,0,1,1,1,1
0,1,26.7,59.3,0,1,16.6,0,0,1,0,1
0,1,18.0,47.1,1,0,18.2,1,1,1,0,1
0,1,18.7,7.4,1,1,19.6,0,0,1,0,0
0,0,24.6,12.0,0,1,21.0,0,1,1,0,1
0,1,24.9,65.0,1,1,20.1,1,0,0,0,2
1,0,17.9,63.9,0,1,22.1,1,0,1,0,2
0,1,18.3,68.6,1,0,18.1,1,1,0,0,1
0,1,27.4,31.9,0,1,21.6,1,1,1,0,2
0,0,26.2,56.9,1,1,22.5,1,1,0,1,2
1,0,13.4,60.0,1,1,22.1,1,0,0,0,2
1,0,21.0,24.1,0,0,22.2,1,1,0,0,1
1,1,32.3,12.2,0,1,23.1,1,0,0,1,2
0,0,10.9,71.8,0,1,16.7,1,1,0,0,1
0,0,31.4,4.1,0,1,21.6,0,1,1,1,2
0,1,14.1,43.8,1,0,23.7,1,0,1,1,2
1,1,22.7,47.5,1,0,20.6,1,0,0,1,2
1,1,20.6,49.7,1,1,17.7,1,0,0,0,1
1,1,10.3,19.9,0,1,24.0,1,0,0,0,2
1,1,32.9,52.5,1,0,17.4,0,1,0,0,2
1,1,21.4,17.1,0,0,18.7,0,0,1,0,0
1,0,33.9,60.0,0,0,17.4,1,1,1,0,2
1,1,17.2,17.3,1,0,19.7,1,1,0,1,1
0,1,31.7,50.8,0,0,19.4,1,0,0,0,2
