tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
65.7,19.8,0,0,0,0,2.0,0,0
42.3,23.9,0,0,1,1,2.0,1,0
61.2,32.1,0,1,0,0,0.0,0,0
60.3,32.6,1,0,1,0,0.0,0,0
56.2,34.7,0,0,1,1,0.0,0,0
47.2,18.9,0,0,1,0,1.0,0,0
6.7,27.5,1,1,1,1,1.0,1,0
53.6,26.9,0,1,0,1,1.0,1,0
61.5,34.8,1,0,0,0,1.0,1,0
30.9,24.6,0,1,0,0,0.0,1,0
53.9,33.2,1,0,0,0,2.0,0,0
19.6,34.4,0,1,0,0,2.0,1,0
23.9,26.6,1,1,1,1,0.0,0,0
16.0,33.5,0,1,0,1,0.0,1,0
2.5,24.3,0,0,0,0,1.0,0,0
43.5,23.5,0,0,0,1,1.0,0,0
61.8,19.1,0,1,0,0,0.0,1,0
27.1,21.7,1,1,1,1,1.0,1,0
37.9,33.9,0,1,1,0,0.0,0,0
48.2,21.4,0,0,0,0,0.0,1,0
28.7,31.6,1,0,1,0,1.0,1,0
39.0,28.9,1,0,1,1,1.0,0,0
71.7,27.5,1,1,0,0,1.0,0,0
42.1,32.3,0,1,0,0,1.0,0,0
40.8,25.3,0,0,1,1,0.0,0,0
27.4,25.6,1,1,0,0,2.0,0,0
35.2,24.7,0,1,1,0,0.0,0,0
39.4,26.7,1,0,1,1,1.0,1,0
25.0,29.3,1,0,1,0,1.0,0,0
65.3,20.1,0,1,1,0,1.0,1,0
25.0,28.5,1,0,0,1,1.0,0,0
39.5,20.4,1,0,0,0,0.0,0,0
6.2,32.9,0,1,1,0,1.0,1,0
59.6,26.6,0,0,0,0,0.0,1,0
47.8,19.5,1,0,0,1,1.0,0,0
18.1,23.8,0,1,1,0,2.0,0,0
42.4,26.0,1,0,1,1,1.0,0,0
7.6,20.1,0,1,0,1,1.0,1,0
21.4,31.2,1,0,1,0,2.0,0,0
36.5,21.8,1,0,0,0,0.0,0,0
13.4,26.1,1,1,0,0,0.0,0,0
42.3,31.0,1,0,1,0,1.0,0,0
44.6,23.8,0,0,0,0,0.0,0,0
8.6,34.4,1,1,1,1,0.0,0,0
31.4,34.7,1,0,0,1,1.0,0,0
43.2,26.6,1,0,1,0,0.0,1,0
35.3,24.5,0,0,0,0,2.0,0,0
66.5,23.1,0,0,0,0,1.0,1,0
66.7,29.2,1,1,1,1,0.0,0,0
29.2,23.4,0,1,0,0,1.0,0,0
23.0,28.6,0,0,1,0,1.0,0,0
50.6,20.5,1,1,1,1,1.0,0,0
51.2,20.5,1,1,0,0,0.0,1,0
15.3,20.6,0,1,1,0,1.0,0,0
46.0,26.7,1,0,1,0,2.0,1,0
70.4,25.4,1,0,0,0,2.0,1,0
59.5,25.0,0,0,1,0,0.0,0,0
9.1,22.1,0,1,1,1,1.0,1,0
15.1,32.8,1,1,0,1,0.0,1,0
32.4,28.7,1,0,1,0,1.0,1,0
37.8,20.4,0,0,0,0,1.0,1,0
18.2,32.4,0,1,0,1,1.0,0,0
45.4,18.9,1,1,1,0,1.0,1,0
21.3,34.2,1,0,0,0,1.0,0,0
34.8,28.9,1,1,1,1,2.0,0,0
47.2,22.6,0,1,1,1,0.0,1,0
29.4,22.8,0,0,0,0,2.0,0,0
38.4,33.5,1,0,1,1,1.0,0,0
21.5,21.2,0,1,1,0,2.0,1,0
8.9,18.3,1,0,1,0,2.0,1,0
39.0,24.3,1,0,0,0,1.0,1,0
56.3,29.0,0,1,1,1,1.0,0,0
26.2,33.4,0,1,1,0,0.0,1,0
16.7,27.3,1,1,0,0,0.0,0,0
12.0,33.0,0,0,0,0,2.0,0,0
34.6,32.7,0,1,0,1,1.0,1,0
27.0,25.7,1,0,0,0,1.0,0,0
58.0,31.0,0,1,0,1,0.0,1,0
48.2,26.2,1,0,0,0,2.0,0,0
71.9,20.1,1,0,1,1,0.0,0,0
63.6,20.4,0,0,1,0,2.0,1,0
23.8,33.8,0,0,1,0,2.0,1,0
44.5,27.7,0,1,0,0,0.0,1,0
55.5,29.5,1,0,1,0,1.0,1,0
44.4,25.3,1,1,1,0,1.0,0,0
38.9,25.4,0,1,0,0,2.0,0,0
47.1,34.2,1,0,0,1,1.0,1,0
13.7,32.5,0,0,0,0,1.0,0,0
33.2,30.9,1,0,0,1,0.0,0,0
35.0,27.7,1,0,1,1,2.0,0,0
2.6,25.9,0,1,0,0,1.0,0,0
23.2,33.8,1,0,0,1,1.0,0,0
8.1,18.6,0,1,0,1,1.0,1,0
56.5,20.0,0,0,0,0,0.0,1,0
69.7,30.1,0,0,1,0,0.0,0,0
61.3,18.6,0,1,1,0,1.0,1,0
25.5,27.9,1,1,1,0,0.0,1,0
17.3,20.9,0,1,1,0,2.0,1,0
37.7,22.2,1,0,1,0,2.0,1,0
70.7,20.5,1,0,0,1,2.0,0,0
36.2,29.1,0,0,1,1,2.0,1,0
5.6,26.4,1,1,0,0,1.0,0,0
18.3,19.5,1,1,1,0,2.0,1,0
20.6,20.5,0,0,0,1,2.0,1,0
46.8,27.2,0,1,0,0,1.0,0,0
61.0,22.9,1,0,0,0,2.0,1,0
18.2,25.6,1,0,1,0,1.0,1,0
35.4,23.7,1,0,1,0,1.0,0,0
60.5,33.8,0,1,1,1,1.0,0,0
17.2,27.6,0,0,1,1,1.0,1,0
21.8,20.0,1,0,1,0,2.0,0,0
69.4,34.8,1,0,1,0,2.0,1,0
43.1,23.9,0,0,0,0,0.0,0,0
60.4,19.2,1,1,0,1,1.0,0,0
33.7,31.6,0,0,1,0,0.0,1,0
9.6,22.4,0,1,1,0,1.0,1,0
68.8,32.7,0,0,0,1,0.0,1,0
33.6,34.6,0,1,0,1,0.0,0,0
49.1,29.8,1,0,1,1,0.0,1,0
66.8,30.9,0,0,0,1,1.0,1,0
50.4,31.5,1,0,1,0,0.0,1,0
31.3,31.2,1,0,0,0,1.0,1,0
2.7,33.2,0,0,0,0,1.0,1,0
27.6,19.6,1,1,1,0,1.0,1,0
44.5,26.2,0,0,1,1,0.0,0,0
33.3,23.7,1,1,0,1,1.0,1,0
48.9,25.1,0,1,0,0,1.0,0,0
13.6,20.6,1,1,0,1,0.0,1,0
14.1,28.6,1,0,0,1,0.0,1,0
18.2,28.3,1,1,0,1,1.0,0,0
50.3,18.7,0,1,0,0,2.0,0,0
16.7,24.4,0,1,0,1,1.0,0,0
70.9,23.3,0,0,1,0,1.0,0,0
19.5,21.9,0,0,1,1,1.0,0,0
32.5,21.0,1,0,0,1,1.0,1,0
41.3,30.7,1,1,1,1,2.0,0,0
55.1,23.3,0,1,1,1,1.0,1,0
40.8,23.7,1,1,1,1,0.0,1,0
36.7,18.8,0,1,0,1,2.0,1,0
32.1,19.0,0,0,0,0,0.0,0,0
5.8,27.0,1,1,0,0,1.0,1,0
9.1,20.1,0,0,0,0,1.0,1,0
58.5,24.7,0,1,1,0,0.0,1,0
25.3,29.7,1,0,0,1,0.0,1,0
33.0,23.4,0,0,1,1,1.0,1,0
44.0,33.4,0,0,0,0,1.0,1,0
2.1,27.7,1,0,1,1,1.0,0,0
62.0,18.6,1,0,0,0,0.0,1,0
40.0,27.0,1,0,1,1,2.0,1,0
31.0,24.9,0,0,1,1,2.0,0,0
4.7,22.5,1,1,1,0,1.0,1,0
57.1,19.1,1,0,0,0,2.0,1,0
11.7,34.4,1,1,1,1,0.0,0,0
60.7,22.6,0,0,1,0,0.0,0,0
33.9,31.3,1,1,0,1,1.0,1,0
13.6,23.4,1,0,1,0,0.0,0,0
8.1,28.1,1,0,1,1,1.0,1,0
27.2,33.5,1,0,0,1,1.0,0,0
37.8,29.4,1,1,0,1,0.0,0,0
68.3,24.3,0,1,0,0,1.0,0,0
14.8,25.6,1,1,1,0,1.0,0,0
20.8,32.7,0,0,1,0,0.0,1,0
19.7,25.8,1,1,0,0,1.0,0,0
16.4,25.9,1,0,0,0,1.0,0,0
3.5,19.0,1,1,0,1,0.0,1,0
61.6,33.1,0,0,0,1,1.0,0,0
29.3,20.3,1,0,0,1,0.0,0,0
27.3,27.0,0,1,1,1,1.0,0,0
49.6,27.1,0,1,0,1,2.0,1,0
25.0,19.2,1,0,0,1,1.0,1,0
59.2,23.0,1,0,1,1,0.0,0,0
20.4,26.4,1,0,1,0,0.0,0,0
33.2,28.7,0,1,0,0,2.0,1,0
17.3,26.2,1,0,1,1,0.0,1,0
62.6,23.6,0,1,1,0,0.0,0,0
54.1,24.7,0,0,0,1,1.0,1,0
43.0,31.3,0,0,1,1,2.0,0,0
40.0,34.8,0,0,0,1,1.0,0,0
25.4,20.4,1,1,0,1,0.0,1,0
47.4,33.6,0,0,1,0,1.0,0,0
23.9,27.0,1,0,0,0,1.0,1,0
11.7,33.7,0,1,0,0,0.0,1,0
23.1,30.7,1,0,0,0,0.0,0,0
36.6,31.2,1,1,0,1,1.0,1,0
17.8,20.3,0,0,0,0,1.0,0,0
58.6,33.8,1,0,0,0,2.0,1,0
40.7,23.6,1,0,0,1,1.0,1,0
52.7,32.6,0,1,0,1,2.0,1,0
51.8,30.2,0,1,1,1,1.0,1,0
20.1,26.0,0,1,0,0,2.0,1,0
41.2,24.1,0,1,1,0,2.0,1,0
64.1,24.3,0,1,1,0,0.0,1,0
3.9,21.5,1,0,0,0,1.0,1,0
15.6,25.4,1,0,0,0,0.0,0,0
8.7,25.4,0,0,0,1,0.0,0,0
8.3,22.7,1,0,0,0,0.0,0,0
13.2,28.8,0,1,0,1,0.0,1,0
69.6,18.7,1,0,0,1,2.0,0,0
31.8,23.8,1,0,1,1,1.0,1,0
63.6,29.5,0,0,0,0,0.0,1,0
45.0,27.6,0,0,0,0,1.0,0,0
22.8,34.5,1,1,1,0,1.0,1,0
65.8,22.0,0,1,0,1,1.0,0,0
55.8,31.5,1,0,0,1,1.0,0,0
40.9,23.8,0,1,0,1,0.0,1,0
30.7,24.6,0,1,1,1,1.0,1,0
17.0,29.5,1,0,0,1,0.0,1,0
48.8,21.0,0,0,1,1,1.0,1,0
71.8,22.2,0,1,1,1,1.0,1,0
11.8,29.8,1,0,1,0,1.0,1,0
50.1,26.6,0,1,1,1,0.0,0,0
51.3,28.7,0,1,1,0,1.0,1,0
48.4,25.6,1,0,0,0,1.0,0,0
7.0,18.1,0,0,0,0,1.0,1,0
27.5,18.3,0,0,0,1,1.0,1,0
44.6,33.9,1,0,0,1,1.0,1,0
24.0,20.5,0,0,0,0,0.0,1,0
57.6,18.6,1,1,0,0,1.0,0,0
61.7,29.1,0,0,1,1,1.0,0,0
67.4,33.6,0,1,1,1,2.0,0,0
41.4,28.6,0,0,0,0,1.0,1,0
49.4,24.6,1,1,1,0,1.0,0,0
61.2,29.0,0,1,1,1,2.0,0,0
65.2,27.7,0,1,1,1,2.0,0,0
31.9,22.5,0,0,1,1,0.0,0,0
48.9,32.9,1,1,1,1,1.0,0,0
16.5,27.4,0,0,0,0,1.0,1,0
57.1,32.3,0,0,0,1,2.0,0,0
67.5,29.3,0,0,0,0,1.0,1,0
20.0,29.7,0,1,0,1,1.0,1,0
44.8,18.2,1,1,1,1,1.0,0,0
10.3,31.5,1,1,1,1,1.0,1,0
68.4,29.1,0,0,0,1,2.0,1,0
30.7,29.4,1,0,0,1,2.0,0,0
19.0,30.7,1,1,0,1,1.0,1,0
66.3,34.6,1,0,0,0,2.0,0,0
12.9,29.2,1,0,1,1,2.0,0,0
16.1,33.1,0,0,1,0,1.0,1,0
37.8,24.4,0,0,0,0,1.0,0,0
44.9,22.4,0,1,1,1,1.0,1,0
16.9,27.4,1,0,0,0,1.0,1,0
13.8,20.9,0,0,0,0,1.0,0,0
70.6,26.4,0,0,1,1,2.0,0,0
9.0,18.1,0,1,1,0,1.0,1,0
2.5,31.9,0,0,0,1,1.0,1,0
7.1,29.8,1,0,1,1,1.0,1,0
38.7,18.6,1,0,0,1,1.0,1,0
39.9,25.2,1,0,1,0,1.0,1,0
52.5,34.1,1,1,0,1,1.0,1,0
18.1,31.8,1,0,1,1,1.0,1,0
19.2,22.3,1,1,1,0,2.0,1,0
44.0,27.5,0,1,1,1,1.0,0,0
34.3,31.7,0,0,0,0,1.0,1,0
14.0,23.7,1,0,1,1,1.0,0,0
18.2,35.0,0,1,1,1,0.0,0,0
31.3,32.6,0,0,0,0,2.0,0,0
46.2,24.8,0,1,1,1,1.0,1,0
19.8,29.4,0,0,1,1,2.0,0,0
38.5,33.3,0,0,1,0,0.0,1,0
71.9,27.6,0,1,1,1,1.0,1,0
49.8,33.8,1,1,0,0,0.0,0,0
44.8,34.6,1,1,1,0,1.0,0,0
38.5,25.1,0,0,0,1,2.0,1,0
70.8,29.5,0,0,1,1,1.0,1,0
26.5,22.5,0,0,1,0,1.0,0,0
37.2,22.8,1,0,0,0,2.0,1,0
28.3,27.2,1,1,1,0,2.0,0,0
12.0,30.6,1,0,0,1,0.0,1,0
62.2,29.7,1,1,1,1,1.0,0,0
17.2,24.9,1,0,0,1,0.0,1,0
53.7,20.1,0,1,1,0,0.0,0,0
20.1,34.6,0,0,0,0,1.0,1,0
70.8,20.6,1,1,1,0,1.0,1,0
6.0,23.9,1,0,1,1,1.0,1,0
53.9,28.7,1,0,1,0,1.0,1,0
41.1,19.0,1,0,0,1,2.0,1,0
55.0,25.0,1,0,1,1,0.0,0,0
25.6,27.7,1,1,0,0,0.0,0,0
64.6,24.0,0,1,1,0,2.0,0,0
29.9,32.4,0,0,0,1,1.0,1,0
51.2,22.0,1,0,0,0,0.0,1,0
39.5,34.6,1,0,1,1,0.0,0,0
20.4,22.4,1,1,1,0,2.0,0,0
59.6,29.1,1,1,1,1,1.0,0,0
47.2,25.3,0,1,1,1,0.0,1,0
25.0,33.9,0,1,0,0,2.0,1,0
30.1,28.7,1,1,1,1,1.0,0,0
3.2,27.7,0,1,1,0,1.0,1,0
17.6,33.0,1,1,0,1,2.0,0,0
59.1,27.9,1,1,1,1,0.0,1,0
67.9,27.9,1,0,1,0,1.0,1,0
44.8,23.0,0,1,0,0,1.0,1,0
11.8,18.9,0,1,0,0,0.0,1,0
52.1,33.0,0,0,1,1,1.0,0,0
38.1,18.5,1,0,1,0,0.0,0,0
27.2,33.7,1,1,0,0,0.0,0,0
41.7,31.6,0,0,1,1,2.0,1,0
30.7,22.6,0,0,0,1,1.0,1,0
18.3,19.5,1,1,1,1,1.0,1,0
21.5,34.5,0,0,1,0,1.0,0,0
10.2,34.6,0,1,0,0,2.0,1,0
38.0,22.9,1,1,0,0,0.0,1,0
20.6,32.6,0,1,0,1,1.0,0,0
47.1,27.9,0,0,0,0,2.0,0,0
27.8,24.3,1,0,1,0,0.0,1,0
56.6,25.8,1,1,1,0,1.0,0,0
26.4,23.5,0,1,0,1,1.0,0,0
66.7,20.0,0,0,1,1,0.0,1,0
40.6,28.4,1,1,0,1,0.0,0,0
42.6,33.8,0,0,1,1,0.0,1,0
37.8,27.2,0,1,0,0,1.0,1,0
59.3,29.6,1,0,0,0,1.0,0,0
64.3,24.3,0,1,0,1,1.0,0,0
24.8,26.9,1,0,0,0,2.0,0,0
43.8,25.7,1,1,1,0,0.0,0,0
20.6,23.2,0,0,1,1,2.0,0,0
57.5,29.8,0,0,1,1,0.0,1,0
9.5,19.9,1,0,0,0,1.0,1,0
67.6,18.7,1,1,1,0,1.0,0,0
24.3,34.7,0,1,0,1,1.0,1,0
47.2,33.6,1,1,1,0,0.0,1,0
68.4,18.2,0,0,0,1,1.0,0,0
2.1,22.3,0,0,0,1,1.0,1,0
12.3,24.4,0,1,1,1,1.0,1,0
18.0,33.7,0,0,1,0,1.0,0,0
7.2,24.7,0,1,1,0,2.0,1,0
60.5,30.3,0,0,0,0,1.0,1,0
47.4,35.0,0,1,1,0,0.0,1,0
31.8,32.0,1,1,0,0,2.0,1,0
14.7,31.4,0,1,1,1,1.0,0,0
70.0,29.2,0,0,1,1,0.0,1,0
27.9,29.4,1,1,1,1,1.0,1,0
8.4,23.7,1,0,0,1,1.0,0,0
42.5,18.6,1,0,1,0,1.0,1,0
9.6,20.8,1,1,1,1,0.0,0,0
16.9,18.8,1,0,0,0,1.0,1,0
31.4,23.3,0,1,0,0,1.0,0,0
3.2,25.7,0,1,1,1,0.0,0,0
48.8,28.4,0,1,1,0,2.0,0,0
55.9,18.1,1,0,1,1,0.0,0,0
49.6,34.4,1,1,1,1,1.0,0,0
66.8,31.4,0,0,0,1,1.0,1,0
16.5,23.8,0,1,0,0,2.0,1,0
68.7,34.5,0,0,1,1,1.0,1,0
4.3,28.5,1,0,0,0,0.0,1,0
28.8,33.6,0,1,1,0,1.0,0,0
32.6,22.3,1,0,1,0,1.0,0,0
30.1,27.4,0,0,1,0,2.0,0,0
59.3,23.8,0,1,1,0,0.0,1,0
50.6,32.7,1,0,0,0,2.0,1,0
33.5,24.8,0,0,1,0,0.0,1,0
44.8,27.6,1,1,0,1,1.0,1,0
4.7,20.7,1,1,1,1,0.0,0,0
13.9,30.8,1,0,1,0,2.0,1,0
18.4,18.0,1,1,0,1,1.0,0,0
52.0,35.0,1,0,1,1,0.0,0,0
46.8,23.9,0,0,1,1,1.0,0,0
35.8,18.1,1,1,0,0,2.0,0,0
54.7,21.1,0,0,1,1,1.0,0,0
49.9,27.0,1,0,0,0,2.0,0,0
55.4,34.1,0,1,1,1,0.0,0,0
20.7,25.8,1,0,1,1,0.0,0,0
31.5,25.8,0,1,0,1,1.0,0,0
20.9,25.0,0,1,1,1,2.0,1,0
61.7,21.6,0,0,1,0,2.0,0,0
14.9,20.4,0,0,0,1,1.0,1,0
5.5,28.3,0,1,0,1,1.0,0,0
66.7,29.9,0,0,0,1,1.0,0,0
22.6,31.1,0,1,1,1,1.0,1,0
37.6,30.2,0,0,1,1,1.0,0,0
52.4,18.4,0,0,0,0,1.0,1,0
58.8,26.2,1,1,0,0,1.0,1,0
66.2,32.6,0,0,0,1,2.0,1,0
12.6,19.4,1,1,0,1,1.0,1,0
44.1,28.9,1,1,1,1,2.0,0,0
65.3,27.6,0,0,0,0,0.0,0,0
58.3,31.4,0,1,0,1,1.0,0,0
32.2,25.4,1,0,0,1,1.0,1,0
50.4,30.4,1,1,1,0,1.0,0,0
54.0,18.0,0,0,0,0,2.0,1,0
49.0,24.7,1,1,0,1,0.0,0,0
31.2,21.0,0,0,1,0,0.0,1,0
9.3,20.1,1,1,1,0,2.0,0,0
28.8,28.9,1,1,0,1,2.0,0,0
31.3,31.5,1,1,0,1,1.0,0,0
46.5,33.2,1,1,1,0,1.0,0,0
56.3,19.9,0,1,0,0,1.0,1,0
15.3,32.9,1,1,1,1,2.0,1,0
61.5,25.0,1,1,1,0,0.0,0,0
46.6,23.9,1,1,0,0,1.0,1,0
17.3,19.5,0,0,1,1,0.0,0,0
4.6,20.3,0,1,0,1,2.0,0,0
5.2,30.6,1,0,1,0,1.0,0,0
34.5,24.6,0,0,1,0,2.0,0,0
58.0,19.5,1,0,0,0,2.0,0,0
33.9,20.7,1,1,1,1,0.0,1,0
33.5,24.0,1,1,1,0,1.0,1,0
37.8,20.0,1,0,0,0,0.0,0,0
20.9,31.7,0,0,1,0,1.0,1,0
47.1,32.4,0,1,1,0,2.0,1,0
38.7,32.7,0,0,0,1,1.0,0,0
40.7,29.7,1,1,1,0,1.0,1,0
56.1,21.2,1,1,1,0,1.0,0,0
41.5,28.4,1,0,1,0,0.0,1,0
71.8,31.7,1,0,0,1,1.0,1,0
30.9,31.9,0,1,1,1,0.0,0,0
56.7,24.3,1,0,0,1,2.0,1,0
36.7,33.6,1,1,1,0,2.0,0,0
47.3,27.7,1,0,0,0,0.0,1,0
58.1,22.6,1,1,0,0,1.0,1,0
51.2,18.5,0,1,1,1,2.0,0,0
28.3,28.3,1,0,1,0,2.0,1,0
50.0,33.4,0,0,0,1,0.0,1,0
37.1,19.1,1,0,1,1,1.0,1,0
43.3,27.9,1,1,1,0,0.0,0,0
31.6,25.0,0,1,1,1,2.0,0,0
32.7,26.4,0,0,0,0,1.0,1,0
68.8,26.7,0,0,1,1,2.0,0,0
68.7,24.7,1,1,0,1,2.0,0,0
4.6,26.6,1,1,0,1,2.0,0,0
42.9,23.8,0,0,1,1,2.0,1,0
41.1,26.5,1,0,1,0,1.0,0,0
47.7,25.6,1,0,1,0,2.0,1,0
70.9,24.7,0,1,0,1,0.0,0,0
11.6,29.1,0,0,1,1,1.0,1,0
29.0,23.7,0,0,1,1,2.0,0,0
55.3,31.1,0,0,1,1,1.0,1,0
61.6,22.5,0,1,1,0,1.0,1,0
2.2,34.8,0,0,0,1,1.0,0,0
3.1,34.1,0,1,0,1,2.0,0,0
11.0,23.2,0,1,0,1,1.0,1,0
22.0,18.9,1,0,0,1,1.0,0,0
13.3,19.8,0,0,0,1,1.0,0,0
28.9,31.8,1,1,0,1,0.0,1,0
38.0,21.0,1,0,1,0,1.0,0,0
9.3,32.2,1,0,1,1,1.0,1,0
19.0,30.7,1,0,1,1,0.0,0,0
63.9,20.4,0,1,0,1,2.0,0,0
21.0,26.3,0,0,1,0,0.0,1,0
48.2,29.6,0,0,1,0,1.0,1,0
47.2,25.4,1,0,1,1,0.0,0,0
39.7,24.1,0,1,1,0,1.0,0,0
14.2,34.3,0,1,0,1,1.0,1,0
43.1,25.3,0,0,0,1,1.0,1,0
33.4,18.7,1,0,1,1,1.0,0,0
68.6,29.6,0,1,1,1,2.0,1,0
24.3,18.6,0,0,1,1,2.0,0,0
54.8,28.2,0,0,1,1,1.0,1,0
42.0,32.5,0,1,1,0,0.0,0,0
52.9,26.5,0,1,0,0,1.0,0,0
21.0,26.9,1,1,0,0,0.0,0,0
64.1,29.4,0,0,0,0,1.0,1,0
42.1,32.0,1,1,0,0,1.0,1,0
12.9,27.6,1,0,1,1,1.0,1,0
37.2,25.6,1,0,1,0,1.0,0,0
16.6,23.1,0,0,1,0,1.0,0,0
38.5,24.4,1,1,0,1,1.0,1,0
12.3,33.4,1,0,0,1,2.0,1,0
6.6,32.1,0,1,0,0,1.0,1,0
54.6,19.2,0,0,1,0,2.0,0,0
10.9,29.6,0,1,0,0,1.0,1,0
33.2,31.9,0,1,0,1,0.0,0,0
45.3,21.2,1,0,0,1,0.0,0,0
60.7,29.8,1,1,0,1,2.0,1,0
53.4,21.3,0,1,0,1,0.0,0,0
17.5,23.8,0,0,0,1,1.0,1,0
71.1,31.4,0,0,0,0,0.0,0,0
51.0,18.2,0,1,1,1,0.0,0,0
42.2,23.0,1,1,1,1,0.0,0,0
51.8,20.4,0,0,0,0,1.0,0,0
69.4,27.6,1,1,1,1,0.0,1,0
15.0,31.8,1,1,1,1,1.0,0,0
7.2,28.9,1,0,1,0,2.0,0,0
58.6,28.7,0,0,1,1,2.0,1,0
26.4,22.6,1,1,0,1,2.0,1,0
8.1,33.9,1,1,1,1,1.0,1,0
23.8,31.1,0,0,0,0,2.0,1,0
48.1,34.1,0,1,1,1,1.0,0,0
9.9,32.4,0,1,0,0,0.0,0,0
16.9,33.9,1,1,0,1,1.0,1,0
41.3,33.8,0,0,0,0,1.0,0,0
45.3,27.1,0,1,0,1,1.0,1,0
61.6,27.7,1,1,1,1,1.0,1,0
18.1,19.5,1,1,0,0,1.0,0,0
57.6,19.6,0,0,0,0,2.0,1,0
45.6,28.4,1,1,0,1,2.0,1,0
58.0,28.1,1,0,1,1,1.0,0,0
28.7,23.5,1,1,0,0,1.0,0,0
28.6,30.1,0,1,0,1,0.0,0,0
71.3,27.7,0,0,0,0,1.0,0,0
64.3,24.5,1,1,1,0,2.0,0,0
46.2,28.1,0,1,1,1,2.0,0,0
5.7,24.1,0,0,1,0,1.0,1,0
7.4,32.8,1,0,1,1,2.0,0,0
68.7,23.5,0,0,1,0,2.0,1,0
25.1,31.8,1,0,0,0,2.0,1,0
44.5,23.3,1,0,0,1,0.0,0,0
11.3,18.3,1,1,1,0,0.0,1,0
25.7,26.6,0,1,0,0,1.0,1,0
63.9,28.1,1,1,1,1,1.0,0,0
13.2,22.6,1,1,1,0,1.0,0,0
13.9,18.6,0,0,1,1,2.0,1,0
60.7,26.7,1,0,0,0,2.0,1,0
7.6,27.8,0,1,1,0,1.0,1,0
68.6,19.7,1,0,0,0,1.0,1,0
51.8,24.5,0,0,1,1,0.0,0,0
59.3,26.8,0,1,0,0,0.0,1,0
23.5,27.7,1,0,0,1,0.0,0,0
25.2,29.4,1,0,0,0,0.0,0,0
49.1,20.0,1,0,0,0,0.0,1,0
20.7,29.6,0,1,1,0,0.0,0,0
40.1,27.6,1,0,1,1,1.0,1,0
11.2,21.5,0,1,0,1,2.0,0,0
62.3,23.5,1,1,1,0,1.0,1,0
50.6,18.0,0,1,0,1,2.0,1,0
18.2,32.1,0,0,1,1,2.0,0,0
34.0,31.5,1,0,0,1,0.0,1,0
65.7,29.3,0,1,1,1,1.0,1,0
54.2,20.9,1,1,0,1,2.0,0,0
54.8,30.4,1,0,0,1,1.0,1,0
36.5,18.4,0,1,0,0,1.0,0,0
62.4,32.0,0,1,1,0,0.0,1,0
8.1,22.8,1,0,0,1,1.0,0,0
13.1,23.0,0,0,0,0,0.0,1,0
19.8,31.3,0,1,1,0,1.0,1,0
24.3,29.0,0,0,0,0,0.0,0,0
4.1,23.2,0,0,0,0,1.0,1,0
40.4,24.9,1,1,1,0,2.0,1,0
52.7,18.2,0,0,0,1,1.0,1,0
55.6,31.8,1,0,1,0,2.0,0,0
44.1,20.1,0,0,1,0,1.0,1,0
3.9,18.6,0,0,1,1,1.0,0,0
2.4,31.6,0,0,0,1,0.0,1,0
36.6,24.1,0,0,1,0,1.0,1,0
13.9,18.1,0,0,1,1,0.0,1,0
21.0,32.5,0,1,0,1,1.0,0,0
61.7,31.6,1,0,0,0,1.0,1,0
50.6,30.5,1,1,1,0,0.0,0,0
35.6,33.4,0,0,0,0,1.0,1,0
70.7,30.8,0,1,0,0,1.0,1,0
52.5,30.7,0,1,0,0,2.0,1,0
8.6,31.3,1,0,1,1,0.0,1,0
63.6,25.2,1,0,0,1,1.0,0,0
33.0,29.7,0,1,0,0,1.0,1,0
21.8,33.6,1,1,1,0,1.0,0,0
39.4,27.8,1,0,1,0,0.0,1,0
8.4,20.0,0,1,0,0,2.0,0,0
70.8,33.2,0,1,1,0,2.0,1,0
6.6,20.1,1,1,0,0,1.0,0,0
3.3,25.9,1,1,0,0,1.0,0,0
51.4,30.1,0,1,0,1,2.0,1,0
3.4,22.0,1,0,0,1,2.0,1,0
36.2,28.6,1,1,1,0,1.0,1,0
13.4,26.6,0,1,1,0,1.0,1,0
22.6,25.5,0,1,1,1,1.0,0,0
31.7,24.5,1,0,1,0,1.0,0,0
59.7,30.2,0,1,0,0,1.0,1,0
26.0,26.9,1,0,1,0,2.0,0,0
22.1,30.5,0,0,1,0,1.0,0,0
63.1,24.1,1,0,0,1,2.0,1,0
58.7,34.1,1,1,1,0,2.0,0,0
60.7,22.5,0,0,0,0,0.0,1,0
24.0,31.1,1,0,1,0,2.0,0,0
44.2,34.3,0,0,0,0,2.0,1,0
50.0,33.8,1,0,0,0,1.0,1,0
70.8,27.4,1,0,1,0,1.0,0,0
53.6,19.3,1,1,0,1,2.0,0,0
43.1,23.8,1,0,0,0,1.0,1,0
10.3,26.2,1,0,1,1,0.0,1,0
31.7,33.0,0,0,1,0,2.0,0,0
39.7,21.1,0,1,1,0,2.0,1,0
62.7,20.3,1,1,1,0,0.0,0,0
27.9,31.2,0,1,0,0,1.0,0,0
12.8,18.4,1,0,0,1,2.0,1,0
17.6,18.2,0,0,1,1,2.0,1,0
47.6,21.7,1,0,1,1,0.0,1,0
12.6,18.9,1,1,1,0,1.0,1,0
51.2,26.5,0,1,0,0,1.0,0,0
3.3,27.4,0,1,1,1,2.0,1,0
