fornecedor_auditado,laudo_residuos_agrotoxicos,temperatura_recebimento_c,tempo_desde_coleta_h,integridade_containers,sujeira_visivel_externa,umidade_lote_pct,documentacao_lote_ok,transporte_segregado_de_quimicos,lacre_viagem_integro,lote_identificado,probabilidade
1,0,14.1,67.0,0,1,23.5,0,1,1,0,3
1,1,27.2,7.8,1,0,17.8,1,0,1,1,0
1,0,30.4,65.4,0,1,22.3,0,1,0,1,3
1,1,28.4,15.6,1,1,21.1,0,1,1,0,2
1,1,28.1,15.2,1,0,20.1,0,0,1,0,0
1,1,34.9,15.7,1,0,18.9,0,0,0,0,0
0,0,34.1,67.2,1,1,16.7,1,1,1,0,2
0,0,16.7,44.3,0,1,21.7,0,1,1,1,3
0,0,13.6,54.6,0,0,19.2,0,0,1,0,2
1,1,13.8,27.6,0,0,20.3,0,0,1,1,2
1,0,32.4,63.1,1,0,16.4,0,0,0,0,0
1,0,12.6,42.7,1,0,22.2,1,0,1,1,0
0,1,18.5,44.0,1,1,21.5,1,0,0,1,2
0,1,23.3,54.7,1,1,20.2,0,1,1,0,2
1,0,25.3,56.2,0,0,20.0,1,1,0,1,2
0,0,24.9,49.7,0,1,18.7,1,1,1,0,3
1,0,29.7,10.3,1,1,18.7,0,0,0,1,2
0,0,24.3,62.7,1,1,16.5,0,0,0,0,2
1,0,31.3,20.3,1,0,21.5,1,0,1,1,0
1,0,12.1,71.7,0,0,16.4,1,1,1,1,2
0,1,31.5,29.0,1,1,16.0,0,0,1,0,2
0,0,24.8,10.4,1,0,16.2,0,1,0,0,0
1,1,15.6,24.1,0,0,17.6,0,1,1,0,2
0,0,34.4,42.1,1,1,20.6,1,0,1,0,2
1,1,33.5,29.4,1,0,21.4,1,1,1,0,0
0,1,31.1,60.0,0,1,19.4,0,0,0,1,3
0,1,32.8,49.8,1,1,19.3,1,0,0,0,2
0,1,19.6,16.9,1,0,20.6,1,0,0,0,0
0,0,15.7,39.7,1,1,20.8,0,0,0,0,2
0,1,14.6,57.1,1,1,22.8,1,1,1,0,2
0,0,31.8,64.4,1,0,22.6,0,1,0,0,0
1,1,30.7,29.6,1,0,22.6,1,0,1,1,0
1,0,34.5,66.7,1,1,22.8,1,0,1,0,2
0,0,31.2,4.5,1,1,23.0,1,0,1,0,2
0,1,25.8,49.4,0,1,20.4,1,1,0,0,3
1,1,13.6,56.7,1,0,20.8,1,0,1,0,0
1,0,14.1,31.8,0,0,21.8,1,1,0,0,2
0,0,21.8,2.8,0,1,17.6,1,0,1,0,3
1,1,29.2,50.1,0,1,18.9,1,0,1,1,3
0,0,14.3,26.0,1,0,23.3,0,1,1,0,0
1,0,32.9,12.6,1,1,20.2,1,0,1,1,2
1,0,27.1,13.0,0,1,16.4,1,0,0,1,3
1,0,17.8,55.8,1,0,19.2,1,0,0,0,0
1,0,32.1,15.1,0,1,17.3,0,0,1,1,3
0,0,25.0,35.9,1,1,18.9,0,0,1,1,2
1,1,28.3,69.9,0,0,20.4,0,0,1,0,2
1,1,19.6,55.1,1,1,20.0,0,1,1,0,2
0,0,19.8,40.3,0,0,19.9,0,0,0,0,2
0,0,10.3,39.0,1,0,16.1,0,1,0,0,0
1,0,23.4,13.7,1,1,19.6,0,0,0,0,2
0,1,29.0,33.2,0,0,16.2,0,0,0,0,2
1,1,34.2,12.1,1,1,19.2,0,0,0,1,2
0,0,32.3,7.9,1,1,21.2,1,0,1,0,2
0,0,12.2,9.6,1,1,17.0,1,1,1,1,2
0,0,34.5,44.5,1,0,23.3,1,0,0,0,0
1,1,13.7,15.5,0,1,21.0,1,0,1,1,3
1,0,11.0,12.5,1,0,17.7,1,0,0,1,0
0,0,28.7,62.7,1,0,19.2,1,0,0,0,0
1,0,32.6,10.5,1,0,16.8,1,0,0,0,0
0,1,33.7,51.4,1,1,16.2,0,1,0,1,2
1,0,30.6,31.2,0,1,23.3,1,0,1,1,3
1,1,15.1,42.5,0,0,21.4,1,1,0,1,2
0,1,13.9,3.6,0,1,22.2,1,0,0,0,3
1,0,11.5,2.0,1,1,21.0,0,1,0,0,2
0,0,24.5,59.2,0,0,23.3,0,0,1,0,2
1,1,22.2,35.3,0,1,23.2,0,1,0,0,3
0,1,12.7,7.0,0,1,16.5,1,1,0,1,3
1,0,21.6,26.0,1,1,17.5,0,0,1,0,2
1,0,24.2,37.4,1,0,19.2,0,0,0,1,0
0,0,28.1,11.5,0,0,18.7,1,0,1,1,2
0,1,20.4,40.2,0,1,20.2,0,1,0,0,3
1,1,18.0,39.0,1,0,18.1,1,0,1,0,0
0,0,26.6,44.2,1,1,22.4,0,0,0,1,2
1,1,27.1,58.7,1,1,16.1,0,0,1,0,2
0,0,16.8,30.9,1,1,22.3,0,0,0,0,2
0,0,10.5,64.2,1,0,19.1,0,1,1,1,0
1,0,33.6,35.2,1,1,16.0,0,0,1,0,2
0,0,28.9,34.0,0,1,22.8,0,1,1,1,3
0,1,15.0,47.9,1,1,19.6,1,1,0,1,2
1,0,24.1,45.2,0,1,21.8,0,1,1,0,3
0,1,24.9,2.8,1,0,23.0,0,1,1,1,0
0,1,13.1,70.8,1,0,16.3,1,1,1,0,0
1,0,14.8,68.0,0,1,18.1,1,1,0,1,3
1,1,33.9,21.7,0,0,17.0,1,1,1,0,2
0,0,22.7,41.1,0,0,16.8,1,0,0,1,2
0,0,14.8,55.9,0,1,23.6,1,0,0,0,3
1,0,29.9,66.4,0,0,22.4,0,1,0,0,2
1,1,21.8,43.0,1,1,18.9,1,1,0,1,2
0,1,26.0,3.3,1,1,21.5,0,0,1,0,2
1,0,17.4,49.6,1,0,23.4,0,0,1,1,0
1,1,11.4,8.5,1,0,17.8,1,1,0,1,0
1,1,14.1,49.0,1,0,16.1,1,0,1,1,0
1,0,34.3,43.1,1,1,22.6,1,0,1,1,2
1,1,25.6,46.8,0,0,21.8,1,1,1,1,2
0,1,30.8,15.2,0,1,17.3,0,0,1,1,3
0,1,10.5,36.6,0,1,19.9,0,1,0,1,3
1,0,29.1,45.3,0,0,17.3,0,0,0,1,2
1,0,22.1,23.0,1,1,20.8,1,1,1,0,2
1,1,26.6,14.7,0,1,21.2,0,0,1,0,3
1,0,19.0,17.6,0,1,18.2,0,0,1,0,3
0,1,25.5,62.1,1,1,22.2,0,1,1,1,2
1,0,10.9,34.5,0,1,19.8,1,1,1,1,3
0,1,11.1,48.3,1,0,21.7,0,1,0,1,0
1,1,30.0,38.0,0,1,21.1,1,0,0,1,3
0,1,13.1,60.4,1,0,19.6,1,1,0,0,0
1,1,10.3,37.6,1,1,18.3,1,1,0,1,2
1,1,32.8,8.5,1,1,17.6,0,1,1,0,2
1,0,16.6,15.9,0,0,22.0,1,0,0,1,2
1,1,24.6,2.9,1,1,21.1,1,0,1,0,2
1,0,31.0,60.2,1,1,18.2,1,0,1,0,2
0,0,28.6,48.4,0,1,23.7,0,1,0,0,3
1,0,11.2,55.1,0,1,22.5,0,0,0,0,3
0,0,24.0,52.1,0,1,17.0,1,1,1,0,3
1,1,23.5,59.7,0,1,17.3,1,1,1,0,3
0,0,18.8,71.1,1,0,20.4,0,0,0,1,0
0,1,28.8,47.7,1,1,16.8,1,1,0,1,2
1,0,34.1,19.7,1,0,23.7,0,1,1,0,0
0,0,13.7,9.1,1,0,21.1,1,0,1,1,0
0,1,13.6,43.3,1,0,16.5,0,0,1,1,0
1,1,28.4,56.0,1,1,19.5,1,0,0,1,2
1,1,21.4,41.3,1,0,17.8,0,0,0,1,0
0,0,29.9,23.2,1,1,19.9,0,0,1,1,2
0,1,13.5,52.4,1,1,18.0,1,0,0,0,2
0,1,11.0,33.4,0,1,22.7,0,1,1,0,3
1,1,27.4,22.1,1,1,21.8,0,0,1,1,2
0,0,34.9,60.9,0,0,23.3,1,1,1,0,2
1,0,12.4,42.4,1,1,17.6,0,0,1,1,2
1,0,31.6,21.8,0,1,19.1,1,1,1,0,3
0,0,19.6,25.0,1,1,22.4,0,0,1,1,2
1,1,10.4,42.0,0,1,19.0,1,0,0,1,3
1,1,22.8,31.6,1,1,19.0,1,1,0,1,2
1,1,17.0,13.2,1,1,23.9,0,0,0,1,2
1,0,27.3,44.7,0,1,22.2,0,1,1,0,3
1,0,17.2,50.2,1,0,22.9,0,1,0,1,0
1,0,22.0,2.0,0,1,19.3,1,1,1,1,3
1,1,15.0,39.6,0,1,20.7,1,1,1,1,3
0,0,30.7,42.4,1,0,19.6,0,1,0,0,0
0,1,33.1,25.2,0,1,19.6,0,0,1,0,3
1,0,20.1,25.7,0,0,17.0,0,1,0,0,2
0,0,21.2,24.2,1,1,22.7,1,0,0,1,2
0,0,34.6,33.2,0,0,19.1,0,0,1,1,2
0,1,13.6,58.8,1,1,20.7,1,0,1,1,2
0,0,30.2,34.8,0,1,22.9,0,1,1,0,3
0,1,24.2,71.6,0,0,22.2,0,0,0,0,2
1,0,32.0,28.3,0,0,17.6,0,0,1,1,2
1,0,17.3,50.9,0,1,20.9,0,0,0,1,3
0,1,17.4,40.4,1,1,20.0,1,0,1,0,2
0,1,18.1,55.4,0,0,18.1,1,1,0,0,2
1,1,10.4,64.2,1,1,16.3,0,0,1,0,2
1,1,14.2,37.8,0,0,21.0,1,0,1,1,2
0,0,34.9,36.6,1,0,22.2,1,0,0,0,0
1,0,16.2,68.0,0,0,23.5,0,0,0,0,2
0,1,10.5,67.4,0,0,18.8,0,1,0,1,2
0,1,17.0,71.8,1,0,19.2,1,1,1,0,0
1,1,20.2,13.0,1,0,17.3,0,0,1,0,0
1,0,23.7,2.2,0,0,23.9,0,0,1,1,2
1,0,11.7,32.6,1,0,22.8,0,1,0,0,0
1,1,29.8,53.3,1,0,23.7,0,0,1,0,0
1,1,30.6,7.1,0,0,20.0,0,0,0,1,2
1,1,15.3,28.2,0,0,17.7,1,1,0,0,2
1,1,30.0,42.7,0,0,20.6,1,1,0,1,2
1,0,19.0,16.9,0,1,19.0,0,0,1,1,3
0,0,20.6,53.2,0,0,18.8,0,1,1,1,2
1,1,33.4,18.1,0,0,16.7,0,1,1,0,2
1,1,32.3,60.8,0,1,16.6,0,1,0,0,3
1,0,19.4,26.4,1,0,19.0,0,0,1,1,0
1,0,22.2,43.9,1,1,23.4,1,1,1,1,2
1,1,17.2,40.1,1,0,21.8,0,0,0,1,0
0,1,22.9,22.8,1,0,22.1,1,0,0,0,0
0,1,27.0,32.7,0,0,17.9,1,0,0,0,2
1,1,12.3,61.2,1,1,21.9,0,1,0,0,2
1,0,33.0,40.4,0,0,19.3,1,1,0,1,2
1,0,28.0,5.9,0,0,16.5,1,0,0,0,2
1,1,12.4,51.9,1,1,19.2,0,0,0,0,2
1,1,31.7,14.8,0,1,17.1,0,0,1,1,3
0,0,28.6,36.0,0,1,22.8,0,1,1,0,3
0,1,17.8,34.8,1,0,22.7,0,1,0,0,0
0,1,23.0,36.1,1,0,18.3,1,0,0,0,0
0,1,31.5,4.2,1,1,20.9,1,0,0,0,2
0,1,34.2,21.1,1,1,18.9,1,1,1,1,2
1,1,17.0,5.6,1,1,17.2,1,0,1,0,2
0,1,26.3,31.0,0,0,21.2,0,0,0,0,2
1,1,31.5,45.5,0,1,22.1,1,0,1,1,3
0,0,34.7,47.8,1,1,22.2,0,0,1,0,2
0,0,11.8,6.5,1,0,17.2,0,1,1,1,0
0,1,22.6,10.3,1,1,20.1,1,1,1,1,2
1,1,31.8,48.3,0,0,16.2,1,0,1,0,2
1,1,10.1,39.2,1,0,16.7,0,0,0,1,0
1,1,20.9,60.3,1,1,16.6,1,1,1,0,2
1,1,24.6,16.4,0,0,16.5,1,0,0,0,2
1,0,23.2,10.4,0,0,18.7,1,0,0,1,2
1,1,28.3,27.3,1,1,18.9,1,1,1,0,2
1,1,11.6,46.6,0,0,21.6,0,0,0,0,2
0,1,29.6,36.0,0,0,18.6,0,1,0,0,2
0,0,17.1,8.9,1,0,17.1,1,0,1,0,0
1,0,30.6,7.0,1,0,23.6,0,1,1,0,0
0,0,20.5,49.4,1,1,23.0,0,1,1,1,2
0,0,11.1,22.8,1,1,17.0,1,0,1,1,2
1,1,34.1,48.9,1,1,18.9,1,1,0,1,2
0,1,29.5,22.6,0,1,17.3,0,0,1,0,3
1,1,18.7,24.0,0,1,23.7,1,1,0,1,3
1,0,16.8,16.7,1,0,18.8,1,0,1,0,0
1,0,24.7,70.9,0,1,16.8,0,1,0,0,3
1,1,34.7,3.1,1,1,21.8,0,0,0,0,2
1,0,17.3,10.9,1,1,21.7,0,0,1,1,2
1,1,33.7,60.5,1,0,17.9,1,0,0,1,0
0,0,18.3,11.7,0,1,18.6,1,0,1,0,3
1,1,27.6,21.6,1,0,19.3,1,0,0,1,0
0,1,19.5,20.4,1,0,18.1,0,0,0,1,0
1,1,12.1,50.8,1,1,18.3,1,0,1,0,2
0,1,33.4,30.8,1,1,22.4,1,0,1,1,2
1,1,14.1,60.8,0,1,22.0,0,1,0,1,3
0,1,33.6,54.3,1,0,21.5,1,0,1,1,0
1,1,12.6,39.2,1,1,21.5,1,0,0,1,2
0,1,16.7,19.4,0,1,20.2,1,0,0,0,3
0,1,33.0,57.5,1,1,18.8,1,0,1,0,2
0,1,26.5,62.6,1,0,21.8,0,1,0,1,0
0,0,14.7,60.5,1,1,16.9,0,0,0,0,2
1,0,24.8,5.6,0,0,17.1,0,0,0,1,2
1,0,14.5,50.9,1,1,17.0,1,0,0,0,2
0,1,31.9,51.3,0,1,21.9,1,1,0,0,3
1,0,11.2,68.0,0,1,20.7,1,1,0,1,3
1,1,23.2,20.4,1,0,19.6,0,0,0,0,0
0,1,11.6,57.0,0,0,19.8,0,0,0,0,2
1,1,27.4,50.2,0,0,22.6,1,0,1,1,2
0,0,33.4,63.5,0,1,17.0,1,0,0,0,3
0,1,30.8,50.5,1,1,19.1,0,0,0,1,2
0,1,19.3,61.7,1,0,22.1,0,1,0,1,0
0,1,15.9,27.2,1,1,21.3,1,0,1,1,2
0,1,13.0,13.0,0,1,19.5,0,0,0,1,3
0,0,31.8,27.4,0,1,17.8,1,0,0,0,3
0,0,12.0,59.1,0,0,23.6,0,0,1,1,2
0,1,25.7,11.2,1,0,19.3,0,1,0,0,0
1,1,19.2,46.7,0,0,23.0,0,1,0,0,2
1,0,34.9,71.1,0,0,22.2,1,1,1,1,2
0,0,22.7,64.7,1,1,22.9,0,1,1,0,2
1,0,23.7,49.0,1,0,16.1,0,0,1,0,0
0,1,32.9,57.5,0,1,19.8,0,1,1,1,3
1,0,34.2,10.2,1,0,18.1,0,1,1,1,0
0,0,24.6,36.9,0,0,18.2,1,1,1,1,2
1,1,29.9,39.2,0,1,18.2,1,1,1,0,3
1,0,25.9,56.8,0,0,19.1,1,1,1,1,2
0,0,20.7,21.8,1,0,19.3,1,0,0,1,0
0,0,11.4,9.5,0,1,21.1,0,0,0,1,3
0,0,27.9,50.9,0,0,18.4,1,0,1,1,2
0,1,27.5,36.5,0,1,18.2,1,0,0,0,3
0,0,12.9,61.0,1,0,18.9,0,1,1,0,0
1,0,15.8,35.7,0,0,21.5,1,0,0,0,2
0,0,28.3,61.2,1,0,16.0,0,1,1,1,0
1,1,13.7,37.5,1,0,22.0,1,1,0,1,0
0,0,27.3,56.8,1,0,18.7,0,1,1,0,0
0,1,27.9,52.5,0,0,20.6,1,1,1,1,2
0,1,18.8,20.6,0,0,22.1,0,1,1,1,2
1,0,16.5,23.7,0,0,20.1,0,0,1,0,2
0,1,19.3,64.9,1,1,21.2,1,1,1,1,2
0,0,19.0,18.2,1,0,23.4,0,1,0,0,0
0,1,25.2,50.8,1,0,16.2,1,0,0,0,0
1,0,28.6,12.2,0,1,18.8,0,1,0,1,3
0,1,31.5,54.9,1,1,23.4,1,0,1,1,2
0,1,10.7,17.6,0,1,22.7,0,0,1,0,3
1,0,28.2,43.6,0,0,20.9,0,0,1,1,2
1,1,17.9,41.5,0,0,17.8,0,1,1,1,2
0,1,31.0,16.2,0,1,18.6,0,0,0,1,3
1,0,11.9,36.4,0,0,22.9,0,1,0,1,2
1,1,23.8,63.5,0,1,21.6,1,1,1,1,3
1,1,23.7,49.6,1,0,18.3,1,0,1,0,0
0,0,18.2,71.5,0,1,17.1,1,1,1,0,3
1,0,34.3,56.9,1,1,22.2,1,0,1,1,2
0,1,12.7,47.0,1,0,20.6,1,1,1,0,0
0,1,13.4,41.4,0,0,23.7,1,0,0,1,2
0,1,26.1,67.6,1,0,19.3,1,1,0,0,0
1,0,22.9,38.9,1,0,18.8,1,0,0,0,0
1,1,16.6,30.2,0,0,18.3,1,1,0,0,2
0,0,17.6,60.4,1,1,19.9,1,1,1,0,2
1,1,13.9,67.8,1,1,18.6,1,1,0,1,2
0,0,31.7,35.5,0,0,16.6,1,1,0,1,2
1,0,24.2,11.6,1,1,18.5,1,1,0,0,2
1,1,16.1,44.6,1,1,17.8,0,1,1,0,2
1,1,19.8,53.9,1,0,22.5,0,1,0,1,0
1,1,32.7,28.2,1,1,17.9,0,1,1,1,2
1,0,32.2,54.4,0,1,19.7,0,0,1,1,3
1,0,11.7,39.2,1,0,21.4,0,1,1,0,0
1,1,26.4,23.1,0,1,17.2,1,1,0,0,3
1,0,13.8,46.1,1,0,20.3,0,0,1,1,0
0,1,15.3,29.2,1,0,22.8,1,1,0,0,0
1,1,31.6,57.1,0,1,20.7,1,1,1,1,3
0,1,32.4,2.2,1,0,19.9,0,1,0,1,0
1,0,12.1,59.3,1,0,22.7,0,1,0,0,0
1,1,31.8,23.5,1,1,23.6,1,0,1,1,2
1,1,28.2,69.2,0,0,22.6,0,0,0,1,2
1,1,29.4,55.1,0,0,19.3,1,0,0,1,2
1,0,29.8,18.9,1,1,20.9,0,0,1,0,2
1,1,22.7,70.5,1,0,20.2,1,0,0,1,0
0,0,33.7,37.0,0,1,18.4,1,1,0,0,3
0,1,15.0,38.6,1,1,19.5,1,1,0,1,2
1,1,22.6,65.7,0,1,22.6,0,1,1,0,3
0,1,18.0,66.3,1,0,18.4,1,1,1,1,0
1,0,30.6,50.8,0,0,23.1,0,1,1,0,2
1,0,12.1,70.5,1,1,23.9,1,0,1,1,2
1,1,20.8,25.0,1,0,18.5,0,0,0,0,0
1,1,29.3,18.3,1,0,17.0,1,1,1,1,0
0,0,17.8,4.0,1,0,23.7,0,1,0,0,0
0,1,16.0,26.2,0,0,17.4,0,1,1,0,2
0,0,16.6,44.2,1,0,22.2,1,0,1,0,0
1,0,27.8,23.4,0,0,16.3,0,0,0,0,2
0,1,17.2,42.6,0,1,17.9,0,1,0,0,3
1,1,20.1,5.4,0,1,18.1,1,0,1,0,3
0,0,23.6,26.8,0,0,18.4,0,1,0,0,2
0,1,33.5,54.4,1,0,23.4,1,0,1,1,0
1,1,29.9,9.3,0,0,17.4,1,1,0,1,2
0,0,14.6,52.0,0,0,17.4,1,0,1,0,2
0,1,32.1,55.4,0,0,21.5,0,1,0,0,2
0,1,31.1,41.8,0,1,23.6,0,1,0,1,3
0,1,28.6,64.0,0,0,19.1,1,0,1,1,2
1,1,22.9,68.8,0,0,22.2,1,0,1,0,2
1,0,11.7,4.4,1,0,16.2,1,1,1,0,0
1,0,27.8,49.5,1,0,22.6,0,1,1,1,0
0,0,23.0,18.6,1,1,21.8,0,1,1,0,2
1,1,17.7,30.6,0,1,23.2,1,1,0,1,3
0,0,10.2,45.6,0,0,21.1,0,0,1,0,2
0,0,15.8,51.9,1,0,23.5,0,0,1,1,0
1,1,25.1,60.8,0,1,19.1,0,0,0,0,3
1,0,12.8,51.4,0,0,21.9,1,0,1,0,2
1,0,26.4,56.4,1,0,21.8,0,1,1,1,0
0,0,30.5,43.9,0,0,18.1,0,0,1,1,2
1,0,18.0,10.2,1,0,23.4,0,0,1,1,0
0,1,12.0,3.5,0,1,22.2,1,0,1,1,3
1,1,13.5,39.1,1,1,22.9,1,0,1,0,2
1,0,18.9,52.1,1,1,18.9,1,0,0,0,2
1,0,30.3,9.6,1,1,22.7,0,1,0,0,2
0,1,25.9,32.1,1,1,18.5,0,0,1,0,2
0,1,31.7,19.9,0,0,23.7,0,0,0,1,2
1,1,34.9,41.7,1,1,16.2,1,0,1,0,2
1,0,15.1,29.3,0,0,21.0,1,0,0,0,2
1,1,27.4,16.1,1,1,16.9,0,0,0,1,2
1,1,21.7,2.3,1,1,21.7,0,1,0,1,2
0,1,22.3,24.5,1,1,18.9,0,0,1,1,2
1,1,18.1,38.1,1,1,23.0,1,0,0,1,2
1,0,18.6,67.0,0,1,23.0,1,1,1,1,3
0,0,26.9,17.9,1,0,18.9,0,1,1,0,0
1,1,25.5,37.9,1,1,22.5,0,1,1,0,2
0,1,18.0,41.7,0,0,21.4,1,0,0,0,2
1,1,13.0,47.4,1,1,19.4,1,1,0,0,2
0,1,24.5,25.0,1,0,18.7,1,1,0,0,0
1,0,28.5,9.0,0,0,17.7,1,1,1,0,2
1,0,24.0,66.5,0,1,16.5,1,0,1,1,3
1,0,10.1,68.7,0,0,20.1,1,0,1,1,2
1,1,17.1,32.7,1,1,20.3,1,1,1,1,2
1,1,29.5,42.6,1,0,19.6,1,0,1,1,0
0,1,28.6,4.0,0,0,23.6,0,1,0,0,2
1,1,10.3,5.3,1,0,16.1,0,0,0,1,0
1,1,21.8,7.4,1,0,22.8,0,1,0,1,0
1,0,20.9,53.7,0,0,22.4,0,0,0,1,2
1,1,26.3,17.9,0,0,22.1,0,1,1,0,2
1,0,13.1,14.9,0,1,20.2,1,0,1,1,3
1,0,25.5,2.6,0,1,17.5,0,0,1,0,3
0,0,33.7,3.6,1,0,22.9,1,0,1,0,0
0,0,19.3,30.4,0,1,22.0,1,0,1,1,3
0,0,18.4,39.9,1,0,22.7,0,1,0,1,0
1,0,10.7,42.5,1,1,17.9,0,1,0,1,2
1,0,11.4,34.1,0,1,20.4,1,1,0,1,3
1,0,33.3,34.2,1,1,19.3,0,1,1,0,2
0,0,34.4,54.7,0,0,21.1,0,1,1,0,2
1,0,10.1,22.3,1,0,22.0,1,1,1,1,0
0,0,32.5,18.6,0,0,17.4,0,0,0,1,2
1,0,14.3,61.8,1,1,17.4,0,0,0,0,2
0,0,24.0,50.2,0,1,16.3,1,0,1,1,3
1,0,27.0,35.4,1,0,17.3,1,1,0,1,0
0,0,19.0,21.3,1,0,17.9,1,0,1,0,0
0,1,23.2,11.6,1,0,16.6,0,0,1,1,0
0,0,25.7,4.6,0,1,18.8,1,1,0,1,3
1,0,14.8,61.7,0,0,21.4,1,1,1,1,2
0,1,34.9,43.5,0,1,22.3,0,0,0,0,3
0,1,15.1,5.2,1,1,18.8,0,1,0,1,2
0,0,10.3,13.1,1,1,16.7,1,1,0,0,2
1,1,33.6,21.6,1,0,22.1,1,0,1,1,0
0,0,20.7,20.4,0,1,19.1,0,0,0,1,3
1,1,20.0,40.4,1,0,18.0,1,1,1,1,0
1,1,16.9,30.0,0,0,19.8,0,1,0,1,2
1,0,10.6,63.8,0,1,23.8,1,0,0,1,3
0,1,16.6,52.4,1,1,19.0,1,1,0,0,2
1,1,19.8,65.8,0,1,23.7,1,1,0,0,3
1,0,23.0,62.4,0,1,18.0,0,1,0,1,3
0,1,21.4,66.5,0,0,16.8,1,1,0,1,2
1,1,32.0,70.6,1,1,17.3,0,0,1,1,2
0,1,32.8,23.8,1,0,22.2,0,0,1,1,0
1,1,17.9,16.7,1,1,20.3,0,1,0,0,2
1,0,34.0,13.6,1,1,20.7,0,0,0,1,2
1,1,31.6,46.0,1,0,23.7,1,1,1,1,0
0,0,33.2,49.7,1,0,20.0,1,1,1,1,0
0,0,27.7,8.1,0,0,16.9,0,0,1,0,2
0,1,15.0,59.5,0,0,21.7,1,1,1,0,2
1,1,14.9,56.8,1,1,17.7,0,1,1,0,2
1,0,32.7,46.0,1,0,20.7,1,0,1,0,0
1,0,22.7,32.5,0,0,22.8,0,1,0,0,2
0,1,32.3,12.8,0,0,19.8,1,0,1,0,2
0,1,28.0,37.4,1,0,18.5,0,1,1,1,0
0,1,15.3,13.1,0,1,20.6,0,0,1,1,3
1,1,19.6,44.3,1,1,17.0,1,0,0,0,2
0,1,34.2,23.7,1,1,18.5,0,1,1,1,2
1,0,10.5,19.3,1,0,20.0,1,1,0,1,0
1,1,27.9,32.9,0,0,18.0,0,0,0,1,2
0,0,34.5,42.6,1,0,16.3,0,1,1,1,0
0,1,12.6,27.7,0,1,20.7,1,1,0,0,3
1,0,16.8,69.5,0,0,19.2,1,0,1,0,2
1,1,23.7,2.4,0,1,19.1,0,1,0,1,3
0,0,31.1,65.9,1,1,24.0,1,1,1,1,2
1,1,22.7,2.0,0,1,16.9,0,1,1,0,3
0,0,11.5,17.2,0,1,17.2,0,0,1,1,3
0,0,13.2,71.7,1,0,23.0,1,1,0,0,0
1,0,19.4,53.0,1,1,17.0,1,0,1,1,2
0,1,18.1,47.1,1,0,23.3,0,0,0,1,0
0,0,15.5,52.8,1,1,21.4,1,0,0,1,2
0,1,31.0,30.6,1,1,20.2,0,1,0,1,2
1,1,10.7,56.9,1,0,18.2,0,0,0,0,0
1,1,30.7,12.8,1,1,18.9,0,1,1,1,2
1,0,33.0,57.6,1,1,22.6,0,0,0,0,2
0,0,25.8,67.8,0,0,16.5,1,1,0,1,2
0,1,25.6,62.0,0,0,22.1,0,0,0,1,2
0,0,13.7,53.8,0,0,22.6,0,1,0,0,2
0,0,24.2,47.6,1,0,21.6,1,0,0,1,0
0,1,19.4,38.5,1,0,16.4,1,0,1,0,0
1,1,15.7,29.7,0,0,21.9,0,0,1,0,2
0,0,24.6,62.6,0,0,21.8,1,1,1,1,2
0,1,10.0,47.3,1,0,16.1,1,0,1,1,0
1,1,16.9,32.4,1,0,23.1,1,0,1,0,0
0,0,26.4,56.9,1,1,17.1,1,1,1,0,2
0,1,21.4,5.8,0,0,23.7,1,1,1,1,2
1,0,13.6,58.9,1,0,16.6,1,0,0,1,0
1,0,10.0,58.7,1,0,17.9,0,0,1,0,0
0,0,16.8,18.0,0,0,21.5,1,1,1,1,2
0,0,23.7,4.6,1,1,17.1,0,0,0,0,2
1,1,23.4,52.0,0,1,17.5,1,0,0,1,3
1,1,13.3,16.0,1,1,16.1,0,1,0,1,2
0,0,25.3,71.7,1,1,22.6,0,0,0,1,2
1,0,35.0,2.6,1,0,16.3,1,1,1,1,0
1,0,24.6,18.1,0,1,21.1,0,0,1,0,3
0,1,23.2,4.9,1,0,20.7,0,1,0,0,0
1,1,25.6,56.8,1,0,20.1,1,1,0,0,0
1,1,32.0,42.5,0,0,19.0,1,0,1,0,2
1,0,33.6,61.4,1,1,18.4,0,1,0,0,2
1,1,11.0,69.4,1,0,23.7,1,0,1,0,0
0,0,15.1,44.7,0,0,22.3,0,0,0,0,2
1,0,12.9,18.2,1,1,23.4,1,0,0,0,2
1,1,29.3,8.5,0,0,21.9,1,0,0,0,2
1,0,11.1,62.6,1,0,22.6,0,1,1,1,0
0,0,32.6,19.2,1,0,23.7,1,1,0,1,0
1,1,10.5,64.5,1,1,19.6,1,0,0,0,2
0,0,25.1,63.5,1,1,23.3,0,0,1,1,2
0,0,16.9,45.9,0,0,16.3,0,0,0,0,2
0,1,21.8,44.3,1,0,16.9,1,1,1,0,0
1,0,21.0,68.6,0,1,19.9,1,0,0,1,3
1,1,28.7,54.9,0,1,19.6,0,0,1,1,3
0,1,22.4,49.8,1,1,19.5,1,1,1,1,2
1,1,20.5,32.5,0,0,20.3,0,1,1,0,2
1,0,28.3,35.9,0,1,20.3,0,1,1,0,3
0,1,33.1,29.2,0,1,23.0,1,0,1,1,3
1,0,29.8,68.2,1,1,18.8,1,0,0,1,2
0,0,28.4,46.7,1,0,18.5,1,1,1,0,0
1,1,22.2,56.6,1,0,21.6,1,1,1,0,0
0,1,32.5,4.6,1,1,21.2,0,1,0,1,2
1,0,22.2,61.7,1,0,22.6,1,0,0,0,0
