velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
478.0,18.4,0,1,1,0,0,0,1,3
484.0,17.7,1,1,0,0,0,0,1,2
737.0,6.9,0,0,1,2,0,1,0,2
494.0,18.8,0,1,0,0,1,0,0,2
431.0,10.7,1,0,0,1,0,0,1,2
455.0,18.8,1,1,1,2,1,0,1,1
778.0,11.9,1,0,0,0,0,0,1,2
568.0,3.7,0,1,1,1,1,1,1,2
499.0,4.5,1,1,1,1,0,0,0,2
658.0,11.0,1,0,1,0,1,1,1,1
369.0,2.4,0,1,0,2,1,1,1,1
713.0,15.8,1,0,1,0,0,0,0,2
574.0,7.5,0,0,0,2,0,1,0,2
359.0,2.6,0,1,1,2,0,0,0,2
259.0,13.7,1,1,1,1,0,0,1,2
501.0,12.9,1,0,1,1,1,1,1,1
658.0,4.3,1,0,1,0,0,1,1,2
396.0,5.3,0,1,0,0,0,0,0,3
778.0,15.4,0,1,0,0,1,0,1,2
521.0,4.7,0,1,1,0,1,0,1,2
710.0,2.1,1,0,1,2,0,0,0,1
274.0,20.0,1,0,1,0,0,1,1,2
527.0,7.2,1,0,0,1,1,0,0,0
787.0,18.0,1,1,0,1,0,1,1,2
461.0,9.5,1,0,0,1,1,0,1,0
667.0,19.3,0,0,0,2,0,0,1,3
623.0,9.7,0,1,1,0,0,0,0,3
404.0,15.5,0,1,0,2,1,0,1,2
698.0,19.4,0,0,0,1,1,0,0,2
466.0,7.1,0,1,1,2,1,0,0,1
431.0,2.5,1,0,1,2,0,0,0,1
598.0,10.1,0,1,0,0,1,0,1,2
328.0,15.7,0,1,0,1,1,1,1,2
744.0,12.2,1,0,1,1,1,1,1,1
240.0,17.0,0,0,0,2,1,1,0,2
738.0,6.8,0,0,0,2,1,1,1,1
525.0,3.2,1,0,1,2,0,0,0,1
601.0,6.0,1,0,1,1,0,0,1,2
774.0,6.1,1,1,0,2,0,0,1,1
777.0,8.0,0,1,0,2,0,0,1,2
712.0,7.6,1,0,1,2,1,1,1,0
658.0,6.2,0,1,1,1,0,0,0,3
541.0,4.2,1,0,1,2,1,1,1,0
335.0,11.4,0,1,0,0,1,1,0,2
464.0,14.8,0,1,1,1,0,1,1,3
547.0,18.3,0,0,1,0,1,0,0,2
346.0,7.0,1,1,0,2,0,1,0,1
562.0,13.9,0,1,1,1,0,1,0,3
538.0,11.5,1,1,0,2,1,0,1,0
631.0,17.9,1,0,1,2,1,1,0,1
579.0,14.5,1,0,1,2,1,0,1,0
719.0,5.3,0,0,0,0,0,0,1,3
452.0,6.8,1,1,1,2,0,1,0,1
546.0,13.2,0,0,1,0,1,0,0,2
563.0,15.5,1,0,1,1,1,0,1,1
409.0,3.4,0,0,1,0,0,0,1,3
597.0,13.6,1,1,0,0,0,0,0,2
398.0,5.1,0,0,0,1,0,0,0,3
667.0,19.0,1,1,0,2,1,1,0,1
745.0,19.3,0,1,0,1,0,1,0,3
352.0,17.5,0,1,0,1,1,0,0,2
551.0,17.5,0,0,1,1,0,1,1,3
717.0,19.3,0,0,1,2,0,1,1,3
550.0,7.1,1,0,0,0,0,1,0,2
452.0,11.4,1,0,0,1,0,1,0,2
616.0,4.4,0,1,1,1,0,1,1,3
441.0,10.2,0,0,1,1,1,0,1,2
487.0,3.9,0,0,1,1,0,1,1,3
796.0,14.4,0,0,1,2,0,1,1,3
428.0,3.4,1,1,1,0,1,1,1,1
744.0,17.5,1,0,0,0,0,1,0,2
645.0,17.3,0,1,1,1,1,1,1,2
452.0,19.4,1,0,1,1,1,1,1,1
741.0,2.5,0,0,1,1,1,0,0,2
290.0,16.7,0,0,1,2,1,0,0,2
772.0,7.3,1,0,0,2,1,1,1,0
624.0,5.5,1,1,0,1,0,0,1,2
528.0,15.5,1,1,1,1,0,1,1,2
469.0,4.2,1,0,0,1,1,0,0,0
758.0,17.8,1,0,1,1,1,1,1,1
686.0,17.8,1,1,1,1,0,0,1,2
530.0,12.0,1,1,1,2,1,0,0,0
689.0,9.6,0,1,0,1,0,1,1,3
535.0,18.0,1,1,1,1,0,1,0,2
637.0,14.8,1,0,0,1,1,1,1,1
582.0,2.6,0,1,0,1,0,1,1,3
317.0,9.4,0,0,0,2,1,1,1,1
330.0,9.7,0,0,0,0,0,0,1,3
633.0,17.4,1,0,1,2,0,0,0,2
368.0,17.9,0,1,1,0,1,1,1,2
736.0,11.8,1,0,1,2,0,1,0,1
519.0,4.0,1,0,1,0,0,0,1,2
283.0,13.0,0,0,1,2,0,0,1,3
660.0,10.3,0,0,1,2,1,0,0,1
650.0,9.6,0,0,0,0,1,0,0,2
590.0,19.7,0,1,1,2,1,1,1,2
745.0,19.9,0,0,0,2,1,0,1,2
648.0,9.4,1,1,0,0,1,1,1,1
663.0,18.8,0,0,1,0,1,1,1,2
503.0,6.4,1,0,1,0,0,0,1,2
659.0,5.5,1,0,1,2,1,0,0,0
456.0,13.8,0,1,1,2,1,1,0,2
470.0,11.0,1,1,0,1,1,0,0,0
560.0,15.4,1,0,1,2,0,1,1,2
654.0,4.0,1,1,1,0,1,0,1,1
255.0,10.7,0,0,1,0,0,1,1,3
491.0,14.3,1,0,1,1,1,0,0,1
208.0,11.0,1,0,1,0,1,1,0,1
501.0,7.2,0,0,1,2,1,0,1,1
460.0,11.0,1,0,0,2,1,0,0,0
237.0,12.5,1,1,0,2,0,0,1,1
413.0,11.9,0,0,0,1,0,1,1,3
369.0,12.2,0,1,1,0,1,1,1,2
736.0,10.0,1,0,0,1,1,1,1,0
463.0,8.0,0,0,0,2,1,1,1,1
253.0,3.3,1,0,1,2,1,1,1,0
440.0,2.8,1,0,1,0,1,0,0,1
585.0,11.6,0,1,0,0,1,0,1,2
750.0,17.5,0,0,1,0,1,0,0,2
724.0,16.1,1,0,1,1,1,1,1,1
464.0,11.7,1,1,1,0,0,1,1,2
580.0,13.5,0,1,0,2,0,0,1,3
780.0,19.6,1,1,0,2,0,1,0,2
289.0,19.4,0,1,1,2,1,1,1,2
730.0,19.9,1,0,0,0,1,1,1,1
708.0,2.3,1,1,1,0,0,0,1,2
749.0,13.5,0,1,1,2,0,0,0,3
780.0,15.4,0,1,0,2,0,0,1,3
299.0,3.9,0,1,0,2,1,1,0,1
536.0,8.5,1,0,0,1,1,0,1,0
299.0,5.0,0,0,0,2,0,0,1,2
362.0,8.9,1,1,0,0,0,1,1,2
677.0,9.9,1,0,1,0,1,1,0,1
728.0,5.2,0,1,0,2,1,0,0,1
474.0,10.9,1,0,0,2,0,0,1,1
649.0,5.4,0,0,0,0,0,1,1,3
323.0,18.6,1,0,0,2,0,1,0,2
472.0,5.1,1,1,0,2,0,0,0,1
202.0,11.2,0,0,1,1,0,0,0,3
667.0,8.2,1,0,1,2,1,1,1,0
360.0,9.6,0,0,0,2,0,0,0,2
221.0,9.0,0,0,0,0,1,0,0,2
411.0,19.6,0,1,1,0,1,1,1,2
415.0,13.9,1,0,1,2,1,0,1,0
632.0,2.9,1,0,1,0,1,0,1,1
420.0,17.0,0,1,0,2,0,0,0,3
381.0,11.8,1,0,1,0,1,1,0,1
205.0,4.1,1,1,1,1,1,1,1,0
669.0,10.5,0,1,0,0,1,0,1,2
244.0,4.4,1,0,1,1,0,1,0,2
406.0,12.0,0,1,0,0,0,1,1,3
348.0,8.7,0,0,0,1,0,0,1,3
773.0,3.2,1,1,1,1,1,1,0,0
564.0,13.8,1,0,1,0,0,0,1,2
217.0,6.2,1,1,1,0,1,1,0,1
605.0,15.8,0,1,1,0,1,1,1,2
730.0,18.3,0,0,0,1,0,1,1,3
601.0,6.4,1,0,1,0,0,0,0,2
514.0,7.5,1,0,0,0,0,0,1,2
396.0,2.8,1,0,0,1,0,1,0,2
571.0,10.7,0,1,0,1,0,1,1,3
225.0,17.1,1,1,0,0,1,0,0,1
335.0,4.0,0,1,1,1,1,1,1,2
752.0,5.0,0,0,0,2,0,1,0,2
626.0,15.4,1,0,0,0,1,1,0,1
257.0,13.5,1,1,1,2,0,1,0,1
602.0,5.6,1,1,0,2,1,1,1,0
740.0,5.1,0,1,0,1,1,1,1,2
602.0,3.3,0,0,1,0,0,1,0,3
554.0,2.3,0,0,0,2,0,1,0,2
497.0,9.6,1,0,0,0,1,0,1,1
555.0,3.9,0,1,0,2,1,1,0,1
723.0,7.3,0,1,0,1,1,0,1,2
390.0,17.7,1,1,0,2,0,1,1,2
663.0,2.9,0,1,0,2,0,1,0,2
585.0,16.3,1,1,0,1,1,0,0,1
278.0,8.9,1,0,1,1,0,0,0,2
343.0,9.4,1,0,0,0,0,1,0,2
730.0,19.5,1,0,0,1,0,0,0,2
395.0,12.2,0,0,0,2,0,1,1,2
446.0,2.7,0,1,1,1,1,0,0,2
400.0,16.3,1,0,1,0,0,0,1,2
534.0,12.0,1,0,0,2,1,1,0,0
240.0,16.0,0,0,0,2,0,0,0,3
465.0,4.7,0,0,0,1,1,1,0,2
500.0,6.7,0,1,0,0,1,0,0,2
689.0,18.4,1,1,0,0,0,1,0,2
328.0,9.7,0,1,1,1,0,0,1,3
433.0,11.2,1,1,1,0,0,0,1,2
516.0,13.6,1,1,1,0,1,1,1,1
686.0,11.5,0,1,1,2,1,0,0,1
621.0,15.5,0,0,0,2,0,0,0,3
227.0,6.0,0,1,0,0,0,1,0,3
410.0,18.6,0,0,0,1,1,0,1,2
330.0,3.0,1,1,0,1,1,1,0,0
274.0,11.0,1,1,0,2,0,0,1,1
365.0,20.0,0,1,0,2,0,1,1,3
543.0,13.9,0,0,1,2,1,1,0,2
690.0,10.7,0,1,0,0,0,0,1,3
731.0,19.1,1,1,1,1,1,0,1,1
401.0,3.4,0,1,0,0,1,1,0,2
338.0,9.6,0,0,1,2,0,0,0,2
544.0,18.3,0,1,0,2,0,1,1,3
600.0,14.2,0,0,1,2,1,0,0,2
532.0,8.6,1,0,1,2,1,1,1,0
698.0,19.6,1,1,1,0,1,0,1,1
437.0,15.7,0,0,1,2,1,0,0,2
399.0,19.6,0,1,1,2,0,0,0,3
540.0,12.5,0,1,1,1,0,1,0,3
596.0,2.1,1,1,0,1,1,1,1,0
401.0,19.5,1,0,1,0,0,0,1,2
352.0,16.8,0,1,1,2,0,0,1,3
780.0,11.9,0,0,0,1,0,1,1,3
625.0,4.9,0,1,1,2,0,0,1,2
568.0,17.9,0,1,1,2,1,1,1,2
371.0,13.5,1,0,0,2,1,1,0,0
753.0,2.1,1,1,0,1,1,0,0,0
517.0,10.9,1,0,1,1,0,0,0,2
362.0,19.7,1,1,1,1,1,0,0,1
417.0,12.5,1,1,0,0,1,0,1,1
423.0,14.8,1,1,1,1,1,0,0,1
220.0,13.8,0,0,1,1,0,0,1,3
445.0,11.3,1,1,0,0,1,1,0,1
356.0,14.5,0,0,0,2,0,0,1,3
471.0,5.5,0,0,0,1,0,1,1,3
536.0,8.1,0,1,1,0,1,1,0,2
401.0,18.0,1,1,0,1,1,0,0,1
218.0,6.9,1,0,1,0,0,1,0,2
757.0,9.5,0,0,1,2,1,1,1,1
271.0,3.9,1,0,1,0,1,1,1,1
410.0,18.7,1,1,0,1,1,0,1,1
636.0,6.8,1,0,1,2,0,0,1,1
728.0,12.5,1,0,1,1,0,1,1,2
588.0,9.2,1,0,0,2,0,0,1,1
344.0,8.2,1,0,1,2,1,0,1,0
598.0,5.0,1,0,0,0,1,0,1,1
441.0,19.9,1,1,0,0,0,0,1,2
647.0,7.2,0,0,1,1,0,0,1,3
437.0,9.1,1,0,0,2,0,1,0,1
253.0,5.5,0,1,1,0,0,1,0,3
516.0,13.3,0,1,1,0,0,1,1,3
225.0,3.6,0,0,1,1,1,0,1,2
574.0,13.9,0,0,0,1,0,0,1,3
390.0,11.1,0,1,0,0,0,0,1,3
729.0,13.7,1,0,1,0,0,0,1,2
501.0,2.1,1,1,0,2,0,1,1,1
220.0,14.1,1,0,1,1,0,1,0,2
583.0,2.8,0,0,0,1,1,1,1,2
699.0,18.5,0,1,1,1,0,1,0,3
227.0,16.3,0,0,0,1,1,0,1,2
647.0,4.2,0,0,0,1,0,1,0,3
657.0,12.0,0,1,1,0,1,1,0,2
608.0,19.2,1,1,0,0,1,0,0,1
494.0,6.4,1,1,0,2,0,1,1,1
588.0,3.3,1,1,1,0,0,0,0,2
494.0,9.6,1,1,1,2,0,0,0,1
426.0,4.5,0,1,0,0,1,1,1,2
230.0,16.0,0,1,0,2,1,1,1,2
498.0,18.4,1,1,1,1,1,0,0,1
670.0,10.1,0,0,1,0,1,1,0,2
231.0,20.0,0,0,0,1,1,0,0,2
222.0,5.4,0,0,0,2,0,0,0,2
302.0,18.5,0,0,0,0,0,1,0,3
377.0,7.8,1,0,1,2,1,1,1,0
500.0,18.2,1,1,0,1,0,0,1,2
697.0,18.3,0,0,1,0,0,1,1,3
218.0,8.3,0,1,1,1,1,1,0,2
669.0,2.4,0,0,1,2,1,0,1,1
629.0,7.4,1,1,1,0,0,0,1,2
500.0,9.9,0,0,0,2,0,0,0,2
315.0,19.7,0,0,0,0,1,1,0,2
251.0,14.4,1,1,1,2,1,0,0,0
295.0,13.4,1,1,0,0,1,1,1,1
400.0,13.6,1,0,1,2,1,0,0,0
519.0,9.1,1,0,1,0,0,0,0,2
410.0,14.4,0,1,1,2,0,1,0,3
535.0,7.0,1,0,0,0,0,0,1,2
729.0,15.5,0,1,1,1,1,0,1,2
278.0,13.7,0,1,1,0,1,0,0,2
737.0,15.4,0,1,0,0,0,1,1,3
317.0,4.7,1,0,1,1,0,1,0,2
496.0,11.9,0,1,1,2,1,0,0,1
640.0,5.5,1,1,0,1,0,0,0,2
618.0,7.6,1,0,0,0,1,1,1,1
655.0,16.3,1,1,1,1,0,1,1,2
628.0,9.5,0,0,1,0,0,1,1,3
210.0,2.9,0,1,0,2,1,1,0,1
498.0,18.1,0,0,0,2,0,0,1,3
427.0,3.9,1,0,1,2,0,0,0,1
757.0,11.0,0,1,1,0,0,0,1,3
773.0,10.6,1,1,1,0,1,1,1,1
354.0,9.2,0,0,0,0,0,0,1,3
627.0,2.1,0,1,1,2,0,0,1,2
342.0,6.6,0,0,1,1,1,1,0,2
649.0,4.8,1,0,0,1,0,0,1,2
379.0,4.9,0,1,1,1,0,0,0,3
638.0,4.3,0,0,1,2,0,0,0,2
216.0,16.8,1,1,1,2,0,0,1,2
622.0,3.8,1,1,0,2,0,1,1,1
452.0,8.0,0,1,1,0,0,0,1,3
643.0,12.4,0,0,1,1,0,0,1,3
255.0,2.7,1,1,0,2,0,0,0,1
721.0,11.5,0,0,1,1,1,0,1,2
599.0,10.3,0,1,1,2,1,1,1,1
423.0,17.4,1,1,1,2,0,1,0,2
405.0,4.1,0,1,0,2,0,0,1,2
377.0,3.1,1,1,0,2,0,0,0,1
553.0,4.6,0,0,1,1,1,1,0,2
224.0,10.6,1,1,1,1,0,0,0,2
627.0,3.9,0,1,1,0,0,0,0,3
672.0,13.1,0,1,0,0,1,0,1,2
352.0,16.3,0,1,1,1,1,0,1,2
284.0,12.0,0,1,0,2,1,0,1,1
783.0,8.5,0,1,1,2,1,0,0,1
580.0,10.0,0,0,0,2,0,1,1,2
616.0,6.4,1,0,1,0,1,1,1,1
579.0,17.3,0,1,0,2,0,0,1,3
350.0,7.8,1,1,0,2,0,1,1,1
681.0,17.5,0,1,0,1,0,0,1,3
489.0,19.4,1,1,1,0,0,0,0,2
358.0,6.6,1,0,0,0,0,1,1,2
556.0,17.4,0,0,1,0,1,1,0,2
730.0,17.1,1,1,0,1,0,0,0,2
666.0,13.0,1,1,0,2,1,1,0,0
627.0,17.0,0,1,1,0,0,0,0,3
360.0,9.7,0,1,0,0,1,1,1,2
367.0,12.9,1,1,0,0,1,1,1,1
699.0,9.3,0,0,1,0,1,1,1,2
680.0,20.0,1,0,1,2,0,1,1,2
717.0,11.6,1,1,1,0,1,1,0,1
769.0,6.3,1,0,1,0,1,0,0,1
419.0,14.1,0,1,1,2,1,0,0,2
560.0,15.6,1,0,0,2,0,0,0,2
539.0,17.5,1,1,0,0,0,0,1,2
382.0,2.2,1,0,0,1,1,0,0,0
528.0,15.5,1,1,1,0,0,0,0,2
791.0,11.6,0,1,1,0,1,0,0,2
761.0,15.1,0,0,0,0,0,0,0,3
512.0,11.5,1,1,1,1,0,1,1,2
347.0,7.9,1,0,1,2,1,0,0,0
701.0,2.6,0,0,0,1,1,0,0,2
714.0,7.8,1,1,0,0,1,1,1,1
538.0,13.8,1,1,0,0,1,1,1,1
481.0,2.2,1,1,0,2,1,1,1,0
309.0,18.6,1,0,1,0,1,0,1,1
398.0,9.2,0,1,0,2,1,1,0,1
209.0,3.1,1,1,1,0,1,0,1,1
463.0,17.9,0,1,1,2,1,1,0,2
277.0,5.3,1,0,1,2,0,1,0,1
510.0,3.0,1,1,0,0,1,1,1,1
349.0,3.4,0,0,0,2,0,0,0,2
732.0,11.5,1,1,0,0,0,0,0,2
274.0,7.1,1,1,0,1,0,0,0,2
464.0,17.2,1,0,0,1,1,0,1,1
283.0,11.8,1,1,0,0,1,1,0,1
542.0,7.0,1,1,1,1,1,1,1,0
389.0,12.5,0,0,1,1,0,1,0,3
263.0,19.0,0,0,1,2,1,1,0,2
560.0,17.5,0,0,1,1,1,0,1,2
523.0,4.5,1,0,1,1,0,0,0,2
326.0,17.7,1,1,1,1,1,1,0,1
780.0,8.6,1,1,0,1,0,1,0,2
673.0,8.9,1,1,1,2,0,1,0,1
570.0,11.1,1,1,1,1,1,0,1,0
766.0,15.8,0,1,1,1,0,1,0,3
648.0,9.6,1,0,1,1,1,0,0,0
490.0,13.9,0,0,0,1,0,1,0,3
778.0,5.1,0,0,1,1,1,0,1,2
585.0,7.3,1,1,0,1,1,1,0,0
282.0,19.1,0,0,1,1,1,1,1,2
259.0,9.6,1,0,0,0,1,1,0,1
255.0,15.1,0,0,1,2,1,0,1,2
413.0,3.4,0,0,0,0,1,0,1,2
205.0,2.5,0,1,0,0,1,0,0,2
535.0,2.9,0,1,0,0,1,0,1,2
462.0,14.6,0,1,1,0,1,0,0,2
418.0,3.0,0,1,0,1,0,0,0,3
458.0,12.8,0,1,0,0,1,1,0,2
455.0,6.5,1,0,0,0,1,1,1,1
793.0,4.5,1,0,1,2,0,0,1,1
451.0,14.5,0,0,0,2,1,0,1,2
753.0,11.8,1,0,0,1,0,0,0,2
712.0,18.0,0,1,0,1,1,0,1,2
457.0,15.1,1,0,0,1,0,0,1,2
225.0,7.8,0,1,0,0,0,1,1,3
709.0,4.3,0,0,0,0,1,1,1,2
327.0,13.5,1,1,1,2,0,1,1,1
235.0,8.3,0,1,1,0,1,0,0,2
723.0,5.0,0,1,1,2,0,1,0,2
595.0,12.3,0,0,0,2,0,1,1,2
307.0,13.9,1,1,1,0,0,0,1,2
373.0,7.1,0,1,0,1,0,0,0,3
647.0,15.0,0,1,1,2,1,1,1,2
274.0,3.2,1,0,0,0,0,1,0,2
634.0,15.1,0,0,0,2,1,0,1,2
475.0,3.9,1,1,1,2,1,0,0,0
702.0,14.4,0,0,0,1,1,1,1,2
586.0,9.8,0,0,0,2,1,0,1,1
789.0,4.7,0,1,1,1,0,0,0,3
714.0,2.4,0,1,0,0,1,0,1,2
406.0,17.2,1,1,0,2,0,0,0,2
489.0,17.8,0,1,1,1,1,0,0,2
764.0,8.7,1,1,0,1,0,1,1,2
291.0,13.9,0,1,0,0,1,1,1,2
450.0,17.7,0,0,1,1,0,0,1,3
546.0,3.6,0,1,1,1,1,1,0,2
411.0,11.1,1,0,0,2,0,0,1,1
256.0,9.6,1,0,1,1,0,1,1,2
324.0,5.9,0,0,1,2,1,0,1,1
460.0,6.5,0,1,1,0,1,1,1,2
723.0,18.5,1,1,1,2,1,0,0,1
543.0,14.5,1,0,1,2,0,1,0,2
379.0,13.2,1,0,1,1,1,0,0,1
301.0,13.7,1,0,0,1,1,0,0,1
571.0,9.4,0,1,0,1,0,1,0,3
308.0,16.2,1,0,1,0,0,1,1,2
242.0,15.4,0,1,0,1,1,0,1,2
220.0,9.9,1,0,1,0,0,1,1,2
619.0,4.6,0,0,0,0,1,1,1,2
732.0,3.8,0,0,0,1,0,1,0,3
518.0,16.3,1,0,1,2,0,0,0,2
367.0,14.7,1,0,1,0,1,0,0,1
323.0,10.1,1,1,0,0,1,1,0,1
366.0,4.4,0,0,1,1,1,1,1,2
383.0,15.9,0,1,0,0,0,1,1,3
562.0,8.5,0,0,1,0,1,1,1,2
754.0,16.0,1,0,0,0,0,1,1,2
334.0,14.6,1,0,1,2,0,1,1,2
416.0,18.7,1,1,1,2,0,0,0,2
557.0,3.2,1,0,1,0,1,0,1,1
466.0,13.6,0,1,1,0,1,1,1,2
270.0,16.3,1,1,0,2,1,1,1,0
294.0,7.2,0,1,1,1,1,1,0,2
547.0,15.3,0,0,0,1,1,0,0,2
565.0,7.4,1,1,1,0,1,0,0,1
553.0,13.4,0,0,0,1,0,1,0,3
689.0,14.2,1,1,1,2,0,1,1,2
315.0,18.1,1,1,1,0,1,1,1,1
471.0,19.1,0,1,0,2,0,0,1,3
479.0,19.9,0,0,1,0,0,1,1,3
329.0,14.5,1,1,0,1,1,1,0,1
626.0,12.4,1,0,1,1,0,0,1,2
387.0,14.3,1,0,0,2,0,0,0,2
571.0,15.5,0,1,0,2,0,1,0,3
453.0,16.7,1,0,0,0,1,1,0,1
344.0,7.2,0,1,0,2,1,0,1,1
324.0,14.8,1,1,1,1,0,0,1,2
495.0,5.5,1,0,0,0,0,1,0,2
344.0,3.9,0,1,0,0,1,1,0,2
604.0,16.3,0,1,0,1,1,1,0,2
570.0,12.4,1,1,1,2,1,0,0,0
674.0,10.6,0,1,0,2,0,1,1,2
280.0,9.2,1,1,1,1,1,1,1,0
729.0,6.6,0,1,1,1,0,0,0,3
514.0,12.6,0,0,0,2,1,0,1,1
591.0,3.5,1,1,0,0,0,0,1,2
787.0,14.5,1,1,0,1,0,1,0,2
511.0,10.8,1,0,0,1,0,1,1,2
728.0,13.4,1,0,1,2,0,0,1,1
395.0,2.6,1,0,1,2,1,0,0,0
698.0,8.7,1,0,1,1,1,1,1,0
761.0,9.2,1,1,1,2,1,0,1,0
312.0,12.4,1,0,1,1,1,0,1,1
499.0,18.2,0,1,1,1,1,1,1,2
737.0,14.9,1,1,0,1,0,1,1,2
414.0,16.5,0,0,1,0,0,1,1,3
618.0,15.7,0,1,1,0,0,1,0,3
261.0,5.5,0,0,0,0,0,1,0,3
381.0,11.2,1,1,0,0,0,0,0,2
596.0,15.2,1,0,1,2,1,1,1,0
465.0,11.6,1,1,0,2,0,1,0,1
595.0,19.1,1,0,0,2,1,1,0,1
532.0,11.3,0,0,0,0,1,0,0,2
758.0,11.9,0,0,0,0,0,0,0,3
272.0,4.2,1,1,0,1,1,0,1,0
574.0,3.4,0,1,0,1,0,0,0,3
474.0,3.1,1,1,1,2,0,0,0,1
756.0,4.7,0,1,0,0,0,1,0,3
714.0,14.1,1,0,1,0,1,1,1,1
390.0,5.2,0,0,1,1,1,0,0,2
700.0,3.9,0,0,0,2,1,1,1,1
545.0,13.0,1,1,0,2,1,1,0,0
374.0,17.5,1,0,1,1,1,0,0,1
255.0,2.6,1,0,1,0,1,1,0,1
300.0,11.1,0,1,0,1,1,1,0,2
577.0,5.5,1,0,0,0,0,0,0,2
499.0,18.5,0,1,0,0,0,1,1,3
280.0,9.5,0,1,1,1,0,1,1,3
736.0,13.7,1,0,0,2,1,0,0,0
547.0,9.8,1,1,0,0,1,1,1,1
779.0,16.7,1,1,0,2,0,1,0,2
365.0,10.9,0,0,0,0,1,0,0,2
310.0,19.0,0,0,0,2,1,0,0,2
723.0,8.5,1,0,1,1,0,0,1,2
651.0,15.0,0,1,1,2,1,1,1,2
327.0,3.6,1,0,0,0,0,1,0,2
411.0,4.9,0,1,1,0,0,1,1,3
391.0,11.5,0,1,0,1,0,1,0,3
623.0,6.7,1,1,1,0,0,1,0,2
329.0,3.1,0,0,1,2,1,1,1,1
246.0,6.5,1,0,0,0,0,0,1,2
691.0,6.9,0,1,1,0,0,1,0,3
207.0,13.2,0,1,0,2,0,1,0,3
565.0,5.0,0,0,0,1,0,0,1,3
385.0,18.7,1,1,1,2,0,0,0,2
454.0,7.2,0,0,1,2,1,1,0,1
240.0,19.3,1,0,1,1,1,0,1,1
299.0,9.6,1,0,1,2,1,1,1,0
501.0,15.2,0,1,1,1,1,1,1,2
430.0,14.2,0,1,0,1,0,0,1,3
470.0,7.1,1,1,1,2,0,1,1,1
203.0,10.0,1,0,0,0,1,1,0,1
757.0,6.1,1,1,0,1,1,1,1,0
512.0,17.9,0,0,1,1,1,1,1,2
461.0,18.0,0,0,1,0,1,0,1,2
721.0,8.5,0,0,0,0,0,1,0,3
238.0,9.4,0,1,1,2,0,1,1,2
468.0,7.4,1,1,1,0,0,0,0,2
546.0,7.4,1,1,1,0,0,1,0,2
366.0,3.6,1,0,0,1,0,0,0,2
356.0,13.5,1,0,1,1,1,1,1,1
297.0,15.8,1,1,1,2,0,0,0,2
624.0,8.1,0,0,0,1,0,0,1,3
601.0,11.0,1,0,0,2,1,0,0,0
446.0,2.4,0,1,0,1,1,1,1,2
260.0,13.3,0,0,0,2,0,1,0,3
311.0,7.8,1,0,1,1,1,1,0,0
442.0,4.7,0,1,1,0,1,0,1,2
349.0,2.2,1,1,1,2,1,0,1,0
642.0,9.7,0,0,0,0,0,0,0,3
248.0,14.1,0,1,1,2,0,1,0,3
434.0,6.3,1,0,0,2,1,1,1,0
733.0,5.0,1,1,0,2,0,0,0,1
403.0,13.0,1,1,1,0,0,1,0,2
657.0,12.7,0,0,0,0,0,1,1,3
380.0,7.5,1,0,1,0,0,0,0,2
587.0,17.3,0,0,0,0,0,1,0,3
535.0,12.7,1,1,1,1,1,1,0,1
513.0,16.7,0,1,0,0,1,1,0,2
289.0,18.6,1,0,0,2,0,0,1,2
231.0,14.2,1,0,1,1,1,0,0,1
280.0,7.3,1,1,1,1,1,1,0,0
653.0,14.2,0,1,0,0,0,0,0,3
799.0,9.6,1,1,0,2,1,1,0,0
356.0,5.3,0,0,0,2,0,0,0,2
359.0,5.1,0,1,1,1,1,0,1,2
431.0,4.8,1,1,0,2,0,1,0,1
416.0,10.4,0,1,1,1,1,0,1,2
583.0,12.7,0,0,0,2,0,1,0,2
468.0,19.5,0,1,0,1,1,0,1,2
575.0,14.1,1,0,1,0,0,1,1,2
258.0,6.2,0,1,0,1,0,0,0,3
645.0,17.0,0,1,0,1,0,0,0,3
663.0,19.7,1,1,0,2,0,1,1,2
770.0,9.4,0,1,1,2,0,0,1,2
593.0,17.8,1,1,0,0,0,0,0,2
546.0,15.4,0,0,0,1,0,0,1,3
549.0,7.7,0,0,0,1,0,1,1,3
255.0,2.1,1,1,1,1,0,0,0,2
398.0,14.6,0,0,0,0,1,1,1,2
734.0,19.4,0,0,0,0,0,0,1,3
731.0,4.4,0,0,0,2,1,0,1,1
773.0,18.5,0,1,1,2,0,1,1,3
603.0,5.7,1,1,0,1,0,1,1,2
334.0,11.7,1,1,1,2,0,1,1,1
698.0,11.9,0,1,0,1,1,0,0,2
547.0,6.0,1,0,1,2,0,1,0,1
258.0,2.4,1,1,1,1,0,0,1,2
235.0,5.1,0,1,1,0,1,0,1,2
574.0,9.0,0,0,0,2,0,0,0,2
595.0,5.4,0,1,0,2,0,1,0,2
385.0,14.1,1,0,0,2,1,0,1,0
762.0,10.8,0,0,0,0,0,1,1,3
306.0,8.4,0,0,0,0,0,0,0,3
293.0,6.2,0,1,0,0,0,0,0,3
422.0,13.9,1,0,0,2,0,1,1,2
499.0,18.1,0,1,0,2,0,1,0,3
480.0,13.7,0,1,1,1,0,1,1,3
